description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Lavadora WT13WPBK 13 Kg Smart Motion Carga Superior Blanco,"S/ 1,099",tottus,AZÚCAR BLANCA,2024-12-04 13:45:41.524189,13.0,kg,1.0,tottus,,LG,AZÚCAR BLANCA
Lavadora WT16WVTB 16 Kg TurboDrum Carga Superior Blanco,"S/ 1,399",tottus,AZÚCAR BLANCA,2024-12-04 13:45:41.524189,16.0,kg,1.0,tottus,,LG,AZÚCAR BLANCA
Azúcar Impalpable UNIVERSAL Bolsa 200gr,S/ 3.10,vega,AZÚCAR BLANCA,2024-12-04 14:23:57.403646,200.0,g,3.1,vega,,Universal,AZÚCAR BLANCA
VINAGRE BLANCO X 1 L,S/ 3.90,tottus,AZÚCAR BLANCA,2024-12-04 13:45:41.524189,1.0,l,3.9,tottus,,TOTTUS,AZÚCAR BLANCA
Marshmellows Millows Cilindro Blanco 145 g,S/ 4.90,tottus,AZÚCAR BLANCA,2024-12-04 13:45:41.524189,145.0,g,4.9,tottus,,COLOMBINA,AZÚCAR BLANCA
Azúcar Blanca BELL'S Bolsa 1Kg,S/ 4.99,vivanda,AZÚCAR BLANCA,2024-12-04 18:03:45.018379,1.0,kg,4.99,vivanda,,BELL'S,AZÚCAR BLANCA
Azúcar Blanca Metro Bolsa 1 kg,S/ 4.99,metro,AZÚCAR BLANCA,2024-12-04 21:55:31.575214,1.0,kg,4.99,metro,,,AZÚCAR BLANCA
Azúcar Blanca VEGA Bolsa 1Kg,S/ 5.10,vega,AZÚCAR BLANCA,2024-12-04 14:23:57.403646,1.0,kg,5.1,vega,,Vega,AZÚCAR BLANCA
Azúcar Blanca Wong Bolsa 1 kg,S/ 5.10,wong,AZÚCAR BLANCA,2024-12-04 20:05:14.164184,1.0,kg,5.1,wong,,,AZÚCAR BLANCA
Vinagre de Vino Blanco 600 mL,S/ 5.20,tottus,AZÚCAR BLANCA,2024-12-04 13:45:41.524189,600.0,ml,5.2,tottus,,VENTURO,AZÚCAR BLANCA
Azúcar Blanca Cuisine & Co 1kg,S/ 5.20,metro,AZÚCAR BLANCA,2024-12-04 21:55:31.575214,1.0,kg,5.2,metro,,,AZÚCAR BLANCA
Pan De La Casa Blanco 350 g,S/ 5.20,tottus,AZÚCAR BLANCA,2024-12-04 13:45:41.524189,350.0,g,5.2,tottus,,TOTTUS,AZÚCAR BLANCA
Azúcar Blanca Cuisine & Co 1kg,S/ 5.40,wong,AZÚCAR BLANCA,2024-12-04 20:05:14.164184,1.0,kg,5.4,wong,,,AZÚCAR BLANCA
Azúcar Blanca DULFINA Bolsa 1Kg,S/ 5.50,vivanda,AZÚCAR BLANCA,2024-12-04 18:03:45.018379,1.0,kg,5.5,vivanda,,DULFINA,AZÚCAR BLANCA
Azúcar Blanca Dulfina Bolsa1 kg,S/ 5.50,wong,AZÚCAR BLANCA,2024-12-04 20:05:14.164184,1.0,kg,5.5,wong,,,AZÚCAR BLANCA
Azúcar Blanca Paramonga Bolsa 1 kg,S/ 5.70,metro,AZÚCAR BLANCA,2024-12-04 21:55:31.575214,1.0,kg,5.7,metro,,,AZÚCAR BLANCA
Azúcar Blanca Paramonga Bolsa 1 kg,S/ 5.80,wong,AZÚCAR BLANCA,2024-12-04 20:05:14.164184,1.0,kg,5.8,wong,,,AZÚCAR BLANCA
Azúcar Blanca Dulfina Bolsa1 kg,S/ 5.80,metro,AZÚCAR BLANCA,2024-12-04 21:55:31.575214,1.0,kg,5.8,metro,,,AZÚCAR BLANCA
Azúcar blanca light Onza Con Stevia Doy Pack 500 g,S/ 7.30,wong,AZÚCAR BLANCA,2024-12-04 20:05:14.164184,500.0,g,7.3,wong,,,AZÚCAR BLANCA
PAN MOLDE BLANCO X 480 GR,S/ 7.60,tottus,AZÚCAR BLANCA,2024-12-04 13:45:41.524189,480.0,g,7.6,tottus,,TOTTUS,AZÚCAR BLANCA
