description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Sal de Ajos Molido Sobre 16 g,S/ 1.10,metro,SAL,2024-12-04 22:05:19.184229,16.0,g,1.1,metro,,,SAL
Galletas Saladas FIELD Cream Cracker Paquete 7...,S/ 1.40 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,5.0,g,1.4,plaza_vea,"Paquete 73,5g",,SAL
Galletas Saladas Ritz Mini 50g,S/ 1.50,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,50.0,g,1.5,metro,,,SAL
"Galleta RITZ Taco 52,5gr",S/ 1.50,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,5.0,g,1.5,vega,,Ritz,SAL
Galleta Mini RITZ Bolsa 50gr,S/ 1.50,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,50.0,g,1.5,vega,,Ritz,SAL
Galletas Saladas RITZ sabor Original Paquete 5...,S/ 1.50 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,5.0,g,1.5,plaza_vea,"Paquete 52,5g",,SAL
Galletas FIELD Cream Crakers Bolsa 73.5gr,S/ 1.60,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,73.5,g,1.6,vega,,Cream Cracker,SAL
Galleta Crackelet de Jamón Ahumado de 47 g,S/ 1.60,tottus,GALLETAS SALADAS,2024-12-04 13:03:15.866771,47.0,g,1.6,tottus,,COSTA,SAL
Galleta SAN JORGE Soda Familiar 75gr,S/ 1.60,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,75.0,g,1.6,vega,,San Jorge,SAL
Galletas Saladas Ritz Mini 50g,S/ 1.70,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,50.0,g,1.7,wong,,,SAL
Pasta de Tomate Cuisine & Co Doypack 100 g,S/ 1.70,wong,PASTA Y SALSA DE TOMATE,2024-12-04 20:30:04.424566,100.0,g,1.7,wong,,,SAL
Pasta de Tomate Cuisine & Co Doypack 100 g,S/ 1.70,metro,PASTA Y SALSA DE TOMATE,2024-12-04 22:11:39.107222,100.0,g,1.7,metro,,,SAL
Puré de Tomate Pomarola Concentrado 110 g,S/ 1.80,tottus,PASTA Y SALSA DE TOMATE,2024-12-04 13:54:40.531685,110.0,g,1.8,tottus,,MOLITALIA,SAL
Salsa de tomate Pomarola clásica 145 g,S/ 1.90,tottus,PASTA Y SALSA DE TOMATE,2024-12-04 13:54:40.531685,145.0,g,1.9,tottus,,MOLITALIA,SAL
Galletas Saladas Ritz Original 52.5g,S/ 1.90,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,52.5,g,1.9,metro,,,SAL
Galletas Saladas Ritz Original 52.5g,S/ 1.90,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,52.5,g,1.9,wong,,,SAL
Sal de Mesa BELL'S Bolsa 1 Kg,S/ 2 un,plaza_vea,SAL,2024-12-04 14:27:18.876663,1.0,kg,2.0,plaza_vea,Bolsa 1Kg,,SAL
Sal de Cocina BELL'S Bolsa 1Kg,S/ 2.00,vivanda,SAL,2024-12-04 18:09:00.549217,1.0,kg,2.0,vivanda,,BELL'S,SAL
Galletas Saladas Ritz 70g,S/ 2.00,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,70.0,g,2.0,wong,,,SAL
Sal de Cocina Gruesa Cuisine & Co 1kg,S/ 2.00,metro,SAL,2024-12-04 22:05:19.184229,1.0,kg,2.0,metro,,,SAL
Sal de Mesa Cuisine & Co 1kg,S/ 2.00,wong,SAL,2024-12-04 20:21:11.436693,1.0,kg,2.0,wong,,,SAL
Sal de Cocina Gruesa Cuisine & Co 1kg,S/ 2.00,wong,SAL,2024-12-04 20:21:11.436693,1.0,kg,2.0,wong,,,SAL
Galletas Saladas Ritz 70g,S/ 2.00,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,70.0,g,2.0,metro,,,SAL
Sal de Cocina BELL'S Bolsa 1Kg,S/ 2 un,plaza_vea,SAL,2024-12-04 14:27:18.876663,1.0,kg,2.0,plaza_vea,Bolsa 1Kg,,SAL
SAL DE COCINA X 1 KG,S/ 2.10,tottus,SAL,2024-12-04 13:50:23.417372,1.0,kg,2.1,tottus,,TOTTUS,SAL
SAL DE MESA X 1 KG,S/ 2.10,tottus,SAL,2024-12-04 13:50:23.417372,1.0,kg,2.1,tottus,,TOTTUS,SAL
