description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
LAVADORA 10.5 KG ECOBUBBLE NEGRA CL,"S/ 1,799",tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,10.5,kg,LAVADORA  ECOBUBBLE NEGRA CL,1.0,tottus,SAMSUNG,PRODUCTO ACHOCOLATADO
Chocolate para Taza TIMONEL Bolsa 90g,S/ 1.70,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,90.0,g,Chocolate para Taza TIMONEL Bolsa,1.7,vega,Timonel,PRODUCTO ACHOCOLATADO
Chocolate para Taza SOL DEL CUZCO con Clavo y Canela Tableta 90g,S/ 2.60,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,90.0,g,Chocolate para Taza SOL DEL CUZCO con Clavo y Canela Tableta,2.6,vega,Sol Del Cuzco,PRODUCTO ACHOCOLATADO
Bebida Chocolatada La Preferida 800ml,S/ 3.00,wong,PRODUCTO ACHOCOLATADO,2024-12-04 20:48:55.634433,800.0,ml,Bebida Chocolatada La Preferida,3.0,wong,,PRODUCTO ACHOCOLATADO
Mezcla Láctea Oquendo Chocolatada Bolsa 946ml,S/ 3.40,metro,PRODUCTO ACHOCOLATADO,2024-12-04 22:22:39.794165,946.0,ml,Mezcla Láctea Oquendo Chocolatada Bolsa,3.4,metro,,PRODUCTO ACHOCOLATADO
Leche Chocolatada BONLE Bolsa 800 ml,S/ 3.50,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,800.0,ml,Leche Chocolatada BONLE Bolsa,3.5,vega,Bonle,PRODUCTO ACHOCOLATADO
Bebida de Leche UHT BONLÉ Chocolatada Bolsa 800ml,S/ 3.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,800.0,ml,Bebida de Leche UHT BONLÉ Chocolatada Bolsa,3.5,vivanda,BONLÉ,PRODUCTO ACHOCOLATADO
Bebida Chocolatada LA PREFERIDA Bolsa 800ml,S/ 3.50,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,800.0,ml,Bebida Chocolatada LA PREFERIDA Bolsa,3.5,vega,La Preferida,PRODUCTO ACHOCOLATADO
Bebida Chocolatada La Preferida 800ml,S/ 3.60,metro,PRODUCTO ACHOCOLATADO,2024-12-04 22:22:39.794165,800.0,ml,Bebida Chocolatada La Preferida,3.6,metro,,PRODUCTO ACHOCOLATADO
Leche Chocolatada UHT VIGOR Bolsa 800ml,S/ 4.30,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,800.0,ml,Leche Chocolatada UHT VIGOR Bolsa,4.3,vega,Vigor,PRODUCTO ACHOCOLATADO
Frasco conservero 1000mL,S/ 4.90,tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,1000.0,ml,Frasco conservero,4.9,tottus,CASA JOVEN,PRODUCTO ACHOCOLATADO
Leche Chocolatada VAKIMU Botella 350ml,S/ 4.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,350.0,ml,Leche Chocolatada VAKIMU Botella,4.9,vivanda,VAKIMU,PRODUCTO ACHOCOLATADO
Artesco Proyecto de Cerámica Ultraligera Pote 32 g,S/ 5.20,metro,PRODUCTO ACHOCOLATADO,2024-12-04 22:22:39.794165,32.0,g,Artesco Proyecto de Cerámica Ultraligera Pote,5.2,metro,,PRODUCTO ACHOCOLATADO
Artesco Proyecto de Cerámica Ultraligera Pote 32 g,S/ 5.20,wong,PRODUCTO ACHOCOLATADO,2024-12-04 20:48:55.634433,32.0,g,Artesco Proyecto de Cerámica Ultraligera Pote,5.2,wong,,PRODUCTO ACHOCOLATADO
Leche Chocolatada GLORIA Fresca Bolsa 900ml,S/ 5.50,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,900.0,ml,Leche Chocolatada GLORIA Fresca Bolsa,5.5,vega,Gloria,PRODUCTO ACHOCOLATADO
Bebida de Leche Chocolatada LAIVE Bolsa 900ml,S/ 5.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,900.0,ml,Bebida de Leche Chocolatada LAIVE Bolsa,5.5,vivanda,LAIVE,PRODUCTO ACHOCOLATADO
Leche Chocolatada GLORIA UHT Caja 1L,S/ 6.00,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,1.0,l,Leche Chocolatada GLORIA UHT Caja,6.0,vega,Gloria,PRODUCTO ACHOCOLATADO
Leche Chocolatada UHT GLORIA Bolsa 900ml,S/ 6.00,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,900.0,ml,Leche Chocolatada UHT GLORIA Bolsa,6.0,vivanda,GLORIA,PRODUCTO ACHOCOLATADO
Frijol Red Kid 500 g,S/ 6.50,tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,500.0,g,Frijol Red Kid,6.5,tottus,TESORO DEL CAMPO,PRODUCTO ACHOCOLATADO
Leche GLORIA UHT Chocolatada Caja 1L,S/ 6.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,1.0,l,Leche GLORIA UHT Chocolatada Caja,6.5,vivanda,GLORIA,PRODUCTO ACHOCOLATADO
Leche Chocolatada PIAMONTE Bolsa 946ml,S/ 6.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,946.0,ml,Leche Chocolatada PIAMONTE Bolsa,6.9,vivanda,PIAMONTE,PRODUCTO ACHOCOLATADO
Frijol Canario 500 g,S/ 7.74,tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,500.0,g,Frijol Canario,7.74,tottus,TOTTUS,PRODUCTO ACHOCOLATADO
Crema para Peinar Restauración Brillo 400 mL,S/ 7.92,tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,400.0,ml,Crema para Peinar Restauración Brillo,7.92,tottus,MURANA,PRODUCTO ACHOCOLATADO
Crema para Peinar Fuerza Reconstrucción 300 mL,S/ 7.92,tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,300.0,ml,Crema para Peinar Fuerza Reconstrucción,7.92,tottus,MURANA,PRODUCTO ACHOCOLATADO
Leche Chocolatada DANLAC Botella 900ml,S/ 8.60,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,900.0,ml,Leche Chocolatada DANLAC Botella,8.6,vivanda,DANLAC,PRODUCTO ACHOCOLATADO
Leche Chocolatada Deslactosada DANLAC Botella 900ml,S/ 8.80,vivanda,PRODUCTO ACHOCOLATADO,2024-12-04 18:18:24.946474,900.0,ml,Leche Chocolatada Deslactosada DANLAC Botella,8.8,vivanda,DANLAC,PRODUCTO ACHOCOLATADO
Crema para Peinar Pro-V Rizos Definidos 160 mL,S/ 8.90,tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,160.0,ml,Crema para Peinar Pro-V Rizos Definidos,8.9,tottus,PANTENE,PRODUCTO ACHOCOLATADO
Leche Chocolatada BONLÉ UHT Tetrapack 180ml Paquete 6un,S/ 9.00,vega,PRODUCTO ACHOCOLATADO,2024-12-04 14:46:21.407401,180.0,ml,Leche Chocolatada BONLÉ UHT Tetrapack  Paquete,9.0,vega,Bonle,PRODUCTO ACHOCOLATADO
Frijol Canario 500 g,S/ 9.20,tottus,PRODUCTO ACHOCOLATADO,2024-12-04 13:59:24.854698,500.0,g,Frijol Canario,9.2,tottus,TESORO DEL CAMPO,PRODUCTO ACHOCOLATADO
