description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Café Instantáneo ALTOMAYO Gourmet Sobre 15g,S/ 2.50,vega,CAFÉ INSTANTÁNEO,2024-12-04 14:44:12.344555,15.0,g,Café Instantáneo ALTOMAYO Gourmet Sobre,2.5,vega,,Altomayo,CAFÉ INSTANTÁNEO
Chocolate Instantáneo Sabor Canela y Clavo Bolsa 90 g,S/ 4.70,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,90.0,g,Chocolate Instantáneo Sabor Canela y Clavo Bolsa,4.7,metro,,,CAFÉ INSTANTÁNEO
Chocolate Instantáneo Sabor Tradicional Bolsa 90 g,S/ 4.70,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,90.0,g,Chocolate Instantáneo Sabor Tradicional Bolsa,4.7,metro,,,CAFÉ INSTANTÁNEO
Avena Con Chocolate Instantáneo Santa Catalina Bolsa 150 g,S/ 5.80,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,150.0,g,Avena Con Chocolate Instantáneo Santa Catalina Bolsa,5.8,metro,,,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico ALTOMAYO Doypack 45g,S/ 5.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,45.0,g,Café Instantáneo Clásico ALTOMAYO Doypack,5.9,plaza_vea,Doypack 45g,,CAFÉ INSTANTÁNEO
Café Instantáneo Cuisine & Co Clásico 50g,S/ 5.90,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,50.0,g,Café Instantáneo Cuisine & Co Clásico,5.9,wong,,,CAFÉ INSTANTÁNEO
Cebada Instantánea Kimbo Doypack 100 g,S/ 6.10,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,100.0,g,Cebada Instantánea Kimbo Doypack,6.1,wong,,,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado BELL'S Frasco 50g,S/ 6.20 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,50.0,g,Café Instantáneo Granulado BELL'S Frasco,6.2,plaza_vea,Frasco 50g,,CAFÉ INSTANTÁNEO
Café Instantáneo Cuisine & Co Puro 50g,S/ 6.90,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,50.0,g,Café Instantáneo Cuisine & Co Puro,6.9,metro,,,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado MARISCAL Frasco 50g,S/ 6.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,50.0,g,Café Instantáneo Granulado MARISCAL Frasco,6.9,plaza_vea,Frasco 50g,,CAFÉ INSTANTÁNEO
Café instantáneo con caramelo Nescafé 45 gr,S/ 7,tottus,CAFÉ INSTANTÁNEO,2024-12-04 13:58:00.258397,45.0,g,Café instantáneo con caramelo Nescafé r,7.0,tottus,,KIRMA,CAFÉ INSTANTÁNEO
Cebada Instantánea Ecco 80g,S/ 7.70,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,80.0,g,Cebada Instantánea Ecco,7.7,wong,,,CAFÉ INSTANTÁNEO
Café Instantáneo en Polvo MARISCAL Frasco 50g,S/ 7.70 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,50.0,g,Café Instantáneo en Polvo MARISCAL Frasco,7.7,plaza_vea,Frasco 50g,,CAFÉ INSTANTÁNEO
Café Instantáneo Altomayo Clásico 45g,S/ 8.10,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,45.0,g,Café Instantáneo Altomayo Clásico,8.1,metro,,,CAFÉ INSTANTÁNEO
Café Instantáneo Kirma Clásico 45g,S/ 8.30,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,45.0,g,Café Instantáneo Kirma Clásico,8.3,metro,,,CAFÉ INSTANTÁNEO
Cebada Instantánea Kimbo Frasco 164 g,S/ 8.70,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,164.0,g,Cebada Instantánea Kimbo Frasco,8.7,wong,,,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Descafeinado Doypack...,S/ 9.80 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,45.0,g,Café Instantáneo ALTOMAYO Descafeinado Doypack,9.8,plaza_vea,Doypack 45g,,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado Descafeinado Cuisine & Co 50g,S/ 9.90,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,50.0,g,Café Instantáneo Granulado Descafeinado Cuisine & Co,9.9,wong,,,CAFÉ INSTANTÁNEO
CAFE INSTANTANEO GOURMET FRASCO 45 G,S/ 9.90,tottus,CAFÉ INSTANTÁNEO,2024-12-04 13:58:00.258397,45.0,g,CAFE INSTANTANEO GOURMET FRASCO,9.9,tottus,,ALTOMAYO,CAFÉ INSTANTÁNEO
Café Instantáneo COLCAFÉ Clásico Frasco 50g,S/ 9.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,50.0,g,Café Instantáneo COLCAFÉ Clásico Frasco,9.9,plaza_vea,Frasco 50g,,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico 80g,S/ 11,tottus,CAFÉ INSTANTÁNEO,2024-12-04 13:58:00.258397,80.0,g,Café Instantáneo Clásico,11.0,tottus,,ALTOMAYO,CAFÉ INSTANTÁNEO
Café Instántaneo Clásico ALTOMAYO Doypack 80g,S/ 11 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,80.0,g,Café Instántaneo Clásico ALTOMAYO Doypack,11.0,plaza_vea,Doypack 80g,,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Gourmet Frasco 45g,S/ 11.10 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,45.0,g,Café Instantáneo ALTOMAYO Gourmet Frasco,11.1,plaza_vea,Frasco 45g,,CAFÉ INSTANTÁNEO
Café Instantáneo Altomayo Gourmet 45g,S/ 11.50,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,45.0,g,Café Instantáneo Altomayo Gourmet,11.5,metro,,,CAFÉ INSTANTÁNEO
Café Granulado Colcafé Frasco 50 g,S/ 11.60,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,50.0,g,Café Granulado Colcafé Frasco,11.6,metro,,,CAFÉ INSTANTÁNEO
Café Instantáneo Colcafé Clásico Frasco 50 g,S/ 11.70,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,50.0,g,Café Instantáneo Colcafé Clásico Frasco,11.7,wong,,,CAFÉ INSTANTÁNEO
Café Instantáneo Cafetal 45g,S/ 11.80,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,45.0,g,Café Instantáneo Cafetal,11.8,metro,,,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado 100 g,S/ 11.90,tottus,CAFÉ INSTANTÁNEO,2024-12-04 13:58:00.258397,100.0,g,Café Instantáneo Granulado,11.9,tottus,,TOTTUS,CAFÉ INSTANTÁNEO
Cremador Almendra Vainilla Nature's Heart Sin Azúcar 500ml,S/ 11.90,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,500.0,ml,Cremador Almendra Vainilla Nature's Heart Sin Azúcar,11.9,metro,,,CAFÉ INSTANTÁNEO
Cremador Almendra Vainilla Nature's Heart Sin Azúcar 500ml,S/ 11.90,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,500.0,ml,Cremador Almendra Vainilla Nature's Heart Sin Azúcar,11.9,wong,,,CAFÉ INSTANTÁNEO
Café Liofilizado Wong Frasco 100 g,S/ 11.90,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,100.0,g,Café Liofilizado Wong Frasco,11.9,wong,,,CAFÉ INSTANTÁNEO
Cremador Almendra Nature's Heart Sin Azúcar 500ml,S/ 11.90,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,500.0,ml,Cremador Almendra Nature's Heart Sin Azúcar,11.9,wong,,,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Gourmet Frasco 45g,S/ 12.10,vivanda,CAFÉ INSTANTÁNEO,2024-12-04 18:17:01.435711,45.0,g,Café Instantáneo ALTOMAYO Gourmet Frasco,12.1,vivanda,,ALTOMAYO,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Descafeinado Frasco ...,S/ 12.40 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,45.0,g,Café Instantáneo ALTOMAYO Descafeinado Frasco,12.4,plaza_vea,Frasco 45g,,CAFÉ INSTANTÁNEO
Café Instantáneo Altomayo Clásico 80g,S/ 12.50,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,80.0,g,Café Instantáneo Altomayo Clásico,12.5,wong,,,CAFÉ INSTANTÁNEO
Café Instantáneo Altomayo Clásico 80g,S/ 12.50,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,80.0,g,Café Instantáneo Altomayo Clásico,12.5,metro,,,CAFÉ INSTANTÁNEO
Cebada Instantánea Ecco 170g,S/ 12.50,metro,CAFÉ INSTANTÁNEO,2024-12-04 22:21:49.309491,170.0,g,Cebada Instantánea Ecco,12.5,metro,,,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico Polvo Doypack x 150 g,S/ 12.60,tottus,CAFÉ INSTANTÁNEO,2024-12-04 13:58:00.258397,150.0,g,Café Instantáneo Clásico Polvo Doypack x,12.6,tottus,,CAFETAL,CAFÉ INSTANTÁNEO
Café Instantáneo Descafeinado Altomayo 45g,S/ 13.90,wong,CAFÉ INSTANTÁNEO,2024-12-04 20:50:22.202174,45.0,g,Café Instantáneo Descafeinado Altomayo,13.9,wong,,,CAFÉ INSTANTÁNEO
Café Instantáneo BELL'S Liofilizado Frasco 100...,S/ 13.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,100.0,g,Café Instantáneo BELL'S Liofilizado Frasco 100,13.9,plaza_vea,Frasco 100g,,CAFÉ INSTANTÁNEO
Café Instantáneo NESCAFÉ Tradición Frasco 50g,S/ 14.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,50.0,g,Café Instantáneo NESCAFÉ Tradición Frasco,14.9,plaza_vea,Frasco 50g,,CAFÉ INSTANTÁNEO
Café Instantáneo NESCAFÉ Tradición Frasco 50g,S/ 14.90,vivanda,CAFÉ INSTANTÁNEO,2024-12-04 18:17:01.435711,50.0,g,Café Instantáneo NESCAFÉ Tradición Frasco,14.9,vivanda,,NESCAFE,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico 85g,S/ 14.90,tottus,CAFÉ INSTANTÁNEO,2024-12-04 13:58:00.258397,85.0,g,Café Instantáneo Clásico,14.9,tottus,,COLCAFE,CAFÉ INSTANTÁNEO
Café Instantáneo KIRMA Bolsa 8gr Tira 16u,S/ 14.90,vega,CAFÉ INSTANTÁNEO,2024-12-04 14:44:12.344555,8.0,g,Café Instantáneo KIRMA Bolsa r Tira 16u,14.9,vega,,Nescafe,CAFÉ INSTANTÁNEO
Café Instantáneo NESCAFÉ Descafeinado Frasco 4...,S/ 14.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-04 14:39:51.589893,40.0,g,Café Instantáneo NESCAFÉ Descafeinado Frasco 4,14.9,plaza_vea,Frasco 40g,,CAFÉ INSTANTÁNEO
CAFE INSTANTANEO PREMIUM FRASCO 45 G,S/ 14.90,tottus,CAFÉ INSTANTÁNEO,2024-12-04 13:58:00.258397,45.0,g,CAFE INSTANTANEO PREMIUM FRASCO,14.9,tottus,,ALTOMAYO,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Gourmet Doypack 90g,S/ 15.00,vega,CAFÉ INSTANTÁNEO,2024-12-04 14:44:12.344555,90.0,g,Café Instantáneo ALTOMAYO Gourmet Doypack,15.0,vega,,Altomayo,CAFÉ INSTANTÁNEO
