description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Papas Fritas INKA CHIPS BBQ y Cebolla Bolsa 135g,S/ 7.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,135.0,g,7.8,vega,INKA CHIPS,PAPA COLOR
Papas Fritas INKA CHIPS Bolsa 135g,S/ 7.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,135.0,g,7.8,vega,INKA CHIPS,PAPA COLOR
Papas INKA CHIPS Sabor Jalapeño 135g,S/ 7.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,135.0,g,7.8,vega,INKA CHIPS,PAPA COLOR
Chips de papas sabor original 134 g,S/ 7.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,134.0,g,7.9,tottus,TOTTUS,PAPA COLOR
Caja Organizador Krea Transparente Tapa Color 4L,S/ 8.00,wong,PAPA COLOR,2024-12-04 20:02:58.124675,4.0,l,8.0,wong,,PAPA COLOR
Queso Picante 180g,S/ 8,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,180.0,g,8.0,tottus,CHEETOS,PAPA COLOR
Caja Organizador Krea Transparente Tapa Color 4L,S/ 8.00,metro,PAPA COLOR,2024-12-04 21:53:39.950869,4.0,l,8.0,metro,,PAPA COLOR
Veggie Chips Tropical 125 g,S/ 8,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,125.0,g,8.0,tottus,INKA CHIPS,PAPA COLOR
Caja Krea Organizadora 13L Rueda Transparente Tapa Color Surtido,S/ 8.10,wong,PAPA COLOR,2024-12-04 20:02:58.124675,13.0,l,8.1,wong,,PAPA COLOR
Caja Krea Organizadora 13L Rueda Transparente Tapa Color Surtido,S/ 8.10,metro,PAPA COLOR,2024-12-04 21:53:39.950869,13.0,l,8.1,metro,,PAPA COLOR
Puré de papas instantáneo 250 g,S/ 8.20,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,250.0,g,8.2,tottus,TOTTUS,PAPA COLOR
Papa Salada 135g,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,135.0,g,8.5,tottus,INKA CHIPS,PAPA COLOR
Papa Bbq 135g,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,135.0,g,8.5,tottus,INKA CHIPS,PAPA COLOR
Papa Queso 135g,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,135.0,g,8.5,tottus,INKA CHIPS,PAPA COLOR
Papa Hamburguesa Bembos 120 g,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,120.0,g,8.5,tottus,INKA CHIPS,PAPA COLOR
Papas onduladas con tomate albahaca y aceite de oliva de 115 g,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,115.0,g,8.5,tottus,INKA CHIPS,PAPA COLOR
Papa Jalapeno 135g,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,135.0,g,8.5,tottus,INKA CHIPS,PAPA COLOR
Papas Lay's Clásicas 210g,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,210.0,g,8.5,tottus,LAYS,PAPA COLOR
PAPAS CUSQUENA BUFALO X 115G,S/ 8.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,115.0,g,8.5,tottus,INKA CHIPS,PAPA COLOR
Papas PRINGLES Queso Lata 109g,S/ 8.90,vega,PAPA COLOR,2024-12-04 14:21:35.531431,109.0,g,8.9,vega,Pringles,PAPA COLOR
Papas PRINGLES Original Lata 104g,S/ 8.90,vega,PAPA COLOR,2024-12-04 14:21:35.531431,104.0,g,8.9,vega,Pringles,PAPA COLOR
Chifles 150g,S/ 9,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,150.0,g,9.0,tottus,KARINTO,PAPA COLOR
Queso Atrevido 190g,S/ 9,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,190.0,g,9.0,tottus,DORITOS,PAPA COLOR
SURTIDO PIQUEO SNAX Y TOSTITOS 350G,S/ 9.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,350.0,g,9.9,tottus,FRITO LAY,PAPA COLOR
SOLA ORIGINAL 104G,S/ 9.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,104.0,g,9.9,tottus,PRINGLES,PAPA COLOR
Caja Organiza Krea Transparente Tapa Color Surtido 6L,S/ 10.00,wong,PAPA COLOR,2024-12-04 20:02:58.124675,6.0,l,10.0,wong,,PAPA COLOR
Caja Organiza Krea Transparente Tapa Color Surtido 6L,S/ 10.00,metro,PAPA COLOR,2024-12-04 21:53:39.950869,6.0,l,10.0,metro,,PAPA COLOR
Caja Krea Organizadora 26L Rueda Transparente Tapa Color Surtido,S/ 10.50,wong,PAPA COLOR,2024-12-04 20:02:58.124675,26.0,l,10.5,wong,,PAPA COLOR
Papas Al Hilo 250g,S/ 10.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,250.0,g,10.9,tottus,VILLA NATURA,PAPA COLOR
Redondos Salados 280g,S/ 12,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,280.0,g,12.0,tottus,TOSTITOS,PAPA COLOR
Pack Papas Lay's Clásicas 150g y Doritos Q/A 190g,S/ 13.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,150.0,g,13.5,tottus,LAYS,PAPA COLOR
Pack Papas Lay's Clásicas 150g y Piqueo Snax 200g,S/ 13.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,150.0,g,13.5,tottus,LAYS,PAPA COLOR
Papas en Hojuelas 175 g + Piqueo Andino 175 g,S/ 14.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,175.0,g,14.5,tottus,TOTTUS,PAPA COLOR
Caja Krea Organizador Rueda Transparente Tapa Color Surtido 13L,S/ 14.50,metro,PAPA COLOR,2024-12-04 21:53:39.950869,13.0,l,14.5,metro,,PAPA COLOR
Jarra BASA 4.50 L Transparente Con Tapa Color Surtido,S/ 16.50,vivanda,PAPA COLOR,2024-12-04 18:02:07.925092,4.5,l,16.5,vivanda,BASA,PAPA COLOR
Chifle Norteño Con Canchita Milys 500 g,S/ 16.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,500.0,g,16.9,tottus,TOTTUS,PAPA COLOR
Jarra con Mezclador BASA 3.50L Transparente Con Tapa Color Surtido,S/ 17.50,vivanda,PAPA COLOR,2024-12-04 18:02:07.925092,3.5,l,17.5,vivanda,BASA,PAPA COLOR
Suavizante Fresca Primavera 2.3L,S/ 18.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,2.3,l,18.9,tottus,SUAVITEL,PAPA COLOR
Tinte para cabello Ultra Cobertura 300 Castaño Oscuro 157 mL,S/ 18.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,157.0,ml,18.9,tottus,NUTRISSE,PAPA COLOR
Maíz Gigante Original 500 g,S/ 19.43,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,500.0,g,19.43,tottus,INKA CORN,PAPA COLOR
Caja Krea Organizador Rueda Transparente Tapa Color Surtido 26L,S/ 20.00,wong,PAPA COLOR,2024-12-04 20:02:58.124675,26.0,l,20.0,wong,,PAPA COLOR
Caja Krea Organizador Rueda Transparente Tapa Color Surtido 26L,S/ 20.00,metro,PAPA COLOR,2024-12-04 21:53:39.950869,26.0,l,20.0,metro,,PAPA COLOR
Cafetera Krea Embolo Tapa Color 600ml,S/ 20.39,metro,PAPA COLOR,2024-12-04 21:53:39.950869,600.0,ml,20.39,metro,,PAPA COLOR
Cafetera Krea Embolo Tapa Color 600ml,S/ 20.39,wong,PAPA COLOR,2024-12-04 20:02:58.124675,600.0,ml,20.39,wong,,PAPA COLOR
Cajonazo de Papa Canchan 10 kg,S/ 28.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,10.0,kg,28.9,tottus,GRANEL,PAPA COLOR
Cajonazo Papa Yungay 10 kg,S/ 28.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,10.0,kg,28.9,tottus,GRANEL,PAPA COLOR
Tinte para cabello 3 Castaño Oscuro 162.5 mL,S/ 29.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,162.5,ml,29.9,tottus,EXCELLENCE,PAPA COLOR
Tinte para cabello 5 castaño claro 162.5 mL,S/ 29.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,162.5,ml,29.9,tottus,EXCELLENCE,PAPA COLOR
EXTRACTOR 1.1 L 800 W ACERO INOXIDABLE EI-CR - EXTRACTOR,S/ 179,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,1.1,l,179.0,tottus,INDURAMA,PAPA COLOR
Olla a Presión Alumpress 7L,S/ 409.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,7.0,l,409.9,tottus,RECORD,PAPA COLOR
