description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Cebada Instantánea Ecco 12g,S/ 1.00,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,12.0,g,Cebada Instantánea Ecco,1.0,metro,,CEBADA TOSTADA SOLUBLE
Bebida Con Gas San Luis Manzana Botella 625ml,S/ 2.20,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,625.0,ml,Bebida Con Gas San Luis Manzana Botella,2.2,metro,,CEBADA TOSTADA SOLUBLE
Bebida en Polvo Clight Sin Calorías Sabor Naranja 14g,S/ 2.30,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Naranja,2.3,metro,,CEBADA TOSTADA SOLUBLE
Bebida en Polvo Clight Sin Calorías Sabor Fresa 14g,S/ 2.30,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Fresa,2.3,metro,,CEBADA TOSTADA SOLUBLE
Bebida en Polvo Clight Sin Calorías Sabor Piña 14g,S/ 2.30,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Piña,2.3,metro,,CEBADA TOSTADA SOLUBLE
Bebida de Soya SOY VIDA Concentrada Lata 390gr,S/ 2.50,vega,CEBADA TOSTADA SOLUBLE,2024-12-04 14:44:12.813733,390.0,g,Bebida de Soya SOY VIDA Concentrada Lata r,2.5,vega,Soy Vida,CEBADA TOSTADA SOLUBLE
Bebida Aloe KERO Piña Botella 300ml,S/ 3.00,vivanda,CEBADA TOSTADA SOLUBLE,2024-12-04 18:17:08.593926,300.0,ml,Bebida Aloe KERO Piña Botella,3.0,vivanda,KERO,CEBADA TOSTADA SOLUBLE
Bebida Láctea Sabor Chocolate Bonlé Bolsa 800 ml,S/ 3.20,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,800.0,ml,Bebida Láctea Sabor Chocolate Bonlé Bolsa,3.2,metro,,CEBADA TOSTADA SOLUBLE
Mostaza Cuisine & Co 200g,S/ 3.50,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,200.0,g,Mostaza Cuisine & Co,3.5,metro,,CEBADA TOSTADA SOLUBLE
Mix de Cebada Coppisac 350g,S/ 3.50,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,350.0,g,Mix de Cebada Coppisac,3.5,metro,,CEBADA TOSTADA SOLUBLE
Bebida Chocolatada La Preferida 800ml,S/ 3.60,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,800.0,ml,Bebida Chocolatada La Preferida,3.6,metro,,CEBADA TOSTADA SOLUBLE
Bebida de Piña Gloria Caja 1L,S/ 3.90,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,1.0,l,Bebida de Piña Gloria Caja,3.9,metro,,CEBADA TOSTADA SOLUBLE
Bebida de Maracuyá Gloria Caja 1L,S/ 3.90,metro,CEBADA TOSTADA SOLUBLE,2024-12-04 22:21:51.637871,1.0,l,Bebida de Maracuyá Gloria Caja,3.9,metro,,CEBADA TOSTADA SOLUBLE
