description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Cocoa WINTERS Reforzada Bolsa 40g,S/ 3.70,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,40.0,g,3.7,vega,,Winter'S,COCOA EN POLVO
Pack Empanada de Pollo + Gaseosa COCA COLA Sin Azúcar Botella 300ml,S/ 5.90,vivanda,COCOA EN POLVO,2024-12-04 18:18:12.947951,300.0,ml,5.9,vivanda,,VIVANDA,COCOA EN POLVO
Bebida Instantánea en Polvo Sabor Chocolate Kiwigen Sobre 90 gr,S/ 6.60,wong,COCOA EN POLVO,2024-12-04 20:48:43.190623,90.0,g,6.6,wong,,,COCOA EN POLVO
Cocoa en Polvo Winter's La Abuelita 150g,S/ 6.70,metro,COCOA EN POLVO,2024-12-04 22:22:48.714964,150.0,g,6.7,metro,,,COCOA EN POLVO
Fortificante NESQUIK Chocolate Doypack 190g,S/ 7.70,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,190.0,g,7.7,vega,,Nesquik,COCOA EN POLVO
Chocolate para Taza VEGA Tableta 90gr Pack 6u,S/ 7.80,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,90.0,g,7.8,vega,,Vega,COCOA EN POLVO
Fortificante CHOCOLISTO Winter's Chocolate Doypack 200gr,S/ 8.50,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,200.0,g,8.5,vega,,Winter'S,COCOA EN POLVO
Cocoa Timonel Bolsa 160g,S/ 8.90 10%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,160.0,g,8.9,vega,,Timonel,COCOA EN POLVO
Chocolatada en Polvo Miskísimoo Doypack 200 g,S/ 9.70,metro,COCOA EN POLVO,2024-12-04 22:22:48.714964,200.0,g,9.7,metro,,,COCOA EN POLVO
Chocolatada en Polvo Miskísimoo Doypack 200 g,S/ 9.90,wong,COCOA EN POLVO,2024-12-04 20:48:43.190623,200.0,g,9.9,wong,,,COCOA EN POLVO
7 Semillas en Polvo Miskísimoo 184g,S/ 10.10,metro,COCOA EN POLVO,2024-12-04 22:22:48.714964,184.0,g,10.1,metro,,,COCOA EN POLVO
7 Semillas en Polvo Miskísimoo 184g,S/ 10.40,wong,COCOA EN POLVO,2024-12-04 20:48:43.190623,184.0,g,10.4,wong,,,COCOA EN POLVO
Alimento Granulado MILO Activ - Go Doypack 190g,S/ 10.50 4%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,190.0,g,10.5,vega,,Milo,COCOA EN POLVO
Fortificante CHOCOLISTO Winter's Chocolate Frasco 300gr,S/ 10.90 9%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,300.0,g,10.9,vega,,Winter'S,COCOA EN POLVO
Fortificante NESQUIK Sabor a Chocolate Lata 380g,S/ 11.20,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,380.0,g,11.2,vega,,Nesquik,COCOA EN POLVO
Bebida Instantánea en Polvo Kiwigen Sabor a Fresa 180g,S/ 12.10,wong,COCOA EN POLVO,2024-12-04 20:48:43.190623,180.0,g,12.1,wong,,,COCOA EN POLVO
Bebida Instantánea en Polvo Kiwigen Sabor Chocolate 180g,S/ 12.10,metro,COCOA EN POLVO,2024-12-04 22:22:48.714964,180.0,g,12.1,metro,,,COCOA EN POLVO
Bebida Instantánea en Polvo Kiwigen Sabor Vainilla 180g,S/ 12.10,wong,COCOA EN POLVO,2024-12-04 20:48:43.190623,180.0,g,12.1,wong,,,COCOA EN POLVO
Cocoa Winters 150g,S/ 13.50,tottus,COCOA EN POLVO,2024-12-04 13:59:23.329651,150.0,g,13.5,tottus,,WINTER'S,COCOA EN POLVO
Cebada Instantáneo ECCO Doypack 250gr,S/ 13.90,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,250.0,g,13.9,vega,,Ecco,COCOA EN POLVO
Alimento Granulado MILO Activ - Go Doypack 350g,S/ 13.90 7%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,350.0,g,13.9,vega,,Milo,COCOA EN POLVO
Cocoa Orgánica de 170 g,S/ 14.90,tottus,COCOA EN POLVO,2024-12-04 13:59:23.329651,170.0,g,14.9,tottus,,MACADOR,COCOA EN POLVO
Cocoa WINTER'S Pote 180gr,S/ 15.00 6%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,180.0,g,15.0,vega,,Winter'S,COCOA EN POLVO
Pack Gaseosa COCA COLA Sin Azúcar Botella 1L +...,S/ 15.90 un,plaza_vea,COCOA EN POLVO,2024-12-04 14:41:26.507796,2.0,un,15.9,plaza_vea,Pack 2un,,COCOA EN POLVO
Pack Gaseosa COCA COLA Botella 1L + Empanada d...,S/ 15.90 un,plaza_vea,COCOA EN POLVO,2024-12-04 14:41:26.507796,2.0,un,15.9,plaza_vea,Pack 2un,,COCOA EN POLVO
Bebida Nutricional en Polvo Andean Chocolate Nunatura Doypack 200 g,S/ 16.00,wong,COCOA EN POLVO,2024-12-04 20:48:43.190623,200.0,g,16.0,wong,,,COCOA EN POLVO
Detergente en Polvo MAGIA BLANCA Floral Bolsa 2Kg,S/ 17.50 15%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,2.0,kg,17.5,vega,,Magia,COCOA EN POLVO
COCOA WINTERS X 180G,S/ 17.50,tottus,COCOA EN POLVO,2024-12-04 13:59:23.329651,180.0,g,17.5,tottus,,WINTER'S,COCOA EN POLVO
