description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Yogurt GLORIA Batti Shake Fresa Vaso 120g,S/ 1.60 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,120.0,g,1.6,plaza_vea,Vaso 120g,,LECHE FRESCA PASTEURIZADA
Yogurt GLORIA Frutado Fresa Vaso 120g,S/ 1.70 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,120.0,g,1.7,plaza_vea,Vaso 120g,,LECHE FRESCA PASTEURIZADA
Lechuga Crespa BELL'S,S/ 2.19 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,1.0,un,2.19,plaza_vea,Paquete 1un,,LECHE FRESCA PASTEURIZADA
Esencia de Vainilla UNIVERSAL Frasco 100ml,S/ 2.30 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,100.0,ml,2.3,plaza_vea,Frasco 100ml,,LECHE FRESCA PASTEURIZADA
Bebida de Leche Chocolatada LA PREFERIDA Bolsa...,S/ 2.90 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,800.0,ml,2.9,plaza_vea,Bolsa 800ml,,LECHE FRESCA PASTEURIZADA
Yogurt Battimix GLORIA Fresa con Bolitas de Ch...,S/ 3.10 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,146.0,g,3.1,plaza_vea,Vaso 146g,,LECHE FRESCA PASTEURIZADA
LECHE PASTEURIZADA SABOR CHOCO X 250 ML,S/ 3.20,tottus,LECHE FRESCA PASTEURIZADA,2024-12-04 13:19:25.625957,250.0,ml,3.2,tottus,,DANLAC,LECHE FRESCA PASTEURIZADA
Lechuga Crespa Hidropónica BELL'S Bolsa 200g,S/ 3.29 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,200.0,g,3.29,plaza_vea,Bolsa 200g,,LECHE FRESCA PASTEURIZADA
Blueberries BELL'S FRESCOS Bandeja 100g,S/ 3.29 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,100.0,g,3.29,plaza_vea,Bandeja 100g,,LECHE FRESCA PASTEURIZADA
Lechuga Seda Hidropónica BELL'S Bolsa 200g,S/ 3.39 un,plaza_vea,LECHE FRESCA PASTEURIZADA,2024-12-04 13:34:57.862791,200.0,g,3.39,plaza_vea,Bolsa 200g,,LECHE FRESCA PASTEURIZADA
