unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Caja 1un,Quiche de Poro y Queso HOME CHEF Caja 1un,S/ 27.90 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,27.9
Paquete 1un,Poro Entero un,S/ 1.29 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.29
Presentación 0.5 kg aprox.,Cebolla Roja P x kg,S/ 2.09 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.5,kg,2.09
Presentación 0.5 kg aprox.,Tomate Italiano,S/ 5.60 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.5,kg,5.6
Presentación 0.5 kg aprox.,Limón Ácido,S/ 3.29 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.5,kg,3.29
Presentación 0.5 kg aprox.,Zanahoria,S/ 1.68 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.5,kg,1.68
Presentación 1 kg aprox.,Papa Blanca Yungay,S/ 3.19 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,kg,3.19
Presentación 0.5 kg aprox.,Papa Blanca,S/ 2.79 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.5,kg,2.79
Presentación 1.5 kg aprox.,Zapallo Macre,S/ 1.99 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.5,kg,1.99
Presentación 1 kg aprox.,Camote Amarillo Procesado,S/ 2.79 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,kg,2.79
Presentación 0.6 kg aprox.,Brócoli,S/ 4.49 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.6,kg,4.49
Presentación 0.3 kg aprox.,Pimiento Morrón,S/ 6.29 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.3,kg,6.29
Bolsa 350g,Espinaca BELL'S Bolsa 350g,S/ 3.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,350.0,g,3.99
Paquete 1un,Choclo Entero un,S/ 1.89 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.89
Presentación 1 kg aprox.,Pepinillo,S/ 2.39 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,kg,2.39
Presentación 0.25 kg aprox.,Papa Amarilla Tumbay,S/ 6.79 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.25,kg,6.79
Bolsa 300g,Lechuga Americana BELL's Bolsa 300g,S/ 1.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,300.0,g,1.99
Presentación 0.25 kg aprox.,Ajo Entero,S/ 14.99 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.25,kg,14.99
