unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.6 kg aprox.,Carne Molida de Res Empacada al vacío EL BUEN ...,S/ 19.80 x kg,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,0.6,kg,19.8
Bolsa 750g,Pan de Molde Blanco BIMBO Extra Grande Bolsa 7...,S/ 12.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,750.0,g,12.5
Presentación 0.25 kg aprox.,Ajo Entero,S/ 14.99 x kg,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,0.25,kg,14.99
Presentación 0.25 kg aprox.,Ají Amarillo x kg,S/ 5.49 x kg,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,0.25,kg,5.49
Presentación 0.6 kg aprox.,Carne Molida Light de Res Empacada al vacío EL...,S/ 34.80 x kg,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,0.6,kg,34.8
Botella 500ml,Sillao AJI-NO-SILLAO Botella 500ml,S/ 4.70 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,ml,4.7
Paquete 500g,Carne Molida de Pavita x500g,S/ 12.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,12.9
Presentación 1 kg aprox.,Camote Morado,S/ 2.69 x kg,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,1.0,kg,2.69
Bolsa 750g,Pan de Molde BIMBO Integral Bolsa 750g,S/ 12.60 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,750.0,g,12.6
Doypack 250g,Ají Panca Molido SIBARITA Panquita Doypack 250...,S/ 8.40 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,8.4
Presentación 0.5 kg aprox.,Maíz Morado x Kg,S/ 7.99 x kg,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,0.5,kg,7.99
Bolsa 540g,Pan de Molde UNIÓN Multisemillas y Avena Bolsa...,S/ 10.89 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,540.0,g,10.89
Paquete 1un,Rocoto x unidad,S/ 0.99 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,1.0,un,0.99
Sobre 18g,Pimienta BELL'S Negra molida Sobre 18Gr,S/ 2.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,18.0,g,2.5
Bolsa 560g,Pan de Molde Blanco DON MAMINO sin Corteza Bol...,S/ 13.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,560.0,g,13.5
Bolsa 600g,Pan de Molde Integral BIMBO Vital Multicereal ...,S/ 14.80 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,600.0,g,14.8
Envase 250g,Ají de la Casa FERYMAR Envase 250g,S/ 8.70 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,8.7
Bolsa 500g,Pan de Molde Blanco LA FLORENCIA Bolsa 500g,S/ 7.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,7.9
Doypack 400g,Crema ALACENA Tarí Base de Ají Doypack 400g,S/ 13.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,400.0,g,13.5
Bolsa 500g,Pan de Molde Integral LA FLORENCIA Bolsa 500g,S/ 7.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,7.9
Bolsa 600g,Pan de Molde Blanco BIMBO Vital de Semillas Bo...,S/ 14.80 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,600.0,g,14.8
Sobre 18g,Comino BELL'S Molido Sobre 18Gr,S/ 3.19 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,18.0,g,3.19
Doypack 454g,Café Tostado y Molido CAFETAL Selecto Bolsa 4...,S/ 24 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,454.0,g,24.0
Bolsa 500g,Pan de Molde Integral BELL'S Mediano Bolsa 500...,S/ 7.40 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,7.4
Bandeja 250g,Ajos Pelados EL SABOR Arequipeños Bandeja 250g,S/ 9.99 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,9.99
Bolsa 500g,Pan de Molde Blanco BELL'S Mediano Bolsa 500g,S/ 7.40 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,7.4
Bolsa 6un,Pimienta Molida SIBARITA Sobre 21.6g Bolsa 6un,S/ 4.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,6.0,un,4.1
NO MAPEADO 0.5Kg,Carne Molida Congelada LOS HIERROS 500g,S/ 10.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,0.5,kg,10.9
Lata 170g,Sólido de Caballa CAMPOMAR en Aceite Vegetal L...,S/ 5.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,170.0,g,5.2
Caja 100un,Anís MC COLIN'S Caja 100un,S/ 12.40 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,100.0,un,12.4
Envase 250g,Crema de Ajo FERYMAR Envase 250g,S/ 12.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,12.9
Bolsa 250g,Sazonador AJI-NO-MOTO Umami Glutamato de Sodio...,S/ 6.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,6.1
Doypack 400g,Crema de Rocoto ALACENA Uchucuta Doypack 400g,S/ 13.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,400.0,g,13.5
Bolsa 540g,Pan de Molde UNIÓN Granos Integrales Bolsa 540...,S/ 11.40 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,540.0,g,11.4
Caja 20un,Infusión Anís BELL'S Caja 20un,S/ 3.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,20.0,un,3.2
Bolsa 560g,Pan de Molde DON MAMINO con Salvado de Trigo B...,S/ 13.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,560.0,g,13.5
Bolsa 100g,Sazonador AJI-NO-MOTO Umami Glutamato de Sodio...,S/ 2.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,100.0,g,2.9
Bolsa 900g,Café Tostado y Molido CAFETAL Selecto Bolsa 90...,S/ 42.79 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,900.0,g,42.79
Bolsa 250g,Pan Molido Clásico BIMBO Bolsa 250g,S/ 5 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,5.0
Doypack 550g,Ají Amarillo Molido SIBARITA Amarillin Doypack...,S/ 18.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,550.0,g,18.1
Bolsa 360g,Pan de Molde Integral UNIÓN Mediano Bolsa 360g,S/ 8.39 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,360.0,g,8.39
Bolsa 450g,Café Tostado Molido ALTOMAYO Clásico Bolsa 450...,S/ 23.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,450.0,g,23.5
Caja 25un,Anís MC COLIN'S Caja 25un,S/ 4.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,25.0,un,4.2
Doypack 120g,Ajo Molido PIKI Doypack 120g,S/ 2.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,120.0,g,2.9
Bolsa 450g,Café Tostado Molido ALTOMAYO Gourmet Bolsa 450...,S/ 33.80 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,450.0,g,33.8
Bolsa 425g,Café Molido SELLO ROJO Tradición Bolsa 425g,S/ 23.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,425.0,g,23.9
Bolsa 630g,Pan de Molde Integral BIMBO Vital Multicereal ...,S/ 10.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,630.0,g,10.5
Bolsa 200g,Café Tostado y Molido CAFETAL Selecto Bolsa 20...,S/ 11.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,200.0,g,11.2
Paquete 480g,Chorizo Cocido SAN FERNANDO Paquete 480g,S/ 12.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,480.0,g,12.5
Frasco 56.7g,Pimienta BADIA Negra molida Frasco 56.7Gr,S/ 9.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,56.7,g,9.9
Bolsa 650g,Pan de Molde Integral BIMBO Sin Bordes Bolsa 6...,S/ 15.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,650.0,g,15.9
Frasco 40g,Pimienta KARIÑO Negra molida Frasco 40Gr,S/ 6.99 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,40.0,g,6.99
Bolsa 360g,Pan de Molde BIMBO Vital Semillas Bolsa 360g,S/ 10.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,360.0,g,10.5
Frasco 85g,Ajo BADIA en Polvo Frasco 85g,S/ 12.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,85.0,g,12.9
Caja 100un,Anís BELL'S Caja 100un,S/ 11.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,100.0,un,11.5
Doypack 350g,Ajo Molido PIKI Doypack 350g,S/ 12.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,350.0,g,12.1
Paquete 6un,Orégano SIBARITA Molido Paquete 6un,S/ 2.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,6.0,un,2.2
Bolsa 500g,Sazonador AJI-NO-MOTO Umami Glutamato de Sodio...,S/ 11.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,11.1
Caja 25un,Anís HORNIMANS Caja 25un,S/ 3.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,25.0,un,3.9
Sobre 8g,Orégano Molido BELL'S Sobre 8g,S/ 1.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,8.0,g,1.1
Bolsa 150g,Tocino Cocido Ahumado SANT DALMAI Paquete 150g,S/ 9.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,150.0,g,9.5
Paquete 3un,Condimento SIBARITA Ají especial Paquete 3Un S...,S/ 3.60 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,3.0,un,3.6
Bolsa 540g,Pan de Molde UNIÓN Fibra Multicereal Bolsa 540...,S/ 11.99 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,540.0,g,11.99
Paquete 100g,Salsa de Ají SIBARITA Amarillin Paquete 100g,S/ 3.60 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,100.0,g,3.6
Frasco 250g,Aderezo BELL'S Con ají panca molido y especias...,S/ 5.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,5.9
Bolsa 96g,Mezcla para apanar AJI-NO-MIX Apanado Bolsa 96...,S/ 3 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,96.0,g,3.0
Frasco 40g,Comino KARIÑO Molido Frasco 40Gr,S/ 6.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,40.0,g,6.1
Bolsa 495g,Pan de Molde Integral UNIÓN Bolsa 495g,S/ 12.39 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,495.0,g,12.39
Frasco 280ml,Salsa de Soya AJI-NO-SILLAO Frasco 280ml,S/ 3.60 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,280.0,ml,3.6
Bolsa 500g,Pan de Molde Integral PYC Mediano Bolsa 500g,S/ 8.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,8.9
Caja 25un,Boldo MC COLIN'S Caja 25un,S/ 4.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,25.0,un,4.2
Paquete 250g,Pan Molido Paquete 250g,S/ 4.70 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,4.7
Bolsa 540g,Pan de Molde UNIÓN Multisemillas y Chips de Mi...,S/ 12.29 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,540.0,g,12.29
Frasco 250g,Ají Amarillo en Pasta TRESA Frasco 205g,S/ 5.49 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,5.49
Presentación 0.25 kg aprox.,Queso Edam Light LAIVE Molde 1Kg,S/ 13.75,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,0.25,kg,13.75
Doypack 350g,Salsa PIKI Ají amarillo molido Doypack 350g,S/ 8.69 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,350.0,g,8.69
Doypack 1kg,Ajo Molido PIKI Doypack 1Kg,S/ 25.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,1.0,kg,25.2
Bandeja 250g,Ajo Entero BELL'S Pelado Bandeja 250g,S/ 14.99 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,14.99
Bolsa 560g,Pan de Molde Marmoleado DON MAMINO sin Corteza...,S/ 13.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,560.0,g,13.5
Bolsa 100g,Ají especial SIBARITA Sin picante Bolsa 100Gr,S/ 2.40 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,100.0,g,2.4
Sobre 18g,Pimentón Molido TOÑA Paprika Sobre 18g,S/ 3.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,18.0,g,3.2
Doypack 120g,Ají amarillo PIKI Molido Doypack 120g,S/ 2.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,120.0,g,2.9
Frasco 40g,Ajo KARIÑO Molido Frasco 40Gr,S/ 8.30 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,40.0,g,8.3
Doypack 200g,Café Tostado Molido ALTOMAYO Natural Doypack 2...,S/ 11.10 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,200.0,g,11.1
Bolsa 220g,Café Molido VILLA RICA Extra Bolsa 220g,S/ 18 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,220.0,g,18.0
Bolsa 200g,Café Tostado Molido ALTOMAYO Gourmet Bolsa 200...,S/ 17.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,200.0,g,17.9
Bolsa 500g,Pan de Molde Blanco BELL’S Tipo Fuente Corte V...,S/ 11.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,11.2
Bolsa 500g,Pan de Molde Integral 6 Semillas LA FLORENCIA ...,S/ 12.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,500.0,g,12.9
Frasco 35g,Orégano Molido KARIÑO Frasco 35g,S/ 6.50 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,35.0,g,6.5
NO MAPEADO 1Kg,Carne Molida Congelada LOS HIERROS 1kg,S/ 20.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,1.0,kg,20.9
Bolsa 212g,Café Molido SELLO ROJO Tradición Bolsa 212g,S/ 11.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,212.0,g,11.9
Bolsa 250g,Pan Molido BELL'S Bolsa 250g,S/ 4.79 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,4.79
Doypack 120g,Ají panca PIKI Molido Doypack 120Gr,S/ 2.90 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,120.0,g,2.9
Envase 250g,Ají Panca FERYMAR Envase 250g,S/ 8.70 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,8.7
Doypack 250g,Ají SIBARITA Salsa de ají sin picante Doypack ...,S/ 11.40 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,11.4
Doypack 100g,Ají Amarillo Molido RICASA Doypack 100g,S/ 2.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,100.0,g,2.2
Lata 150g,Sólido de Caballa CAMPOMAR en Aceite Vegetal L...,S/ 5.20 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,150.0,g,5.2
Envase 250g,Rocoto FERYMAR Envase 250g,S/ 8.70 un,plaza_vea,AJÍ ROCOTO MOLIDO,2024-12-04 14:31:45.130745,250.0,g,8.7
