unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.25 kg aprox.,Tuna Roja,S/ 5.88 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.25,kg,5.88
Presentación 1 kg aprox.,Plátano de Seda,S/ 2.79 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,2.79
Presentación 0.6 kg aprox.,Palta Fuerte,S/ 9.90 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,9.9
Presentación 1.5 kg aprox.,Papaya,S/ 3.50 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.5,kg,3.5
Presentación 1 kg aprox.,Naranja para Jugo,S/ 2.39 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,2.39
Presentación 0.6 kg aprox.,Mango Edward,S/ 2.90 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,2.9
Presentación 1 kg aprox.,Mandarina Malvacea,S/ 5.70 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,5.7
Presentación 1 kg aprox.,Manzana Delicia,S/ 5.80 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,5.8
Paquete 1un,Granadilla Oxapampa x unidad,S/ 0.90 un,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,un,0.9
Presentación 2.5 kg aprox.,Sandía,S/ 1.29 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,2.5,kg,1.29
Bandeja 500g,Blueberries BELL'S FRESCOS Bandeja 500g,S/ 14.40 un,plaza_vea,TUNA,2024-12-04 13:59:48.544219,500.0,g,14.4
Presentación 0.5 kg aprox.,Pera Packhams Importada,S/ 6.20 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.5,kg,6.2
Presentación 0.6 kg aprox.,Manzana Roja Importada,S/ 7.90 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,7.9
Presentación 0.6 kg aprox.,Palta Fuerte BELL'S Madura,S/ 12.90 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,12.9
Presentación 0.5 kg aprox.,Uva Verde sin Pepa x Kg,S/ 14.99 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.5,kg,14.99
Presentación 0.6 kg aprox.,Manzana Verde Importada,S/ 7.98 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,7.98
Presentación 1.2 kg aprox.,Melón Coquito,S/ 3.29 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.2,kg,3.29
Bandeja 500g,Fresa Premium BELL'S Bandeja 500g,S/ 10.59 un,plaza_vea,TUNA,2024-12-04 13:59:48.544219,500.0,g,10.59
Presentación 2.5 kg aprox.,Piña Golden,S/ 5.20 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,2.5,kg,5.2
Presentación 0.6 kg aprox.,Manzana Royal Gala Importada,S/ 7.90 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,7.9
Presentación 1 kg aprox.,Plátano Bizcochito BELL'S,S/ 6.40 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,6.4
Presentación 0.5 kg aprox.,Maracuyá,S/ 7.79 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.5,kg,7.79
