unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Pote 390g,Mantequilla GLORIA Pote 390g,S/ 17.79 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,390.0,g,17.79
Barra 180g,Mantequilla con Sal LAIVE Barra 180g,S/ 11.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,180.0,g,11.9
Paquete 180g,Mantequilla con Sal GLORIA Paquete 180g,S/ 9.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,180.0,g,9.9
Pote 350g,Crema a Base de Mantequilla LAIVE Pote 350g,S/ 13.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,350.0,g,13.9
Pote 180g,Mantequilla con Sal GLORIA Pote 180g,S/ 10.50 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,180.0,g,10.5
Caja 90g,Mantequilla GLORIA Caja 90g,S/ 6.40 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,90.0,g,6.4
Pote 180g,Mantequilla con Sal LAIVE Pote 180g,S/ 12.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,180.0,g,12.9
Pack 500g,Ensalada Jardinera BELL'S Bolsa 500g,S/ 5.50 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,500.0,g,5.5
Barra 100g,Mantequilla LAIVE con Sal Barra 100g,S/ 6.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,100.0,g,6.9
Barra 180g,Mantequilla sin Sal LAIVE Barra 180g,S/ 11.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,180.0,g,11.9
Paquete 180g,Mantequilla sin Sal GLORIA Paquete 180g,S/ 9.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,180.0,g,9.9
Frasco 410g,Mantequilla de Maní SPREAD 100% Maní Frasco 41...,S/ 21.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,410.0,g,21.9
Bolsa 6un,Cachito con Mantequilla DON MAMINO Bolsa 6un,S/ 9.80 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,6.0,un,9.8
Barra 200g,Mantequilla PLUSA 100% Natural Barra 200g,S/ 15.30 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,200.0,g,15.3
Bolsa 235g,Tornillo Especial MOLITALIA Pasta para Ensalad...,S/ 3.10 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,235.0,g,3.1
Pote 180g,Crema a Base de Mantequilla Light con Sal LAIV...,S/ 13.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-04 13:45:11.741261,180.0,g,13.9
