unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.6 kg aprox.,Carne Molida de Res Empacada al vacío EL BUEN ...,S/ 19.80 x kg,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,0.6,kg,19.8
Presentación 0.6 kg aprox.,Carne Molida Light de Res Empacada al vacío EL...,S/ 34.80 x kg,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,0.6,kg,34.8
Paquete 500g,Carne Molida de Pavita x500g,S/ 12.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,500.0,g,12.9
Caja 42g,Caldo de Carne DOÑA GUSTA Concentrado en Polvo...,S/ 2.20 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,42.0,g,2.2
Bolsa 850g,Hamburguesa de Carne La Super SAN FERNANDO Bol...,S/ 12.70 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,850.0,g,12.7
Bolsa 910g,Hamburguesa de Carne La Casera SAN FERNANDO Bo...,S/ 12.60 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,910.0,g,12.6
NO MAPEADO 0.5Kg,Carne Molida Congelada LOS HIERROS 500g,S/ 10.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,0.5,kg,10.9
Bolsa 80g,Sopa Instántanea AJINOMEN Sabor a Carne Bolsa ...,S/ 1.60 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,80.0,g,1.6
Bolsa 15Kg,Comida para Perros MIMASKOT Adultos Raza Media...,S/ 94.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,15.0,kg,94.9
Caja 75.2g,Caldo en Cubitos MAGGI sabor Carne Caja 75.2g,S/ 4.50 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,75.2,g,4.5
Bolsa 9Kg,Comida para Gatos RICOCAT Gatitos Carne Pescad...,S/ 85.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,9.0,kg,85.9
Bolsa 8Kg,Alimento para Gatos CAT CHOW Adulto Sabor Salm...,S/ 104.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,8.0,kg,104.9
Bolsa 22Kg,"Comida para Perros MIMASKOT Carne, Cereal y Ve...",S/ 133.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,22.0,kg,133.9
Paquete 25un,Caldo MAGGI Cubito Sabor Carne 100g Paquete 25...,S/ 5.50 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,25.0,un,5.5
Bolsa 15Kg,Comida para Perros RICOCAN Cachorros Razas Med...,S/ 105.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,15.0,kg,105.9
Bolsa 15Kg,Comida para Perros RICOCAN Cachorros Pequeños ...,S/ 105.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,15.0,kg,105.9
Lata 330g,Comida para Perros RICOCAN Adultos Paté con Ca...,S/ 5.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,330.0,g,5.9
Paquete 500g,Ravioles de Carne y Verdura BELL'S Paquete 500...,S/ 10.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,500.0,g,10.9
Bolsa 600g,Albóndigas de Carne de Res RANCHERAS Bolsa 600...,S/ 15.60 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,600.0,g,15.6
Bolsa 8Kg,Comida para Perros DOG CHOW Adultos todos los ...,S/ 92.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,8.0,kg,92.9
NO MAPEADO 1Kg,Carne Molida Congelada LOS HIERROS 1kg,S/ 20.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,1.0,kg,20.9
Bolsa 8Kg,Comida para Perros DOG CHOW Adultos razas Pequ...,S/ 89.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,8.0,kg,89.9
Paquete 85g,Alimento Húmedo para Gatos FELIX Classic con C...,S/ 3.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,85.0,g,3.9
Presentación 1 kg aprox.,Carne Molida de Pollo AVINKA,S/ 23.50 x kg,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,1.0,kg,23.5
Caja 4un,Hamburguesa OREGON FOODS Carne Angus Caja 4un,S/ 52.59 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,4.0,un,52.59
Vaso 51g,Sopa Instantánea AJINOMEN Sabor a Carne Vaso 5...,S/ 3.30 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,51.0,g,3.3
Bolsa 9Kg,"Comida para Gatos MIMASKOT Adultos Pollo, Carn...",S/ 79.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,9.0,kg,79.9
Bolsa 15Kg,Comida para Perros RICOCAN Adulto Carne Bolsa ...,S/ 105.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,15.0,kg,105.9
Bolsa 1Kg,Ravioles de Carne y Verdura BELL'S Bolsa 1Kg,S/ 21.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,1.0,kg,21.9
Bolsa 1Kg,Comida para gatos RICOCAT Gatitos carne pescad...,S/ 14.50 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,1.0,kg,14.5
Paquete 85g,Comida para Gatos RICOCAT Trocitos Carne Gatit...,S/ 3 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,85.0,g,3.0
Lata 290g,Comida para Perros RICOCAN Adulto Todas las Ra...,S/ 5.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,290.0,g,5.9
Bolsa 14un,Hamburguesas Practiburguer con Carne BELL'S Bo...,S/ 12.99 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,14.0,un,12.99
Bolsa 3Kg,"Comida para Gatos RICOCAT Gatito Carne, Pescad...",S/ 37.50 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,3.0,kg,37.5
Paquete 100g,Alimento Húmedo para Perros DOG CHOW Adultos T...,S/ 3.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,100.0,g,3.9
Paquete 100g,Comida para Perros RICOCAN Trocitos Adultos Ca...,S/ 3 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,100.0,g,3.0
Bolsa 8Kg,Comida para Perros DOG CHOW Adultos todos los ...,S/ 89.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,8.0,kg,89.9
Bolsa 8un,Hamburguesas Practiburguer con Carne BELL'S Bo...,S/ 7.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,8.0,un,7.9
Paquete 85g,Alimento para Gato Adulto WHISKAS Pouch de Car...,S/ 3.50 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,85.0,g,3.5
Lata 290g,Comida para Perros RICOCAN Estofado Sabor a Ca...,S/ 6 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,290.0,g,6.0
Frasco 230g,Tuco con Carne B&D Frasco 230g,S/ 7.30 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,230.0,g,7.3
Bandeja 500g,Ravioles de Carne IL PASTIFICIO Bandeja 500g,S/ 30.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,500.0,g,30.9
Bolsa 85g,Sopa Ramen NISSIN Sabor Carne Bolsa 85g,S/ 2.20 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,85.0,g,2.2
Bandeja 500g,Ravioles DON ITALO De carne Bandeja 500Gr,S/ 32.50 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,500.0,g,32.5
Pote 250g,Salsa de Carne DON ITALO Pote 250g,S/ 19.70 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,250.0,g,19.7
Lata 330g,Comida para Perros RICOCAN Babycan Carne en Tr...,S/ 5.90 un,plaza_vea,CARNE DE CARNERO,2024-12-04 13:11:29.906356,330.0,g,5.9
