unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Lata 170g,Sólido de Caballa CAMPOMAR en Aceite Vegetal L...,S/ 5.20 un,plaza_vea,CABALLA,2024-12-04 13:27:23.942819,170.0,g,5.2
Lata 170g,Filete de Caballa FRESCOMAR Aceite Vegetal Lat...,S/ 4.80 un,plaza_vea,CABALLA,2024-12-04 13:27:23.942819,170.0,g,4.8
Lata 150g,Sólido de Caballa CAMPOMAR en Aceite Vegetal L...,S/ 5.20 un,plaza_vea,CABALLA,2024-12-04 13:27:23.942819,150.0,g,5.2
