unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.6 kg aprox.,Pepino Melón,S/ 6.49 x kg,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,0.6,kg,6.49
Lata 355ml,Ready To Drink (RTD) INDIE SPIRIT Gin Tonic Li...,S/ 7.40 un,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,355.0,ml,7.4
Paquete 1un,Pepino Holandés BELL'S,S/ 3.39 un,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,1.0,un,3.39
Presentación 0.5 kg aprox.,Tomate Italiano,S/ 5.60 x kg,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,0.5,kg,5.6
Presentación 0.3 kg aprox.,Pimiento Morrón,S/ 6.29 x kg,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,0.3,kg,6.29
Presentación 1 kg aprox.,Pepinillo,S/ 2.39 x kg,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,1.0,kg,2.39
Bolsa 1Kg,Tomate Italiano BELL'S Bolsa 1Kg,S/ 6.99 un,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,1.0,kg,6.99
Paquete 1un,Tomate Cherry BELL'S Bandeja,S/ 6.89 un,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,1.0,un,6.89
Presentación 0.3 kg aprox.,Pimiento Verde,S/ 7.99 x kg,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,0.3,kg,7.99
Presentación 1 kg aprox.,Tomate Redondo x kg,S/ 4.99 x kg,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,1.0,kg,4.99
Paquete 1un,Pepinillo Sin Pepas TODO SANO x un,S/ 6.49 un,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,1.0,un,6.49
Paquete 1un,Pepinillo Sin Pepas VIVA x un,S/ 8.90 un,plaza_vea,PEPINO,2024-12-04 13:57:06.459434,1.0,un,8.9
