unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.6 kg aprox.,Carne Molida de Res Empacada al vacío EL BUEN ...,S/ 19.80 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,0.6,kg,19.8
Presentación 1.5 kg aprox.,Pechuga Especial de Pollo Empacada al vacío SA...,S/ 17.50 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.5,kg,17.5
Presentación 0.6 kg aprox.,Carne Molida Light de Res Empacada al vacío EL...,S/ 34.80 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,0.6,kg,34.8
Presentación 1.2 kg aprox.,Filete Pechuga Corte Mariposa Empacada al vací...,S/ 25.40 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,25.4
Presentación 1 kg aprox.,Muslo de Pollo Empacada al vacío SAN FERNANDO,S/ 16.49 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.0,kg,16.49
Presentación 1.2 kg aprox.,Pechuga Entera de Pollo Empacada al vacío SAN ...,S/ 14.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,14.9
Presentación 1.3 kg aprox.,Pierna con Encuentro de Pollo Empacada al vací...,S/ 13.50 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.3,kg,13.5
Presentación 0.9 kg aprox.,Hígado de pollo Empacada al vacío SAN FERNANDO,S/ 8.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,0.9,kg,8.9
Presentación 1.2 kg aprox.,Sasami de Pollo Empacada al vacío SAN FERNANDO,S/ 24.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,24.9
Presentación 0.9 kg aprox.,Corazón de Pollo Empacada al vacío SAN FERNAND...,S/ 12.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,0.9,kg,12.9
Presentación 0.9 kg aprox.,Patas de Pollo Empacada al vacío SAN FERNANDO,S/ 8.50 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,0.9,kg,8.5
Presentación 1.2 kg aprox.,Pierna de Pollo Empacada al vacío SAN FERNANDO,S/ 15.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,15.9
Presentación 1.2 kg aprox.,Filete Pierna Pollo Sin Piel Empacada al vacío...,S/ 22.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,22.9
Presentación 1.2 kg aprox.,Filete Pierna Pollo con Piel Empacada al vacío...,S/ 20.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,20.9
Presentación 1.2 kg aprox.,Ala de Pollo Empacada al vacío SAN FERNANDO,S/ 14.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,14.9
Presentación 1.1 kg aprox.,Churrasco Parrillero de Res,S/ 34.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.1,kg,34.9
Presentación 1.2 kg aprox.,Molleja de Pollo Empacada al vacío SAN FERNAND...,S/ 13.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,13.9
Presentación 1.04 kg aprox.,Churrasco Redondo de Res,S/ 36.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.04,kg,36.9
Presentación 0.9 kg aprox.,Espinazo de pollo Empacada al vacío SAN FERNAN...,S/ 8.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,0.9,kg,8.9
Presentación 1.04 kg aprox.,Churrasco Largo de Res,S/ 36.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.04,kg,36.9
Presentación 1.2 kg aprox.,Pierna Especial de Pollo Empacada al vacío SAN...,S/ 15.49 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.2,kg,15.49
Bolsa 1Kg,Corazón de Vacuno Macer SCHILCAYO Refrigerado ...,S/ 31.99 un,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.0,kg,31.99
Lata 109g,Papas PRINGLES Churrasco Lata 109g,S/ 8.50 un,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,109.0,g,8.5
Presentación 1.3 kg aprox.,Bife al Vacío FRIGON x kg,S/ 38.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.3,kg,38.9
Presentación 0.65 kg aprox.,Bife de Vacío de Res EL BUEN CORTE,S/ 49.90 x kg,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,0.65,kg,49.9
Bolsa 10un,Huesos de Ganado Vacuno BELL'S Bolsa x 10und,S/ 16.50 un,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,10.0,un,16.5
Bolsa 1un,Hueso Mediano de Ganado Vacuno BELL'S Bolsa x ...,S/ 9.90 un,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,1.0,un,9.9
Doypack 65g,Snack para Perro DOGUITOS Sabor Churrasco Doyp...,S/ 8.50 un,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,65.0,g,8.5
Bolsa 750g,Snacks para Perros FRIENDLY DOG Lonjitas de Va...,S/ 30.90 un,plaza_vea,CHURRASCO DE VACUNO,2024-12-04 13:17:12.899151,750.0,g,30.9
