unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.3 kg aprox.,Pimiento Morrón,S/ 6.29 x kg,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,0.3,kg,6.29
Bolsa 500g,Trigo Mote BELL'S Bolsa 500g,S/ 3.40 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,500.0,g,3.4
Paquete 6un,Cerveza CUSQUEÑA Trigo Botella 310ml Paquete 6...,S/ 22.50 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,6.0,un,22.5
Bolsa 1kg,Harina de Trigo Preparada BLANCA FLOR Bolsa 1K...,S/ 8.49 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,1.0,kg,8.49
Bolsa 1kg,Harina BELL'S De trigo preparada Bolsa 1Kg,S/ 6.90 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,1.0,kg,6.9
Paquete 10un,Pan Árabe Integral EL CEDRO con Salvado de Tri...,S/ 7.20 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,10.0,un,7.2
Bolsa 1kg,Harina de Trigo sin Preparar BELL'S Bolsa 1Kg,S/ 4.29 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,1.0,kg,4.29
Bolsa 180g,Sémola de Trigo Duro BELL'S Bolsa 180g,S/ 1.09 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,180.0,g,1.09
Bolsa 500g,Trigo TESORO DEL CAMPO Bolsa 500g,S/ 3.70 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,500.0,g,3.7
Bolsa 140g,Cereal de Trigo con Miel VITA PLUSS Bolsa 140g,S/ 3.60 un,plaza_vea,TRIGO MORÓN,2024-12-04 12:54:18.592702,140.0,g,3.6
