unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Bolsa 5Kg,Arroz Extra Añejo FARAON Naranja Bolsa 5kg,S/ 27.20 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,27.2
Bolsa 5Kg,Arroz Extra COSTEÑO Bolsa 5Kg,S/ 27.50 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,27.5
Bolsa 5kg,Arroz Extra BELL'S Bolsa 5Kg,S/ 20.80 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,20.8
Bolsa 5Kg,Arroz Extra PAISANA Bolsa 5Kg,S/ 22.90 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,22.9
Bolsa 750g,Arroz Extra COSTEÑO Bolsa 750g,S/ 4.90 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,750.0,g,4.9
Bolsa 5Kg,Arroz Extra VALLENORTE Gran Reserva Bolsa 5Kg,S/ 27.50 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,27.5
Vaso 146g,Yogurt GLORIA Battimix Vainilla con Arroz Cruj...,S/ 3.10 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,146.0,g,3.1
Bolsa 5Kg,Arroz Extra GRAN CHALAN Bolsa 5Kg,S/ 25.10 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,25.1
Bolsa 5kg,Arroz FARAON Añejo Amarillo G3 Bolsa 5kg,S/ 22.70 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,22.7
Bolsa 5kg,Arroz Superior PAISANA Bolsa 5Kg,S/ 22.90 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,22.9
Bolsa 750g,Arroz Extra FARAON Bolsa 750g,S/ 4.29 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,750.0,g,4.29
Bolsa 750g,Arroz Extra BELL'S Bolsa 750g,S/ 3.79 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,750.0,g,3.79
Bolsa 750g,Arroz Integral BELL'S Bolsa 750g,S/ 4.20 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,750.0,g,4.2
Bolsa 5Kg,Arroz Familiar COSECHA NORTEÑA Bolsa 5Kg,S/ 18.10 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,18.1
Paquete 6un,Sazonador AJINOMIX Deli Arroz Paquete 6un,S/ 1.70 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,6.0,un,1.7
Bolsa 5Kg,Arroz BELL'S Familiar Bolsa 5Kg,S/ 17.50 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,17.5
Bolsa 750g,Arroz Extra VALLENORTE Gran Reserva Bolsa 750g,S/ 4.80 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,750.0,g,4.8
Bolsa 5kg,Arroz Superior VALLENORTE Bolsa 5Kg,S/ 22.90 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,22.9
Bolsa 5kg,Arroz Integral BELL'S Bolsa 5Kg,S/ 22.30 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,22.3
Bolsa 5kg,Arroz Superior BELL'S Bolsa 5Kg,S/ 19.90 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,19.9
Bolsa 1kg,Arroz Extra PAISANA Bolsa 1Kg,S/ 5.30 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,1.0,kg,5.3
Bolsa 1kg,Arroz Añejo Amarillo FARAÓN G3 Bolsa 1Kg,S/ 4.69 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,1.0,kg,4.69
Lata 822g,Conserva de Durazno en Mitades ACONCAGUA en Al...,S/ 10.90 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,822.0,g,10.9
Bolsa 5Kg,Arroz Añejo Extra COSTEÑO Bolsa 5Kg,S/ 26.90 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,5.0,kg,26.9
Bolsa 750g,Arroz Integral COSTEÑO Bolsa 750g,S/ 5.40 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,750.0,g,5.4
Bolsa 750g,Arroz Superior VALLENORTE Bolsa 750g,S/ 3.99 un,plaza_vea,ARROZ ENVASADO,2024-12-04 12:52:35.771551,750.0,g,3.99
