unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Presentación 0.5 kg aprox.,Tomate Italiano,S/ 5.60 x kg,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,0.5,kg,5.6
Paquete 1un,Zapallo Italiano x unidad,S/ 1.99 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,un,1.99
Doypack 145g,Salsa Clásica de Tomate POMAROLA Doypack 145g,S/ 1.70 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,145.0,g,1.7
Doypack 290g,Salsa de Tomate POMAROLA Doypack 290g,S/ 3.20 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,290.0,g,3.2
Bolsa 1Kg,Tomate Italiano BELL'S Bolsa 1Kg,S/ 6.99 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,kg,6.99
Doypack 200g,Salsa Roja de Tomate DON VITTORIO Doypack 200g,S/ 3.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,200.0,g,3.9
Paquete 1un,Tomate Cherry BELL'S Bandeja,S/ 6.89 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,un,6.89
Paquete 870g,Pack Salsa de Tomate POMAROLA Bolsa 870g,S/ 11.10 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,870.0,g,11.1
Presentación 1 kg aprox.,Tomate Redondo x kg,S/ 4.99 x kg,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,kg,4.99
Doypack 110g,Concentrado de Tomate POMAROLA Doypack 110g,S/ 1.80 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,110.0,g,1.8
Doypack 160g,Salsa de Tomate BELL'S para Aderezo Doypack 16...,S/ 1.30 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,160.0,g,1.3
Doypack 397g,Salsa HEINZ Tomato ketchup con un toque de dul...,S/ 12.70 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,397.0,g,12.7
Presentación 1.1 kg aprox.,Mondongo Italiano,S/ 13.40 x kg,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.1,kg,13.4
Doypack 120g,Pasta de Tomate BELL'S Doypack 120g,S/ 1.50 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,120.0,g,1.5
Doypack 1Kg,Pasta de Tomate BELL'S Doypack 1Kg,S/ 9.99 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,kg,9.99
Pack 170g,Salsa Casera de Tomate POMAROLA Hong Laur Do P...,S/ 3.70 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,170.0,g,3.7
Doypack 200g,Pasta de Tomate B&D Doypack 200g,S/ 4.20 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,200.0,g,4.2
Bolsa 300g,Langostinos Crudos AZUL MARINO Bolsa 300g,S/ 19.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,300.0,g,19.9
Frasco 350g,Salsa EL CORTE INGLES De tomate con aceite de ...,S/ 7.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,350.0,g,7.9
Frasco 680g,Pasta de Tomate CASA RINALDI Basílico Frasco 6...,S/ 9.50 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,680.0,g,9.5
Paquete 85g,Comida para Gatos RICOCAT Trocitos Marinos Adu...,S/ 3 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,85.0,g,3.0
Bolsa 270g,Masa Pre Pizza UNIÓN Siciliana con Pasta de To...,S/ 10.89 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,270.0,g,10.89
Bandeja 1un,Focaccia con Tomate Refrigerado LA FLORENCIA 1...,S/ 7.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,un,7.9
Lata 410g,Tomate Troceado CIDACOS Lata 410g,S/ 4.30 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,410.0,g,4.3
Doypack 100g,Pasta de Tomate B&D Doypack 100g,S/ 2.20 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,100.0,g,2.2
Paquete 1un,Pan Italiano 1un,S/ 2.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,un,2.9
Frasco 690g,Pasta de Tomate CASA RINALDI Frasco 690g,S/ 9.50 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,690.0,g,9.5
Frasco 400g,Passata de Tomate MUTTI Frasco 400g,S/ 13.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,400.0,g,13.9
Botella 750ml,Pisco SANTIAGO QUEIROLO Italia Botella 750ml,S/ 30.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,750.0,ml,30.9
Frasco 700g,Passata de Tomate MUTTI Frasco 700g,S/ 17.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,700.0,g,17.9
Bolsa 500g,Yerba Mate ROSAMONTE Bolsa 500g,S/ 35.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,500.0,g,35.9
Pote 250g,Salsa de Tomate ON ITALO Pote 250g,S/ 12.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,250.0,g,12.9
Bolsa 400g,Fideos SANTA CATALINA con Tomate y Zanahoria B...,S/ 5.30 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,400.0,g,5.3
Bolsa 500g,Yerba Mate con Palo PLAYADITO Bolsa 500g,S/ 38 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,500.0,g,38.0
Doypack 200g,Salsa Vinagreta a la Italiana WALIBI Doypack 2...,S/ 6.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,200.0,g,6.9
Lata 400g,Tomate Pelati MUTTI Lata 400g,S/ 11.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,400.0,g,11.9
Bolsa 200g,Pulpa de Langostino AZUL MARINO Bolsa 200g,S/ 9.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,200.0,g,9.9
Botella 680g,Puré de Tomate GOURMET 117 Botella 680g,S/ 12.70 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,680.0,g,12.7
Frasco 350g,Salsa de Tomate Frito VALDEPORRES Frasco 350g,S/ 11.60 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,350.0,g,11.6
Lata 400g,Tomate Entero Pelado CIDACOS Lata 400g,S/ 4.30 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,400.0,g,4.3
Doypack 95g,Comida para Gatos PET CARE Adultos Sabores Mar...,S/ 2.99 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,95.0,g,2.99
Botella 100ml,Crema Limpiador Cuero Mate SANTIAGO Botella 10...,S/ 9.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,100.0,ml,9.9
Botella 700ml,Pisco CUATRO GALLOS Italia Botella 700ml,S/ 39.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,700.0,ml,39.9
Bolsa 160g,Nachos SANISSIMO Sabor Albahaca y Tomate Bolsa...,S/ 12.30 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,160.0,g,12.3
Frasco 350g,Salsa de Tomate Frito VALDEPORRES Aceite de Ol...,S/ 10.40 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,350.0,g,10.4
Paquete 220g,Chorizo Italiano OTTO KUNZ Paquete 220g,S/ 12.50 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,220.0,g,12.5
Bolsa 250g,Trucha Ahumada MAR ANDINO Bolsa 250g,S/ 34.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,250.0,g,34.9
Bolsa 100g,Salsa tipo Tamarindo 2 BANDERAS con Pasta de T...,S/ 2.69 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,100.0,g,2.69
Botella 750ml,Vino Blanco MANZANOS Botella 750ml,S/ 79.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,750.0,ml,79.9
Caja 1un,Quiche de Tomate y Espinaca HOME CHEF Caja 1un,S/ 27.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,un,27.9
Bolsa 6un,Conchas de Abanico AZUL MARINO Media Valva Bol...,S/ 19.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,6.0,un,19.9
Bandeja 1un,Ensalada Italiana HOME CHEF Bandeja 1un,S/ 13.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,un,13.9
Caja 1un,Tinte para Cabello EXCELLENCE Mujer 6.17 Rubio...,S/ 28.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,1.0,un,28.9
Bolsa 115g,"Papas Onduladas INKA CHIPS Sabor a Tomate, Alb...",S/ 8.10 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,115.0,g,8.1
Lata 400g,Pulpa de Tomate CASA RINALDI Lata 400g,S/ 5.40 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,400.0,g,5.4
Lata 210g,Concentrado de Tomate MUTTI Lata 210g,S/ 13.50 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,210.0,g,13.5
Doypack 85g,Salsa Vinagreta a la Italiana WALIBI Doypack 8...,S/ 4.70 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,85.0,g,4.7
Botella 700ml,Pisco LA BOTIJA Tabernero Italia botella 700 m...,S/ 29.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,700.0,ml,29.9
Pote 250g,Salsa Artesanal de Tomate IL PASTIFICIO Pote 2...,S/ 12.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,250.0,g,12.9
Bolsa 500g,Mixtura de Mariscos AZUL MARINO Premium Bolsa ...,S/ 22.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,500.0,g,22.9
Paquete 500g,Yerba Mate LIEBIG con Palo Paquete 500g,S/ 39.70 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,500.0,g,39.7
Frasco 567g,Ketchup HUNTS Tomato Sqeeze Frasco 567g,S/ 20.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,567.0,g,20.9
Botella 700ml,Pisco HUAMANÍ Italia Botella 700ml,S/ 66.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,700.0,ml,66.9
Frasco 700g,Polpa de Tomate MUTTI con Albahaca Frasco 700g,S/ 19.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,700.0,g,19.9
Botella 750ml,Pisco PORTÓN Italia Botella 750ml,S/ 89.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,750.0,ml,89.9
Doypack 200g,Aderezo DELGA-C Italiano Doypack 200g,S/ 5.80 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,200.0,g,5.8
Botella 700ml,Pisco CUATRO GALLOS Mosto Verde Italia Botella...,S/ 76.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,700.0,ml,76.9
Bolsa 400g,Mix Italiano Precocido GREEN FOOD Bolsa 400g,S/ 7.30 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,400.0,g,7.3
Botella 750ml,Pisco PANCHO FIERRO Italia Botella 750ml,S/ 27.90 un,plaza_vea,TOMATE ITALIANO O MARSANO,2024-12-04 14:05:29.111426,750.0,ml,27.9
