brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Don Vittorio,Fideos Spaghetti DON VITTORIO Pack 6u Bolsa 450g,S/ 19.20 30%,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,450.0,g,19.2
Don Vittorio,Fideos Linguini Grosso DON VITTORIO Pack 6u Bolsa 450g,S/ 19.20 30%,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,450.0,g,19.2
Kolynos,Pasta Dental KOLYNOS Súper Blanco Tubo 60ml,S/ 3.30 11%,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,60.0,ml,3.3
Molitalia,Fideos Spaghetti Molitalia Bolsa 450g 6u,S/ 17.40 24%,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,450.0,g,17.4
Don Vittorio,Fideos Spaghetti DON VITTORIO Bolsa 500g Paquete 20u,S/ 92.00,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,500.0,g,92.0
Grano De Oro,Fideos Tornillo GRANO DOE ORO Bolsa 250g,S/ 1.60,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,250.0,g,1.6
Vega,Fideos Tornillo VEGA Bolsa 250gr,S/ 1.50,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,250.0,g,1.5
Molitalia,Fideo MOLITALIA Tornillo Tricolor Bolsa 235gr,S/ 2.80,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,235.0,g,2.8
Molitalia,Fideos Spaghetti MOLITALIA Bolsa 450g Paquete 20u,S/ 78.00,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,450.0,g,78.0
Don Vittorio,Fideos DON VITTORIO Tornillo Bolsa 225ml,S/ 2.00,vega,FIDEOS SECOS DE PASTA CORTA,2024-12-04 13:15:23.870944,225.0,ml,2.0
