brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
MONSTER,Bebida Energizante MONSTER Mango Loco Lata 473ml x 2u,S/ 15.00,vega,MANGO,2024-12-04 14:00:44.377946,473.0,ml,15.0
Gloria,Bebida GLORIA Mango Caja 1L,S/ 4.00,vega,MANGO,2024-12-04 14:00:44.377946,1.0,l,4.0
MONSTER,Bebida Energizante MONSTER Mango Loco Lata 473ml,S/ 8.00,vega,MANGO,2024-12-04 14:00:44.377946,473.0,ml,8.0
