brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Vega,Pop Corn VEGA Bolsa 400g,S/ 2.90,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,400.0,g,2.9
Timonel,Pop Corn TIMONEL Bolsa 400g,S/ 3.10,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,400.0,g,3.1
Act II,Pop Corn ACT II Sabor Natural Sobre 80g,S/ 4.60,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,80.0,g,4.6
Act II,Pop Corn ACT II con Mantequilla Sobre 80g,S/ 4.60,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,80.0,g,4.6
Act II,Pop Corn ACT II con Extra Mantequilla Sobre 85g,S/ 4.60,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,85.0,g,4.6
Globo Pop,Chupete GLOBO POP con Chicle Surtido Bolsa 24un,S/ 7.80,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,24.0,un,7.8
Globo Pop,Chupetes GLOBO POP Neón Bolsa 24u 480g x 2u,S/ 15.00,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,480.0,g,15.0
Globo Pop,Chupetes GLOBO POP Sabor Fresa Bolsa 24u 480g x 2u,S/ 15.60,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,480.0,g,15.6
Globo Pop,Chupetes GLOBO POP Sabores Surtidos Bolsa 24u 480g x 2u,S/ 15.60,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,480.0,g,15.6
Globo Pop,Chupete GLOBO POP Neon Bolsa 24un 18g,S/ 7.50,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,24.0,un,7.5
Globo Pop,Chupete GLOBO POP con Chicle Sabor a Fresa Bolsa 24un,S/ 7.80,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,24.0,un,7.8
Costeño,Maíz Pop Corn COSTEÑO Bolsa 500g,S/ 4.90,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,500.0,g,4.9
VALLENORTE,Maíz Pop Corn VALLENORTE Bolsa 500gr,S/ 5.30,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,500.0,g,5.3
Nestle,Cereal CORN FLAKES Bolsa 405g,S/ 16.00,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,405.0,g,16.0
Nestle,Cereal NESTLE Corn Flakes Caja 180g,S/ 12.00,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,180.0,g,12.0
Vega,Chocolate para Taza TIMONEL Bolsa 90g Caja 50u,S/ 52.00 26%,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,90.0,g,52.0
Savital,Acondicionador SAVITAL con Multióleos y Sábila Frasco 490ml,S/ 11.90 20%,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,490.0,ml,11.9
Savital,Acondicionador SAVITAL con Multivitaminas y Sábila Frasco 490ml,S/ 11.90 20%,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,490.0,ml,11.9
3 Ositos,Avena con Quinua 3 OSITOS Premium 900g,S/ 10.69 14%,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,900.0,g,10.69
Vega,Azúcar Rubia VEGA Bolsa 5Kg,S/ 20.20 3%,vega,POP CORN (BOCADITOS),2024-12-04 14:42:44.525172,5.0,kg,20.2
