brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Kolynos,Pasta Dental KOLYNOS Súper Blanco Tubo 60ml,S/ 3.30 11%,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,60.0,ml,3.3
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 100ml Paquete 2 un,S/ 14.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,100.0,ml,14.5
Kolynos,Pasta Dental KOLYNOS Super Blanco Paquete 3 Tubo 60ml,S/ 10.90,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,60.0,ml,10.9
Dento,Pasta Dental DENTO Herbal Tubo 75ml,S/ 2.80,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,2.8
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 150ml,S/ 11.70,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,150.0,ml,11.7
Dento,Pasta Dental DENTO Triple Accion + Cepillo Tubo 150 ml,S/ 7.20,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,150.0,ml,7.2
Colgate,Pasta Dental COLGATE Smiles 6+ años Minions Tubo 75ml,S/ 11.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,11.5
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 75ml Paquete 3 un,S/ 16.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,16.5
Colgate,Pasta Dental COLGATE Triple Acción Pack 3u x 100ml,S/ 19.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,100.0,ml,19.5
Colgate,Pasta Dental COLGATE Menta Anticaries Tubo 90gr,S/ 3.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,90.0,g,3.5
Oral-B,Pasta Dental ORAL B 3D White Brillant Fresh Tubo 70 g,S/ 6.40,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,70.0,g,6.4
Oral-B,Pasta Dental ORAL B Complete Blue 4 en 1 Tubo 140ml,S/ 8.20,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,140.0,ml,8.2
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 75ml,S/ 6.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,6.5
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 60ml Paquete 3 un,S/ 14.20,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,60.0,ml,14.2
Colgate,Pasta Dental COLGATE Herbal Tubo 90gr,S/ 3.20,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,90.0,g,3.2
Colgate,Pasta Dental COLGATE Triple Acción Tubo 50ml,S/ 3.60,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,50.0,ml,3.6
Dento,Pasta Dental DENTITO Chicle Globo Tubo 85 gr,S/ 4.00,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,85.0,g,4.0
Oral-B,Pasta Dental ORAL B 123 Anticaries Tubo 50 g,S/ 3.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,50.0,g,3.5
Colgate,Pasta Dental COLGATE Luminous White Carbón Activo Tubo 75ml,S/ 13.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,13.5
Dento,Pasta Dental DENTITO Chicha Morada Tubo 85gr,S/ 4.00,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,85.0,g,4.0
