brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Thor,"Comida para Perros THOR Adulto Clásico Carne, Pollo, Cerdo Bolsa 25kg",S/ 110.90 5%,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,25.0,kg,110.9
Thor,"Comida para Perro THOR Adulto Sabor Carne, Pollo y Cerdo Bolsa 2 kg",S/ 14.50,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,2.0,kg,14.5
FOUR LOKO,Bebida Alcohólica FOUR LOKO Sabor Purple Lata 473ml,S/ 10.90,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,473.0,ml,10.9
Bahia,Mojito BAHIA Lata 355ml,S/ 6.90,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,355.0,ml,6.9
FOUR LOKO,Bebida Alcohólica FOUR LOKO Sabor Blue Lata 473ml,S/ 10.90,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,473.0,ml,10.9
Bahia,Piña Colada BAHIA Lata 355ml,S/ 6.90,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,355.0,ml,6.9
MONSTER,Bebida Energizante MONSTER Mango Loco Lata 473ml x 2u,S/ 15.00,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,473.0,ml,15.0
Tampico,Bebida TAMPICO Cero Citrus Punch Botella 3L,S/ 6.90,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,3.0,l,6.9
Tampico,Bebida TAMPICO Cero Citrus Punch Botella 400ml,S/ 1.50,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,400.0,ml,1.5
MONSTER,Bebida Energizante MONSTER Mango Loco Lata 473ml,S/ 8.00,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,473.0,ml,8.0
