brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Vega,Chifles Salados VEGA Bolsa 150gr,S/ 4.90,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,150.0,g,4.9
Vega,Cancha con Chifle VEGA Pote 150g,S/ 5.80,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,150.0,g,5.8
Vega,Cancha Chullpi + Chifle Salado VEGA Pote 150g,S/ 4.30,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,150.0,g,4.3
INKA CHIPS,Mix Tropical INKA CHIPS Camote Yuca Plátano Bolsa 125gr,S/ 7.80,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,125.0,g,7.8
Fini,Chicle FINI Sabor a Sandia Acida Bolsa 80gr,S/ 4.20,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,80.0,g,4.2
Fini,Chicle FINI Huevos de Dinos Bolsa 80gr,S/ 4.20,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,80.0,g,4.2
Globo Pop,Chupete GLOBO POP con Chicle Surtido Bolsa 24un,S/ 7.80,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,24.0,un,7.8
Arcor,Golosina ARCOR Masticable Frutas Bolsa 412 g,S/ 8.90,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,412.0,g,8.9
Axe,Desodorante en Aerosol AXE Ice Chill Menta Frasco 150 ml,S/ 13.50,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,150.0,ml,13.5
Ambrosoli,Caramelos AMBROSOLI Super Rellenos con chicle Bolsa 100 un,S/ 8.00,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,100.0,un,8.0
Dento,Pasta Dental DENTITO Chicle Globo Tubo 85 gr,S/ 4.00,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,85.0,g,4.0
Globo Pop,Chupete GLOBO POP con Chicle Sabor a Fresa Bolsa 24un,S/ 7.80,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,24.0,un,7.8
Sparkies,Caramelo BUBBALO Sparkies Bolsa 25gr,S/ 1.50,vega,CHIFLE (BOCADITOS),2024-12-04 14:42:25.756110,25.0,g,1.5
