description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Pan de Molde Tipo Artesanal Bimbo Artesano Integral 560g,S/ 11.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,560.0,g,11.9
Tortillas de Trigo Integrales Rapiditas Bimbo Paquete 12 unid,S/ 10.50,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,12.0,un,10.5
Pan de Molde Integral Bimbo Bolsa 750 g,S/ 13.50,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,750.0,g,13.5
Pan de Molde Integral Sin Bordes Bimbo Bolsa 650 g,S/ 16.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,650.0,g,16.9
Tostadas Integrales Bimbo 10un,S/ 7.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,10.0,un,7.9
Pan Pita Integral Bimbo Bolsa 10 unid,S/ 7.70,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,10.0,un,7.7
Tostadas Integrales Bimbo Cero Cero 140g,S/ 7.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,140.0,g,7.9
Pan Integral Bimbo Cero Cero 560g,S/ 12.50,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,560.0,g,12.5
Pan de Molde Integral Bimbo 480g,S/ 11.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,480.0,g,11.9
Twopack Pan de Molde Bimbo Artesano Integral 560g,S/ 28.40,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,560.0,g,28.4
Pack Pan de Molde Bimbo Artesano: Original 560g + Integral 560g,S/ 27.80,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,560.0,g,27.8
Pack x3 Tortillas de Trigo Integrales Rapiditas Bimbo Paquete 310g,S/ 31.50,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,310.0,g,31.5
Pack x2 Tostadas Integrales Bimbo Cero Cero Bolsa 140g,S/ 18.40,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,140.0,g,18.4
Pack x2 Tostadas Integrales Bimbo Paquete 180g,S/ 19.00,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,180.0,g,19.0
Pack x2 Pan de Molde Integral Bimbo Bolsa 480g,S/ 23.20,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,480.0,g,23.2
Pan de Molde Integral Don Mamino Bolsa 560 g,S/ 13.50,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,560.0,g,13.5
Pan de Molde Integral Unión Mediano Bolsa 360 g,S/ 9.70,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,360.0,g,9.7
Pan de Molde Unión Granos Integrales Bolsa 540 g,S/ 13.60,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,540.0,g,13.6
Tostadas Integrales Unión Bolsa 10 unid,S/ 8.50,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,10.0,un,8.5
Pan de Molde Integral Clásico Unión Grande Bolsa 495 g,S/ 14.60,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,495.0,g,14.6
"Pan Pita Integral con Semillas de Chía, Linaza y Quinua Unión Bolsa 10 unid",S/ 7.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,10.0,un,7.9
Pan Pita Integral Granos Andinos Unión Bolsa 10 unid,S/ 7.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,10.0,un,7.9
Pan de Molde Integral Cuisine & Co Bolsa 500 gr,S/ 7.90,wong,PAN INTEGRAL,2024-12-04 18:16:07.422213,500.0,g,7.9
