description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Mandarina Sin Pepa La Pecosita x 2 kg,S/ 13.99,wong,MANDARINA,2024-12-04 19:17:19.041473,2.0,kg,13.99
Mandarina Costa x kg,S/ 5.99 x kg,wong,MANDARINA,2024-12-04 19:17:19.041473,1.0,kg,5.99
Mandarina con Pepa x kg,S/ 5.99 x kg,wong,MANDARINA,2024-12-04 19:17:19.041473,1.0,kg,5.99
Mandarina La Pecosita Kids x kg,S/ 12.99,wong,MANDARINA,2024-12-04 19:17:19.041473,1.0,kg,12.99
Mandarina con Pepa La Morochita Wong 1.5kg,S/ 10.49,wong,MANDARINA,2024-12-04 19:17:19.041473,1.5,kg,10.49
Jugo Cold Pressed de Mandarina Ecofresh Botella 475ml,S/ 8.90,wong,MANDARINA,2024-12-04 19:17:19.041473,475.0,ml,8.9
Néctar de Mandarina Bajo en Calorías Ecofresh Botella 1L,S/ 14.90,wong,MANDARINA,2024-12-04 19:17:19.041473,1.0,l,14.9
