description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Pop Corn Chicken Avinka 350g,S/ 15.30,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,350.0,g,15.3
Pop Corn Natural Act II Pack 3 Unid,S/ 14.80,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,3.0,un,14.8
Pop Corn Butter Light Act II Pack 3 Unid,S/ 10.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,3.0,un,10.9
Pop Corn Natural Act II Bolsa 80 g,S/ 4.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,80.0,g,4.9
Pop Corn Butter Act II Pack 3 Unid,S/ 10.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,3.0,un,10.9
Pop Corn para Microondas Act II Sabor Mantequilla 91g,S/ 4.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,91.0,g,4.9
Pop Corn Butter Extra Act II 91g,S/ 4.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,91.0,g,4.9
Maíz Gigante Inka Corn Original 100g,S/ 4.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,100.0,g,4.9
Maíz Gigante Original Inka Corn Doypack 500 g,S/ 24.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,500.0,g,24.9
Maíz Gigante Inka Corn Chile Picante 100g,S/ 6.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,100.0,g,6.2
Chupete Globo Pop Surtido 24un,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,24.0,un,8.2
Chupetín Globo Pop Sabor Maracuyá 24un,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,24.0,un,8.2
Chupete Globo Pop Neon Renovado Bolsa 24 Unidades,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,24.0,un,8.2
Chupete Globo Pop Fresa Bolsa 24 Undiades,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,24.0,un,8.2
Chupetes Globo Pop Cereza Acida Bolsa 24 Unidades,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,24.0,un,8.2
Chupete Globo Pop Leche y Chocolate Bolsa 24 Unidades,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,24.0,un,8.2
Maíz Gigante Original Inka Corn 42g,S/ 2.80,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,42.0,g,2.8
Chupete Globo Pop XXL 180 g,S/ 14.40,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,180.0,g,14.4
Chupete Globo Pop Shake 24un.,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,24.0,un,8.2
Chupete Globo Pop Maracuyá 25un,S/ 8.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,25.0,un,8.2
Maíz Pop Corn Costeño 500g,S/ 4.00,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,500.0,g,4.0
Maíz Pop Corn Cuisine & Co 500g,S/ 4.70,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,500.0,g,4.7
Maíz Pop Corn Tesoro Del Campo Bolsa 500 g,S/ 5.00,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,500.0,g,5.0
Sazonador de Pop Corn Sabor Mantequilla Costeño Pops 81g,S/ 11.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,81.0,g,11.2
Maíz Pop Corn Valle Norte Bolsa 500 g,S/ 6.40,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,500.0,g,6.4
Pack Act II: Sixpack Popcorn 80g + Vaso,S/ 23.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,80.0,g,23.9
Helado Pop Corn Dulce Pasión 5L,S/ 99.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,5.0,l,99.9
Hojuelas de Maíz Kellogg's Corn Flakes 410g,S/ 13.00,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,410.0,g,13.0
Cereal Corn Flakes Sin Gluten 740g,S/ 20.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,740.0,g,20.9
Cereal de Maíz Corn Flakes 405g,S/ 13.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,405.0,g,13.9
Chicken Pop Redondos Bolsa 300 g,S/ 12.70,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,300.0,g,12.7
Chupete Mr Pops Halloween Cíclope 432g,S/ 9.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,432.0,g,9.9
Chupetin Mister Pops Extreme Duo Halloween 432g,S/ 9.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,432.0,g,9.9
Hojuelas de Maíz Corn Flakes Kellogg's 200g,S/ 10.20,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,200.0,g,10.2
Cereal de Quinua Nura Choco Pops 200g,S/ 18.50,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,200.0,g,18.5
Cereal Corn Flakes Sin Gluten 180g,S/ 13.90,wong,POP CORN (BOCADITOS),2024-12-04 20:46:19.323253,180.0,g,13.9
