description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Kion en Polvo Alida Chiang 10g,S/ 5.70,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,10.0,g,5.7
Kión x kg,S/ 14.99 x kg,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,1.0,kg,14.99
Kión en Polvo Badía Frasco 1.5 Onzas,S/ 9.60,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,1.5,oz,9.6
Kión en Polvo Max & Mix Frasco 38 g,S/ 7.50,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,38.0,g,7.5
Palitos Kion y Ajo Unión 65g,S/ 3.99,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,65.0,g,3.99
Sixpack Agua Sin Gas Sabor Piña con Kión San Luis Botella 625ml,S/ 11.00,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,625.0,ml,11.0
Bebida Sabor Piña con Kión San Luis Botella 625ml,S/ 2.20,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,625.0,ml,2.2
Sixpack Bebida Sabor Piña con Kión San Luis Botella 625ml,S/ 13.20,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,625.0,ml,13.2
Kombucha Veda Kión y Limón Botella 260ml,S/ 10.75,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,260.0,ml,10.75
Salsa de Soya con Ajo y Kión Kikko 350ml,S/ 5.20,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,350.0,ml,5.2
Té Verde con Kión Bigelow 18un,S/ 26.90,wong,KION (ESPECIAS),2024-12-04 20:23:17.953944,18.0,un,26.9
