description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Leche Condensada Nestlé Lata 393g,S/ 6.20,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,393.0,g,6.2
Leche Condensada Gloria 393g,S/ 6.50,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,393.0,g,6.5
Leche Condensada Gloria Doy Pack 200 g,S/ 5.30,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,200.0,g,5.3
Leche Condensada Cuisine & Co Lata 397g,S/ 5.90,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,397.0,g,5.9
Leche Condensada Sin Lactosa Nestlé 387g,S/ 7.40,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,387.0,g,7.4
Leche Condensada Nestlé Lata 100g,S/ 3.80,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,100.0,g,3.8
Condensada Nestlé Topping 397g,S/ 5.50,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,397.0,g,5.5
Leche Condesada de Coco Orgánica Lata 210 g,S/ 20.50,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,210.0,g,20.5
Condensada Topping Nestle 100g,S/ 3.00,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,100.0,g,3.0
Leche Condensada Gloria Doypack 90 g,S/ 3.60,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,90.0,g,3.6
Alimento Azucarado Bonlé 397g,S/ 5.50,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,397.0,g,5.5
Bebida a Base de Coco Condensada Lata 320 g,S/ 12.90,wong,LECHE CONDENSADA,2024-12-04 19:08:27.568007,320.0,g,12.9
