description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Twopack Mayonesa AlaCena 850g,S/ 36.50,wong,MAYONESA,2024-12-04 20:30:34.801709,850.0,g,36.5
Twopack Mayonesa AlaCena 475g,S/ 24.00,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,24.0
Mayonesa AlaCena 475g + Fideo Linguini Grosso Don Vittorio 950g,S/ 16.50,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,16.5
Mayonesa AlaCena 475g + Fideo Fettuccini Don Vittorio 950g,S/ 16.50,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,16.5
Mayonesa AlaCena 475g + Fideo Spaghetti Don Vittorio 950g,S/ 16.50,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,16.5
Mayonesa Light AlaCena 400g,S/ 11.90,wong,MAYONESA,2024-12-04 20:30:34.801709,400.0,g,11.9
Mayonesa AlaCena 475g,S/ 14.00,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,14.0
Mayonesa AlaCena 850g,S/ 19.60,wong,MAYONESA,2024-12-04 20:30:34.801709,850.0,g,19.6
Mayonesa AlaCena 190g,S/ 8.60,wong,MAYONESA,2024-12-04 20:30:34.801709,190.0,g,8.6
Mayonesa La Mayo Micha MT Doypack 500 g,S/ 18.62,wong,MAYONESA,2024-12-04 20:30:34.801709,500.0,g,18.62
Mayonesa Kraft Real Mayo 443ml,S/ 19.30,wong,MAYONESA,2024-12-04 20:30:34.801709,443.0,ml,19.3
Mayonesa Micha MT La Mayo 200g,S/ 8.33,wong,MAYONESA,2024-12-04 20:30:34.801709,200.0,g,8.33
Mayonesa Light Cuisine & Co Doypack 475 g,S/ 9.90,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,9.9
Mayonesa Regular Hellmann's Sqeeze 340ml,S/ 21.10,wong,MAYONESA,2024-12-04 20:30:34.801709,340.0,ml,21.1
Mayonesa Hellmann's Liviana 475g,S/ 16.50,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,16.5
Mayonesa Hellmann's Clásica 475g,S/ 16.50,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,16.5
Mayonesa Light Hellmann's Frasco 154 oz,S/ 19.90,wong,MAYONESA,2024-12-04 20:30:34.801709,154.0,oz,19.9
Mayonesa Cuisine & Co Doypack 950 g,S/ 19.50,wong,MAYONESA,2024-12-04 20:30:34.801709,950.0,g,19.5
Mayonesa Tradicional Cuisine & Co 475g,S/ 9.90,wong,MAYONESA,2024-12-04 20:30:34.801709,475.0,g,9.9
Mayonesa Light Hellmann's Sqeeze 340ml,S/ 21.10,wong,MAYONESA,2024-12-04 20:30:34.801709,340.0,ml,21.1
Mayonesa Hellmann's Clásica 237g,S/ 5.20,wong,MAYONESA,2024-12-04 20:30:34.801709,237.0,g,5.2
Mayonesa Hellmann's Regular 443ml,S/ 19.90,wong,MAYONESA,2024-12-04 20:30:34.801709,443.0,ml,19.9
Mayonesa Mayo Deli Kraft 350g,S/ 9.90,wong,MAYONESA,2024-12-04 20:30:34.801709,350.0,g,9.9
Mayonesa de Soya Eggless Mayo 352g,S/ 16.10,wong,MAYONESA,2024-12-04 20:30:34.801709,352.0,g,16.1
Mayonesa de Arvejas Eggless Mayo 352g,S/ 9.50,wong,MAYONESA,2024-12-04 20:30:34.801709,352.0,g,9.5
Mayonesa Tradicional Cuisine & Co 333g,S/ 11.90,wong,MAYONESA,2024-12-04 20:30:34.801709,333.0,g,11.9
Mayonesa Acevichada Legovic Original 340g,S/ 21.50,wong,MAYONESA,2024-12-04 20:30:34.801709,340.0,g,21.5
Mayonesa Kraft Mayodeli 850g,S/ 17.50,wong,MAYONESA,2024-12-04 20:30:34.801709,850.0,g,17.5
Mayonesa con Aceite de Oliva Piki 400g,S/ 22.99,wong,MAYONESA,2024-12-04 20:30:34.801709,400.0,g,22.99
Mayonesa Libby's 380g,S/ 13.30,wong,MAYONESA,2024-12-04 20:30:34.801709,380.0,g,13.3
Mayonesa Acevichada Legovic Picante 340g,S/ 21.50,wong,MAYONESA,2024-12-04 20:30:34.801709,340.0,g,21.5
Mayonesa Mayo Deli Kraft 170g,S/ 7.90,wong,MAYONESA,2024-12-04 20:30:34.801709,170.0,g,7.9
Mayonesa AlaCena 850g + Filete de Atún en Aceite Primor 140g,S/ 25.80,wong,MAYONESA,2024-12-04 20:30:34.801709,850.0,g,25.8
Mayonesa de Soya Eggless Mayo Sabor Ajo Suave 352g,S/ 16.10,wong,MAYONESA,2024-12-04 20:30:34.801709,352.0,g,16.1
Mayonesa Mayodeli Kraft 650g,S/ 15.90,wong,MAYONESA,2024-12-04 20:30:34.801709,650.0,g,15.9
