brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
SPLENDA,Stevia Edulcorante - 160 unidades,S/ 74.50,tottus,EDULCORANTE,2024-12-04 13:46:58.619323,160.0,un,74.5
