brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
CUSQUEÑA,Six Pack Cerveza Dorada 310 mL,S/ 19.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,310.0,ml,19.9
CUSQUEÑA,Six Pack de Cerveza Trigo de 310 mL,S/ 19.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,310.0,ml,19.9
STELLA ARTOIS,Bot X 330 mL Six Pack,S/ 29.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,330.0,ml,29.9
PILSEN CALLAO,3x Cerveza Pilsen Twelve 355 mL,S/ 134.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,355.0,ml,134.9
CUSQUEÑA,Six Pack de Cerveza Trigo de 355 mL,S/ 24.50,tottus,SANDÍA,2024-12-04 13:33:21.885641,355.0,ml,24.5
PILSEN CALLAO,Twelve Pack Cerveza Pilsen Lata 355 mL,S/ 45.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,355.0,ml,45.9
HEINEKEN,Cerveza Barril 5 L,S/ 104.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,5.0,l,104.9
PILSEN CALLAO,2x Cerveza Pilsen Twelve 355 mL,S/ 90.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,355.0,ml,90.9
TRES CRUCES,Sixpack Pum Pum Lata x 310 mL,S/ 19.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,310.0,ml,19.9
CUSQUEÑA,Six Pack Cerveza Dorada Lager 473 mL,S/ 34.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,473.0,ml,34.9
PILSEN CALLAO,Six Pack Cerveza Lata 269 mL,S/ 18.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,269.0,ml,18.9
HEINEKEN,Cerveza en Botella Pack 6 Unidades 330 mL,S/ 34.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,6.0,un,34.9
HEINEKEN,SIX PACK LT X 310 ML,S/ 27.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,310.0,ml,27.9
CORONA,Six pack de cerveza Extra de 355 mL,S/ 20.20,tottus,SANDÍA,2024-12-04 13:33:21.885641,355.0,ml,20.2
PILSEN CALLAO,Six Pack de Cerveza Pilsen de 305 mL,S/ 24,tottus,SANDÍA,2024-12-04 13:33:21.885641,305.0,ml,24.0
PILSEN CALLAO,Cerveza Pilsen Botella 305 mL,S/ 19.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,305.0,ml,19.9
CUSQUEÑA,6PACK CERVEZA CUSQUENA QUINUA BT 310ML,S/ 20.50,tottus,SANDÍA,2024-12-04 13:33:21.885641,310.0,ml,20.5
BUDWEISER,Cerveza Pack 6 Unidades 343 mL,S/ 24.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,6.0,un,24.9
CUSQUEÑA,Six Pack de Cerveza Negra de 355 mL,S/ 24.50,tottus,SANDÍA,2024-12-04 13:33:21.885641,355.0,ml,24.5
CUSQUEÑA,Six Pack Cerveza Trigo Lager 473 mL,S/ 34.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,473.0,ml,34.9
HEINEKEN,Four Pack Lata 473mL,S/ 24.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,473.0,ml,24.9
CUSQUEÑA,Cerveza Dorada en Lata Pack 6 Unidades 355 mL,S/ 24.50,tottus,SANDÍA,2024-12-04 13:33:21.885641,6.0,un,24.5
CORONA,Cerveza Pack 6 Unidades 210 mL,S/ 16.90,tottus,SANDÍA,2024-12-04 13:33:21.885641,6.0,un,16.9
