brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
NATURA,- Desodorante en crema Invisible Sin perfume x 2und,S/ 42,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,2.0,un,42.0
BESTWHIP,SIFÓN BEST WHIP DE ALUMINIO PARA CREMA BATIDA CAP 1LT CHANTILLY,S/ 279,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,1.0,l,279.0
HUDSON,VINCHAS PARA BEBES PACK X 5 UN - HELADOS,S/ 69,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,5.0,un,69.0
JUST HOME COLLECTION,Toalla de Baño de Algodón 650gr 75x145cm Crema,S/ 73.90,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,650.0,g,73.9
ELIZABETH ARDEN,5th Avenue Set EDP125ml+Loción100ml+Crema,S/ 189,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,125.0,ml,189.0
CASA BONITA,Toalla de Baño de Algodón 400gr 75x135cm Crema,S/ 39.90,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,400.0,g,39.9
GENERICO,MASCARILLA KN95 FISH CREMA x 20 Unidades,S/ 29,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,20.0,un,29.0
3BSI,CREMA DESENGRASANTE PARA MANOS GALÓN 1 LTS,S/ 36.20,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,1.0,l,36.2
GENERICO,MASCARILLA KN95 FISH BEIGE CREMA x 20 Unidades,S/ 28,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,20.0,un,28.0
UNIQUE,- Bio Milk Crema Hidratante para Cuerpo Mora Arándanos 750ml,S/ 38.50,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,750.0,ml,38.5
GENERICO,Protector Solar SPF50 Sakura + Crema Hidratante 50g,S/ 44.90,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,50.0,g,44.9
GENERICO,Protector Solar SPF50 Sakura + Crema Hidratante 50g,S/ 44.90,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,50.0,g,44.9
GENERICO,Protector Solar SPF50 Sakura + Crema Hidratante 50g,S/ 44.90,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,50.0,g,44.9
GENERICO,Cartulina hilo texturado crema - pack 50 - 220 gr,S/ 45,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,220.0,g,45.0
UNIQUE,- BODYSPA Uña de gato Crema Hidratante Para Cuerpo 400ml x 2und,S/ 78,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,400.0,ml,78.0
AVON,- Crema Facial Aclaradora Día 3 en 1 400g,S/ 35.90,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,400.0,g,35.9
3BSI,CREMA DESENGRASANTE PARA MANOS 1 LTS X 12 UND,S/ 364.99,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,1.0,l,364.99
SOL DE JANEIRO,Crema Corporal Bom Día Bright de - 240ml,S/ 362,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,240.0,ml,362.0
NATURA,HOT SALE - Desodorante En Crema Leche de Algodón 80g,S/ 42,tottus,HELADO DE CREMA PERSONAL,2024-12-04 13:49:16.060431,80.0,g,42.0
