description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Aceitunas Enteras en Conserva OLIVALLE Botija ...,,180.0,g,4.0,plaza_vea,2024-12-07 14:12:53.096726,ACEITUNA DE BOTIJA,180.0,g,4.0,TUNA
Tuna Roja Metro x kg,,1.0,kg,5.29,metro,2024-12-07 20:27:43.397871,TUNA,1.0,kg,5.29,TUNA
Tuna Roja x kg,,1.0,kg,5.99,wong,2024-12-07 17:36:54.981189,TUNA,1.0,kg,5.99,TUNA
Aceitunas en Conserva BELL'S Botija entera Bol...,,250.0,g,6.1,plaza_vea,2024-12-07 14:12:53.096726,ACEITUNA DE BOTIJA,250.0,g,6.1,TUNA
Aceitunas en Conserva BELL'S Botija Entera Bolsa 250g,BELL'S,250.0,g,6.2,vivanda,2024-12-07 14:36:30.028135,ACEITUNA DE BOTIJA,250.0,g,6.2,TUNA
Aceitunas en Conserva BELL'S Botija en Tiras B...,,250.0,g,6.5,plaza_vea,2024-12-07 14:12:53.096726,ACEITUNA DE BOTIJA,250.0,g,6.5,TUNA
Aceituna Botija Extra 240 g,CALE,240.0,g,8.5,tottus,2024-12-07 13:51:41.223444,ACEITUNA DE BOTIJA,240.0,g,8.5,TUNA
Cremi Creamy Treats Salmon&Tuna Recipe 5un,,5.0,un,9.3,wong,2024-12-07 17:36:54.981189,TUNA,5.0,un,9.3,TUNA
Cremi Creamy Treats Salmon&Tuna Recipe 5un,,5.0,un,9.3,metro,2024-12-07 20:27:43.397871,TUNA,5.0,un,9.3,TUNA
Cremi Creamy Treats Tuna Recipe 5un,,5.0,un,9.3,wong,2024-12-07 17:36:54.981189,TUNA,5.0,un,9.3,TUNA
Aceituna Botija con Pepa 240 g,TOTTUS,240.0,g,9.9,tottus,2024-12-07 13:51:41.223444,ACEITUNA DE BOTIJA,240.0,g,9.9,TUNA
Tuna Andina x kg,,1.0,kg,10.49,metro,2024-12-07 20:27:43.397871,TUNA,1.0,kg,10.49,TUNA
Tuna Andina x kg,,1.0,kg,10.49,wong,2024-12-07 17:36:54.981189,TUNA,1.0,kg,10.49,TUNA
Tuna Verde x kg,,1.0,kg,10.69,metro,2024-12-07 20:27:43.397871,TUNA,1.0,kg,10.69,TUNA
Aceituna Botija sin Pepa 240 g,TOTTUS,240.0,g,11.3,tottus,2024-12-07 13:51:41.223444,ACEITUNA DE BOTIJA,240.0,g,11.3,TUNA
Tuna Verde x kg,,1.0,kg,11.9,wong,2024-12-07 17:36:54.981189,TUNA,1.0,kg,11.9,TUNA
Aceitunas en Conserva BELL'S Botija en rodajas...,,250.0,g,12.0,plaza_vea,2024-12-07 14:12:53.096726,ACEITUNA DE BOTIJA,250.0,g,12.0,TUNA
Aceituna Botija sin Pepa HUERTO MEJÍA Paquete ...,,220.0,g,12.5,plaza_vea,2024-12-07 14:12:53.096726,ACEITUNA DE BOTIJA,220.0,g,12.5,TUNA
Tuna en Trozos Natifrut 280g,,280.0,g,12.69,wong,2024-12-07 17:36:54.981189,TUNA,280.0,g,12.69,TUNA
Pulpa de Tuna Agroselva Doypack 250g,,250.0,g,12.99,wong,2024-12-07 17:36:54.981189,TUNA,250.0,g,12.99,TUNA
Aceitunas Negras Botija Extra 400g,,400.0,g,12.99,wong,2024-12-07 17:52:21.592966,ACEITUNA DE BOTIJA,400.0,g,12.99,TUNA
Aceituna Botija en Rodajas HUERTO MEJÍA Paquet...,,220.0,g,13.5,plaza_vea,2024-12-07 14:12:53.096726,ACEITUNA DE BOTIJA,220.0,g,13.5,TUNA
Aceituna Botija Extra Huerto Mejía Pote 400 gr,,400.0,g,14.0,metro,2024-12-07 20:42:28.070157,ACEITUNA DE BOTIJA,400.0,g,14.0,TUNA
