description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Tortillas de maíz DORITOS Dinamita Limón Bolsa 35g,Doritos,35.0,g,2.5,vega,2024-12-07 15:09:31.691619,MAÍZ REVENTÓN (POP CORN),1.0,kg,71.42857142857142,MAÍZ REVENTÓN (POP CORN)
Tortillas de maíz DORITOS Dinamita Bolsa 35g,Doritos,35.0,g,2.5,vega,2024-12-07 15:09:31.691619,MAÍZ REVENTÓN (POP CORN),1.0,kg,71.42857142857142,MAÍZ REVENTÓN (POP CORN)
Palitos de Maíz Cheese Tris Cheetos 44g,,44.0,g,2.5,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,56.81818181818183,MAÍZ REVENTÓN (POP CORN)
Camote Amarillo Especial Metro x kg,,1.0,kg,2.79,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,2.79,MAÍZ REVENTÓN (POP CORN)
Camote Morado Meza x kg,,1.0,kg,2.79,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,2.79,MAÍZ REVENTÓN (POP CORN)
Tortillas de Maíz Picante Cuisine & Co Bolsa 65 g,,65.0,g,2.8,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,43.07692307692307,MAÍZ REVENTÓN (POP CORN)
Pop Corn VEGA Bolsa 400g,Vega,400.0,g,2.9,vega,2024-12-07 15:09:31.691619,MAÍZ REVENTÓN (POP CORN),1.0,kg,7.25,MAÍZ REVENTÓN (POP CORN)
Papa Blanca Yungay Metro x kg,,1.0,kg,2.99,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,2.99,MAÍZ REVENTÓN (POP CORN)
Pop Corn TIMONEL Bolsa 400g,Timonel,400.0,g,3.1,vega,2024-12-07 15:09:31.691619,MAÍZ REVENTÓN (POP CORN),1.0,kg,7.75,MAÍZ REVENTÓN (POP CORN)
Papa Canchán Procesada Especial x kg,,1.0,kg,3.29,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,3.29,MAÍZ REVENTÓN (POP CORN)
Maiz Cuzco Frito y Salado Cuisine&Co Bolsa 100 g,,100.0,g,3.68,wong,2024-12-07 16:29:50.359753,MAÍZ REVENTÓN (POP CORN),1.0,kg,36.800000000000004,MAÍZ REVENTÓN (POP CORN)
Maíz Atómico Andino con Maca Forte Golpe 125g,,125.0,g,3.7,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,29.6,MAÍZ REVENTÓN (POP CORN)
Maíz Pop Corn Bolsa 350 g,,350.0,g,3.8,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,10.857142857142858,MAÍZ REVENTÓN (POP CORN)
Tortillas de maiz VEGA Natural Bolsa 150g,Vega,150.0,g,3.9,vega,2024-12-07 15:09:31.691619,MAÍZ REVENTÓN (POP CORN),1.0,kg,26.0,MAÍZ REVENTÓN (POP CORN)
Maíz con Miel Vita Pluss Bolsa 140 g,,140.0,g,3.9,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,27.857142857142854,MAÍZ REVENTÓN (POP CORN)
Maíz Pop Corn Costeño 500g,,500.0,g,4.0,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.0,MAÍZ REVENTÓN (POP CORN)
Tortillas de Maíz DORITOS Queso Atrevido Bolsa 90g,Doritos,90.0,g,4.2,vega,2024-12-07 15:09:31.691619,MAÍZ REVENTÓN (POP CORN),1.0,kg,46.666666666666664,MAÍZ REVENTÓN (POP CORN)
Maíz Pop Corn Máxima 500g,,500.0,g,4.3,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.6,MAÍZ REVENTÓN (POP CORN)
Maiz Pop Corn Paisana Bolsa 500 g,,500.0,g,4.4,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.8,MAÍZ REVENTÓN (POP CORN)
Pop Corn para Microondas Act II Sabor Mantequilla 91g,,91.0,g,4.6,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,50.54945054945055,MAÍZ REVENTÓN (POP CORN)
Pop Corn Butter Extra Act II 91g,,91.0,g,4.6,metro,2024-12-07 19:29:00.928993,MAÍZ REVENTÓN (POP CORN),1.0,kg,50.54945054945055,MAÍZ REVENTÓN (POP CORN)
