description,price,website,search_term,scrape_timestamp
Coliflor Trozada,S/ 6.90,metro,COLIFLOR,2024-12-04 14:44:00.103374
Coliflor Serrano 600g,S/ 6.00,metro,COLIFLOR,2024-12-04 14:44:00.103374
Coliflor Entera x un,S/ 7.50,metro,COLIFLOR,2024-12-04 14:44:00.103374
Coliflor Congelada Green Food 400g,S/ 6.00,metro,COLIFLOR,2024-12-04 14:44:00.103374
