description,price,website,search_term,scrape_timestamp
Galletas Rellenas Oreo Bañadas Lata 328g,S/ 22.90,metro,GALLETAS BAÑADAS,2024-12-04 13:27:20.037398
Galletas Bañadas en Chocolate Gordis 150g,S/ 21.90,metro,GALLETAS BAÑADAS,2024-12-04 13:27:20.037398
