description,price,website,search_term,scrape_timestamp
Arveja Partida Costeño 500g,S/ 3.80,metro,ARVEJA SECA PARTIDA,2024-12-04 14:56:31.715373
Arveja Partida Máxima 500g,S/ 3.50,metro,ARVEJA SECA PARTIDA,2024-12-04 14:56:31.715373
