description,price,website,search_term,scrape_timestamp
Maíz Morado Metro x kg,S/ 5.89 x kg,metro,MAÍZ MORADO,2024-12-04 13:07:54.237978
Galletas de Maíz Horneadas Salmas Maíz Morado 126g,S/ 8.50,metro,MAÍZ MORADO,2024-12-04 13:07:54.237978
Cerveza Artesanal 7 Vidas Maíz Morado Pale Ale Botella 340ml,S/ 8.00,metro,MAÍZ MORADO,2024-12-04 13:07:54.237978
Barra Energética Siete Dragones Aguaymanto & Maíz Morado 5un,S/ 19.90,metro,MAÍZ MORADO,2024-12-04 13:07:54.237978
