Market_name,Market_cat_name,Market_subcat_name,Product_name,Product_price,Product_description,Product_unit_type,Product_quantity,Product_type,Product_is_available,scrape_timestamp
Oxxo,Chocolates Y Dulces,Chocolates,Costa Barquillos Obsesión Rellenos con Crema de Chocolate,1.6,"Disfruta de estos deliciosos y crujientes barquillos, rellenos de crema de chocolate. Son perfectos para compartir con los que más quieres.",gr,21.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Hersheys Chocolate Blanco Cookies and Creme,2.6,"Deliciosa chocolatina con trozos de galleta que le aportan mucha textura y sabor. Perfecta para disfrutarla como postre después del almuerzo o para dar un rico, exquisito y lindo detalle con quien desees.",gr,20.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Hersheys Barra de Chocolate con Leche,2.6,"Disfruta con el delicioso y cremoso sabor de barras Hershey’s, exquisita versión de chocolate con leche. Perfecta para llevar a donde quieras que vayas y disfrutar de su original sabor.",gr,20.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Chocolate Canonazo Extra 39 G,1.8,CHOCOLATE CANONAZO EXTRA 39 G,gr,39.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates, Lentejas Gragea sabor Chocolate Confitado,2.9,Grageas sabor a chocolate confitado en forma de lentetejas. Perfecto para decorar tus postres o disfrutar solos.,gr,30.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Besos de Moza Galleta Sabor Vainilla y Merengue ,13.3,"Disfruta de una deliciosa galleta, que está compuesta de un trozo de merengue italiano, cubierto de chocolate amargo, perfecta para endulzarte en cualquier momento del día. Caja contiene 9 unidades por 24 gramos cada una. ",gr,216.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,La Ibérica Barra de Chocolate Milky con Cacao,5.7,"Deliciosa barra de chocolate con leche, con 40 % de cacao, te brinda una explosión de sabor en tu boca que no puedes dejar de probar.",gr,50.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Princesa Chocolate Relleno con Crema de Maní,2.9,Princesa chocolate relleno con crema de maní. Perfecto para cualquier momento del día ,gr,30.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Snickers Chocolate Peanut Butter,5.4,"Cuando buscas un refrigerio que realmente te satisfaga, el chocolate con mantequilla de maní, caramelo y turrón será la mejor opción.",gr,49.9,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Triángulo Barra de Chocolate con Leche,3.5,"Triángulo barra de chocolate con leche. Bolsa por 30 gramos. Ingredientes: azúcar, leche entera en polvo, manteca de cacao, masa de cacao, grasa vegetal, emulsionantes (Lecitina de soya y Ésteres poliglicéridos de ácido ricinoléico interesterificado) y saborizante. Ideal para compartir.",gr,30.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Sublime Chocolate Blanco con Maní,3.5,Una sonrisa puede cambiarlo todo. Disfruta de la perfecta combinación de chocolate blanco con maní.,gr,38.0,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Twix Barra de Chocolate Cookie Bars,5.0,Twix Barra de Chocolate Cookie Bars 50.7 g. Packing: Bolsa,gr,50.7,none,True,2024-12-07 23:01:38.348250
Oxxo,Chocolates Y Dulces,Chocolates,Mm's Peanut Butter 49.0g,5.3,MM'S PEANUT BUTTER 49.0G,gr,49.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Snickers Chocolatina en Barra,5.4,"Tiene un relleno de turrón y mantequilla de cacahuete con una cobertura de caramelo y cacahuetes troceados, cubierto con chocolate con leche. Sacia el antojo de algo exquisito que impactará tu paladar.",gr,52.7,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Ferrero Rocher Chocolate Bombones,8.9,"Disfruta de Unos Deliciosos Chocolates Con un Relleno Cremoso, Envuelto Alrededor de Una Rica Avellana Entera, Esto le da un Crujido Agradable en el Centro, Siendo Perfectos Para Endulzarte en Cualquier Momento Del Día.",gr,37.7,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Hershey Chocolate Leche,5.3,Bolsa,gr,43.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Kit Kat Oblea Cubierta de Chocolate,5.9,"Barrita de oblea crujiente, cubierta de un delicioso chocolate con leche. Es el snack ideal para aquellos que valoran sus breaks.",gr,41.5,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Nestlé Bombones Surtidos,0.6,Nestlé Bombones Surtidos x 8 gr,gr,7.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Sublime Chocolateduo,1.9,CHOCOLATE SUBLIME DUO 28 G,gr,28.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Sublime Chocolate con Leche con Maní,3.5,"¡Una sonrisa puede cambiarlo todo! Por eso, conoce el chocolate con leche y maní favorito de los peruanos: Sublime, que sin duda te recargará el ánimo.  ",gr,38.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Princesa Chocolate Sabor Fresa,2.9,"Disfruta de un delicioso chocolate relleno con crema sabor a fresa, con grasa vegetal, libre de gluten, ideal para endulzar cualquier momento del día.",gr,30.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Fochis Pasas Bañadas con Chocolate,3.0,"Deliciosas pasas cubiertas de chocolate de leche, disfrútalas cuando quieras y donde quieras. ",gr,28.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Pasteles Pingüino Triple Sabor Chocolate,4.0,Contiene 80 gramos Pastel sabor chocolate Relleno con crema sabor chocolate Decorado con glasé sabor chocolate,gr,80.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Bon o Bon Bombón con Chocolate,1.6,"Delicioso y exquisito chocolate elaborado con leche, tiene un rico relleno con pasta de maní, ideal para que consientas el paladar y endulces cualquier momento del día.",gr,15.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Costa Vizzio Almendra Cubierta Con Chocolate,7.9,"Vizzio Almendra Cubierta Con Chocolate son ideales para compartir en reuniones, regalar a seres queridos o simplemente consentirte con un capricho delicioso.",gr,69.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,La Ibérica Chocolate Milky sin Azúcar,9.0,"Disfruta de una deliciosa barra de chocolate con leche, 40% de cacao y edulcorante, perfecta para endulzar y recargar tus días en cualquier momento.",gr,50.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Milky Way Chocolate Mars,5.3,Bolsa.,gr,52.2,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Sb Choc Y Chisp 100g,5.0,SB CHOC Y CHISP 100G,gr,100.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Sublime Chocolate Almendras,4.9,Bolsa,gr,50.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Helena Bombón Peccanroll de Chocolate,6.9,"Disfruta de un delicioso dulce perfecto para combinar el sabor del chocolate y un crujiente relleno que no podrás parar de comer, perfecto para endulzar y recargar tus días en cualquier momento.",gr,30.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Vizzio Almendras Cubiertas de Chocolate con Leche,1.5,"Lujosa mezcla de almendras cubiertas de chocolate amargo con leche. Fuente de sabor intenso que invade todos tus sentidos, disfrútalas en cualquier lugar y cuando te apetezca, perfectas para endulzar tus momentos.",gr,21.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,La Ibérica Chocolate en Barra Mini Fondy,2.8,"Chocolate semidulce, sin leche y elaborado a base de pasta de cacao, azúcar, manteca de cacao y lecitina de soja; tiene un porcentaje de cacao del 52%.",gr,20.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Chocolate Kit Kat Blanco 41.5 G,5.9,Chocolate Kit Kat Blanco 41.5 G,gr,41.5,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Reeses Chocolate Barra ,5.2,"¡Un suave núcleo de mantequilla de maní, rodeado de caramelo cremoso y maní crujiente y finalmente cubierto de delicioso chocolate con leche!",gr,47.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,La Ibérica Barra de Chocolate Mini Milky sin Azúcar ,3.5,Chocolate con leche 40% cacao y sin azúcar añadida.,gr,20.0,none,True,2024-12-07 23:01:38.349251
Oxxo,Chocolates Y Dulces,Chocolates,Chocolates Helena Chocoteja de Pecana ,5.9,Contiene 30 gramos Chocotejas Relleno: Pecana,gr,30.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Ferrero Rocher Bombones De Chocolate Con Avellanas,31.3,"Es la perfecta combinación entre el único y delicioso sabor de la avellana, inmersa en un relleno cremoso, cubierto de una crujiente especialidad de wafer con chocolate y trozos de avellanas. Contiene 8 unidades.",gr,100.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Trento Chocolate con Relleno de Avellanas,2.4,"Disfruta de una deliciosa galleta waffer, con un relleno de avellanas, cubierto con chocolate 38% cacao, ideal para endulzarte en cualquier momento del día.",gr,32.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Vizzio  Chocolate Bitter,7.9,Chocolate Bitter Vizzio x 69 g,gr,69.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Choco Kitkat Dark 41.5 Gr,5.9,Choco Kitkat Dark 41.5 Gr,gr,41.5,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,La Ibérica Chocolate Fondy Cacao,6.5,"Chocolate semidulce (sin leche), elaborado a base de: pasta de cacao, azúcar, manteca de cacao y lecitina de soya. Porcentaje de cacao: 52 %.",gr,50.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Mont Blanc Chocolate Sin Azúcar Añadidos 44%,6.5,Bolsa,gr,50.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Sublime Chocolate Bitter con Maní,3.9,"Delicioso chocolate hecho con un 41% de cacao, aporta buena fuente de energía y tiene maní que le aporta una rica textura crocante. Ideal para endulzar cualquier momento.",gr,38.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Sublime Chocolate con Leche y Maní Extremo,4.9,"Barra de chocolate Sublime es un favorito de la tradición, hecho con chocolate dulce con leche y maní, perfecto aperitivo para cuando el antojo exige de una verdadera recarga.",gr,50.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Chocolate Con Leche Mont Blanc Mix de Nueces,4.0,Contiene 50 gramos Chocolate con leche Relleno de mix de nueces Elaborado con cacao peruano,gr,50.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Nikolo Tableta de Chocolate Más Extremo ,2.2,Nikolo tableta de chocolate más extremo. Bolsa por 43 gramos. ,gr,43.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Sublime Chocolate Sonrisa con Leche y Maní,3.9,Creemos que una sonrisa puede cambiarlo todo. Conoce todas las variedades de tu chocolate con leche con maní favorito.,gr,38.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Fondy Chocolate Sabor a Menta La Ibérica,7.0,"Chocolate elaborado a base de pasta de cacao, manteca de cacao, azúcar, leche en polvo y lecitina de soya.",gr,50.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Nikolo Chocolate Tableta,1.6,Bolsa,gr,25.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Milky La Iberica Chocolate En Barracon Pecanas Y Pasas,7.0,Bolsa,gr,50.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Kinder Joy Huevito Sorpresa para Niño,6.9,"Por un lado, crujientes bolitas de wafer, cubiertas de cacao, en una crema con leche, avellanas y cacao. En el otro lado, una divertida sorpresa. Su empaque práctico viene con una cuchara para que los niños disfruten Kinder Joy en cualquier momento y en cualquier lugar.",gr,20.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,La Ibérica Turrón de Castañas y Miel,9.9,"Nougat hecho a base de miel de abeja, clara de huevo, castaña tostada y azúcar, cubierto con oblea de harina de trigo.",gr,30.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Trento Chocolate Barquillo Sabor a Chocolate,2.4,Barquillo cubierto de chocolate con leche. Perfectas para dulces de fiestas infantiles. Los niños las amaran por su delicioso sabor. Contenido 2 unidades. ,und,2.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Montblanc Chocolate con Leche,5.0,Son elaborados con el mejor cacao y bajo rigurosos estándares de calidad para ofrecer una exclusiva experiencia del chocolate,gr,50.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Bazo Velarde Manjar Sabor a Chocolate,4.5,"Inigualable fudge con característico sabor a chocolate, elaborado con insumos de primera calidad que hacen que el sabor sea como hecho en casa. Por su excelente brillo y consistencia, es el insumo ideal para pastelería y repostería fina.",gr,200.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,La Ibérica Pastillas de Leche,26.5,"Chocolate elaborado a base de: pasta de cacao, manteca de cacao, azúcar, leche en polvo y lecitina de soya.",gr,150.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Vizzio Chocolate en Tableta,3.2,Chocolate con leche y almendras. Troceadas para un Refrescante crush. Deliciosa Combinación. Ideal para calmar un antojo.,gr,26.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Turbox Innatochoc Bitter Cacao 55% - Innato -,4.9,TurboX INNATOChoc Bitter Cacao 55% - Innato - 1 Und,und,1.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,INNATO Tableta de Chocolate con Leche,4.9,Deliciosa tableta elaborada con 100 % cacao orgánico y 39 % de cacao. Es una excelente opción dulce para disfrutar en cualquier momento del día.,gr,40.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Winters Barra de Chocolate Flow,3.5,"Barra de chocolate, caramelo blando y maní, perfecta para endulzar tus días y darle ese toque de energía extra.",gr,48.0,none,True,2024-12-07 23:01:38.350250
Oxxo,Chocolates Y Dulces,Chocolates,Milky la Iberica Chocolate en Barra con Almendra,7.0,"Cada bocado es una indulgencia tentadora que deleitará tus sentidos. Perfecto para disfrutar solo o compartir, Milky la ibérica es el regalo gourmet ideal para los amantes del chocolate y las texturas irresistibles. Deleita tu paladar con la armonía única de leche, chocolate y almendras en cada pedazo.",gr,50.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Yara Bitter 45g,7.5,YARA BITTER 45G,gr,45.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,chocolate bombones de coco La Ibérica doy 100 g,21.9,CHOCOLATE BOMBONES DE COCO LA IBERICA DOY 100 G,gr,100.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Hersheys Tableta de Chocolate Special Dark 73 % de Cacao,10.9,"Delicioso chocolate súper cremoso, con un 73% de cacao y ricos trozos de chocolate con leche crujientes. Es un bocado suave que llena la boca, experimenta texturas con el crujido perfecto, ideal para quienes buscan experiencias y aún más intensidad en el sabor.",gr,85.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,INNATO Wong Chocolate Lamin Almenysal Doypack,15.9,Chocolate Lamin Almenysal Doypack 100Gr Innato,gr,100.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Pasteles Pingüino Triple Sabor Chocolate,8.0,Contiene 80 gramos Pastel sabor chocolate Relleno con crema sabor chocolate Decorado con glasé sabor chocolate,gr,80.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Snickers Chocolate Peanut Butter,10.8,"Cuando buscas un refrigerio que realmente te satisfaga, el chocolate con mantequilla de maní, caramelo y turrón será la mejor opción.",gr,49.9,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 Reeses Chocolate Barra,10.4,"¡Un suave núcleo de mantequilla de maní, rodeado de caramelo cremoso y maní crujiente y finalmente cubierto de delicioso chocolate con leche!.",gr,47.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x la Ibérica Chocolate en Barra Mini Fondy,5.6,"Chocolate semidulce, sin leche y elaborado a base de pasta de cacao, azúcar, manteca de cacao y lecitina de soja; tiene un porcentaje de cacao del 52%.",gr,20.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Bon o Bon Bombonesestrella Navidad 105G Surtido,16.9,"Contiene 105 Gramos Bombones Con Chocolate De Leche Y Oblea Relleno: Crema De Maní<Br><P Style=""Color:Red;"">* Modelo Al Azar Según Stock",gr,105.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Vizzio Chocolate Bitter,15.8,Chocolate Bitter Vizzio x 69 g,gr,69.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Choco Kitkat Dark 41.5 g,7.91,Choco Kitkat Dark 41.5 Gr,gr,41.5,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Triángulo Barra de Chocolate Con Leche,7.0,"Triángulo barra de chocolate con leche. Bolsa por 30 gramos. Ingredientes: azúcar, leche entera en polvo, manteca de cacao, masa de cacao, grasa vegetal, emulsionantes (Lecitina de soya y Ésteres poliglicéridos de ácido ricinoléico interesterificado) y saborizante. Ideal para compartir.",gr,30.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Costa Vizzio Almendra Cubierta Con Chocolate,15.8,"Vizzio Almendra Cubierta Con Chocolate son ideales para compartir en reuniones, regalar a seres queridos o simplemente consentirte con un capricho delicioso.",gr,69.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Mini Milky la Ibérica Chocolate de Leche,5.6,Mini Milky La Ibérica chocolate de leche 1 x 20 g.,gr,20.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x la Ibérica Barra de Chocolate Mini Milky Sin Azúcar,7.0,Chocolate con leche 40% cacao y sin azúcar añadida.,gr,20.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Sublime Chocolate Con Leche Con Maní,7.0,"¡Una sonrisa puede cambiarlo todo! Por eso, conoce el chocolate con leche y maní favorito de los peruanos: Sublime, que sin duda te recargará el ánimo.  ",gr,38.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Nestlé Bombón de Chocolate Sublime Bola Navideña,5.0,,gr,72.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Nestlé Bombón de Chocolate Triángulo Bola Navideña,5.0,,gr,72.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,3 Kit Kat Oblea Cubierta de Chocolate,17.7,"Barrita de oblea crujiente, cubierta de un delicioso chocolate con leche. Es el snack ideal para aquellos que valoran sus breaks.",gr,41.5,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 Snickers Chocolate en Barra,10.8,"Tiene un relleno de turrón y mantequilla de cacahuete con una cobertura de caramelo y cacahuetes troceados, cubierto con chocolate con leche. Sacia el antojo de algo exquisito que impactará tu paladar.",gr,52.7,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Kit Kat Oblea Cubierta de Chocolate,7.91,"Barrita de oblea crujiente, cubierta de un delicioso chocolate con leche. Es el snack ideal para aquellos que valoran sus breaks.",gr,41.5,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Combo Kit Kat Helado + Kit Kat Oblea Cubierta de Chocolate,32.8,Contenido:* 1X Kit Kat Oblea Cubierta de Chocolate 41.5 g* 1X Kit Kat Helado 900 mL,combo,1.0,Combo,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Hersheys Barra de Chocolate Con Leche,5.2,"Disfruta con el delicioso y cremoso sabor de barras Hershey’s, exquisita versión de chocolate con leche. Perfecta para llevar a donde quieras que vayas y disfrutar de su original sabor.",gr,20.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 Sublime Chocolate Blanco Con Man??,7.0,Una sonrisa puede cambiarlo todo. Disfruta de la perfecta combinación de chocolate blanco con maní.,gr,38.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Chocolate Kit Kat Blanco 41.5 g,7.91,Chocolate Kit Kat Blanco 41.5 G,gr,41.5,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Princesa Chocolate Relleno Con Crema de Maní,5.8,Princesa chocolate relleno con crema de maní. Perfecto para cualquier momento del día ,gr,30.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Hersheys Chocolate Blanco Cookies And Creme,5.2,"Deliciosa chocolatina con trozos de galleta que le aportan mucha textura y sabor. Perfecta para disfrutarla como postre después del almuerzo o para dar un rico, exquisito y lindo detalle con quien desees.",gr,20.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,2 x Princesa Chocolate Sabor Fresa,5.8,"Disfruta de un delicioso chocolate relleno con crema sabor a fresa, con grasa vegetal, libre de gluten, ideal para endulzar cualquier momento del día.",gr,30.0,Pack,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Nestlé Bombón de Chocolate Princesa Bola Navideña,5.0,,gr,72.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Chocolates,Combo Baileys 750 mL + Kit Kat,90.8,Contenido:* 1X Kit Kat Oblea Cubierta de Chocolate 41.5 g* 1X Baileys Crema de Licor Irish The Original 750 mL,combo,1.0,Combo,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Bon Bon Bum Caramelo Chupete Sabor Fresa,0.5,Chupete Sabor Fresa 19 g,gr,19.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Sha Chicle Aterra Lenguas,1.7,Bolsa,gr,22.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Olé Olé Marshmallow Sabor A Vainilla Con Cobertura De Chocolate,1.6,"Deliciosos masmelos sabor a vainilla con cobertura de chocolate, ideales para calmar esos antojos a la hora de consumir algo duce durante el día.",gr,31.5,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,OKA LOKA Caramelo Frutal 40 G,2.3,Caramelo Oka Loka Frutal 40 G,gr,40.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Ambrosía Gomita Dulce de Almidón Sabor Frutal,1.2,"Deliciosas gomitas de almidón, sabor a fresa, naranja, limón, piña y uva. Ideales para compartir y endulzar momentos especiales junto a tus seres queridos.",gr,32.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,FRUNA Caramelo Blando Sabor a Manzana,0.7,"Descubre el equilibrio perfecto entre dulzura y frescura con estos deliciosos caramelos blandos con sabor a manzana. Sumérgete en la jugosidad de cada caramelo, mientras disfrutas de la auténtica esencia de las manzanas en una delicia que deleitará a los amantes del dulce.",und,24.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Ambrosito Gomitas de Gelatina Sabores Surtidos ,1.2,"Disfruta de estas ricas y deliciosas gomitas de gelatina sabores surtidos a fresa, naranja, limón, piña, manzana y cereza.",gr,25.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Mogul Gomitas de Ositos en Sabores Variados,1.2,"Deléitate con el delicioso sabor de estas gomitas dulces en forma de ositos; son la elección perfecta para aquellos que buscan un caramelo con sabor y diversión. Con formas de ositos de colores y sabores surtidos, estas gomitas son una delicia para los amantes de los dulces.",gr,25.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Trululu Gomitas Confitadas Sabores Frutales,3.3,"Deliciosas gomitas Trululu de sabores frutales surtidos, crocantes por fuera y suavecitas por dentro, perfectas para compartir. Harán de tus fiestas las más deliciosas.",gr,90.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Trolli Gomita de Gusano Sour Glowworms,7.5,"Deliciosas gomitas de gusanos con un toque de dulzura y acidez, con sabores afrutados de naranja, lima, cereza, limón, fresa, uva. Perfectas para disfrutar con los que más quieres en cualquier ocasión.",und,100.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Ambrosoli Caramelos Full Sabor Cherry,1.3,"Disfruta de unos deliciosos caramelos duros, con sabor a cereza mentolada, una verdadera delicia que se deshace en tu boca, perfectos para endulzarte en cualquier momento del día.",gr,27.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Ambrosia Goma,3.7,Bolsa x 90 g,gr,90.0,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Full Caramelo Menta Sabor a Limón,1.3, Caramelo Full Sabor a Limón. Bolsa de 22.5 gramos.,gr,22.5,none,True,2024-12-07 23:01:38.350907
Oxxo,Chocolates Y Dulces,Gomitas Y Caramelos,Trululu Gomitas Gusanos Ácidos,3.3,"Disfruta de unas deliciosas y esponjosas gomitas, con sabor frutal y ácido, puedes compartirlas o comerlas solas. Ideales para fiestas y celebraciones.",gr,80.0,none,True,2024-12-07 23:01:38.350907
