Market_name,Market_cat_name,Product_name,Product_price,Product_description,scrape_timestamp
Oxxo,Chocolates Y Dulces,Costa Barquillos Obsesión Rellenos con Crema de Chocolate,1.6,"Disfruta de estos deliciosos y crujientes barquillos, rellenos de crema de chocolate. Son perfectos para compartir con los que más quieres.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Hersheys Chocolate Blanco Cookies and Creme,2.6,"Deliciosa chocolatina con trozos de galleta que le aportan mucha textura y sabor. Perfecta para disfrutarla como postre después del almuerzo o para dar un rico, exquisito y lindo detalle con quien desees.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Hersheys Barra de Chocolate con Leche,2.6,"Disfruta con el delicioso y cremoso sabor de barras Hershey’s, exquisita versión de chocolate con leche. Perfecta para llevar a donde quieras que vayas y disfrutar de su original sabor.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Chocolate Canonazo Extra 39 G,1.8,CHOCOLATE CANONAZO EXTRA 39 G,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Nestlé Wafer Con Crema Sublime Power,1.6,Bolsa.,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces, Lentejas Gragea sabor Chocolate Confitado,2.9,Grageas sabor a chocolate confitado en forma de lentetejas. Perfecto para decorar tus postres o disfrutar solos.,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Besos de Moza Galleta Sabor Vainilla y Merengue ,13.3,"Disfruta de una deliciosa galleta, que está compuesta de un trozo de merengue italiano, cubierto de chocolate amargo, perfecta para endulzarte en cualquier momento del día. Caja contiene 9 unidades por 24 gramos cada una. ",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Sorrento Trufa Bañada en Pasta Sabor Chocolate,2.2,"Disfruta de una deliciosa trufa bañada en chocolate, ideal para endulzarte y recargar tus días en cualquier momento.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,La Ibérica Barra de Chocolate Milky con Cacao,5.7,"Deliciosa barra de chocolate con leche, con 40 % de cacao, te brinda una explosión de sabor en tu boca que no puedes dejar de probar.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Princesa Chocolate Relleno con Crema de Maní,2.9,Princesa chocolate relleno con crema de maní. Perfecto para cualquier momento del día ,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Snickers Chocolate Peanut Butter,5.4,"Cuando buscas un refrigerio que realmente te satisfaga, el chocolate con mantequilla de maní, caramelo y turrón será la mejor opción.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Triángulo Barra de Chocolate con Leche,3.5,"Triángulo barra de chocolate con leche. Bolsa por 30 gramos. Ingredientes: azúcar, leche entera en polvo, manteca de cacao, masa de cacao, grasa vegetal, emulsionantes (Lecitina de soya y Ésteres poliglicéridos de ácido ricinoléico interesterificado) y saborizante. Ideal para compartir.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Sublime Chocolate Blanco con Maní,3.5,Una sonrisa puede cambiarlo todo. Disfruta de la perfecta combinación de chocolate blanco con maní.,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Twix Barra de Chocolate Cookie Bars,5.0,Twix Barra de Chocolate Cookie Bars 50.7 g. Packing: Bolsa,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Mm's Peanut Butter 49.0g,5.3,MM'S PEANUT BUTTER 49.0G,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Bon Bon Bum Caramelo Chupete Sabor Fresa,0.5,Chupete Sabor Fresa 19 g,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Sha Chicle Aterra Lenguas,1.7,Bolsa,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Olé Olé Marshmallow Sabor A Vainilla Con Cobertura De Chocolate,1.6,"Deliciosos masmelos sabor a vainilla con cobertura de chocolate, ideales para calmar esos antojos a la hora de consumir algo duce durante el día.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,OKA LOKA Caramelo Frutal 40 G,2.3,Caramelo Oka Loka Frutal 40 G,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Ambrosía Gomita Dulce de Almidón Sabor Frutal,1.2,"Deliciosas gomitas de almidón, sabor a fresa, naranja, limón, piña y uva. Ideales para compartir y endulzar momentos especiales junto a tus seres queridos.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,FRUNA Caramelo Blando Sabor a Manzana,0.7,"Descubre el equilibrio perfecto entre dulzura y frescura con estos deliciosos caramelos blandos con sabor a manzana. Sumérgete en la jugosidad de cada caramelo, mientras disfrutas de la auténtica esencia de las manzanas en una delicia que deleitará a los amantes del dulce.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Ambrosito Gomitas de Gelatina Sabores Surtidos ,1.2,"Disfruta de estas ricas y deliciosas gomitas de gelatina sabores surtidos a fresa, naranja, limón, piña, manzana y cereza.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Mogul Gomitas de Ositos en Sabores Variados,1.2,"Deléitate con el delicioso sabor de estas gomitas dulces en forma de ositos; son la elección perfecta para aquellos que buscan un caramelo con sabor y diversión. Con formas de ositos de colores y sabores surtidos, estas gomitas son una delicia para los amantes de los dulces.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Trululu Gomitas Confitadas Sabores Frutales,3.3,"Deliciosas gomitas Trululu de sabores frutales surtidos, crocantes por fuera y suavecitas por dentro, perfectas para compartir. Harán de tus fiestas las más deliciosas.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Trolli Gomita de Gusano Sour Glowworms,7.5,"Deliciosas gomitas de gusanos con un toque de dulzura y acidez, con sabores afrutados de naranja, lima, cereza, limón, fresa, uva. Perfectas para disfrutar con los que más quieres en cualquier ocasión.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Ambrosoli Caramelos Full Sabor Cherry,1.3,"Disfruta de unos deliciosos caramelos duros, con sabor a cereza mentolada, una verdadera delicia que se deshace en tu boca, perfectos para endulzarte en cualquier momento del día.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Ambrosia Goma,3.7,Bolsa x 90 g,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Full Caramelo Menta Sabor a Limón,1.3, Caramelo Full Sabor a Limón. Bolsa de 22.5 gramos.,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Trululu Gomitas Gusanos Ácidos,3.3,"Disfruta de unas deliciosas y esponjosas gomitas, con sabor frutal y ácido, puedes compartirlas o comerlas solas. Ideales para fiestas y celebraciones.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Bubbaloo Caramelo Masticable Sparkies,1.7,"Disfruta de unos deliciosos caramelos masticables con sabores a frutas surtidas de sabor a naranja, limón, fresa, banana, cereza y uva, ideal para endulzar cualquier momento del día.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Cuchareable - Alfajor Con Manjar,5.9,CUCHAREABLE - ALFAJOR CON MANJAR,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Bon o Bon Alfajor de Chocolate,3.5,"Este alfajor es hecho con una deliciosa galleta cubierta de chocolate, tiene relleno a base de leche y maní. Perfecto para endulzar cualquier momento del día.",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Gustos mary alfajor bañado en chocolate.,12.5,Alfajores bañados en cobertura bitter para comerlo en cualquier momento del día. Pote Contiene 15 Unidades.,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Bon o Bon Alfajor,20.5,"Galleta cubierta de chocolate, con relleno a base de leche y maní. Contiene 6 unidades. ",2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,2 x Cuchareable Alfajor Con Manjar,11.8,CUCHAREABLE - ALFAJOR CON MANJAR,2024-12-06 21:20:35.359878
Oxxo,Chocolates Y Dulces,Casino Galleta de Alfajor,1.5,"Casino, el m�ximo placer en tu boca porque trae full crema y full sabores: menta, fresa, chocolate, vainilla, l�cuma, alfajor, doble sabor chocolate y l�cuma.",2024-12-06 21:20:35.360878
Oxxo,Lácteos Y Huevos,Bonlé Queso Edam Tajadas Paquete,5.5,Queso Edam Bonlé Tajadas Paquete 90 G,2024-12-06 21:20:35.340888
Oxxo,Lácteos Y Huevos,Philadelphia Queso Crema Untable Original,11.9,"Destaca por su sabor, cremosidad, calidad y frescura única, perfecto para untar.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Laive Queso Pasteurizado Edam,6.7,"Queso madurado, de pasta semidura fabricado en una planta de Arequipa. Su origen es holandés y es producido especialmente para que no tenga cáscara, facilitando así su corte en tajadas muy delgadas y su consumo en diversas preparaciones.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Laive Queso Parmesano Rallado Pasteurizado,5.4,"Mejora tus pastas, pizzas, mariscos, ensaladas y mucho más, con el sabor audaz del queso parmesano rallado de Laive. Es una opción rápida y deliciosa que no debe faltar en casa a la hora de cocinar.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Laive Mantequilla con Sal en Barra,7.3,"Se puede usar para untar, así como para cocinar u hornear. Tiene un sabor fresco e irresistible que combina muy bien con cualquier platillo, desde salados hasta postres.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Mantequilla De Maní Unión,11.5,,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Entera,4.5,Nuestra receta tradicional que combina leche fluida y leche de vaca deshidratada de la mejor calidad manteniendo todos los nutrientes.,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Entera con Vitaminas,6.4,"Leche entera, ultrapasteurizada, adicionada con vitaminas A y D. Perfecta para disfrutar y compartir con los que más quieres.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Ideal Mezcla Láctea Cremosita,4.0,"Es una excelente fuente de calcio, proteína y vitamina D, nutrientes esenciales que son necesarios para el normal crecimiento y desarrollo de huesos en los niños. Disfrútala en familia, con el punto exacto y delicioso de cremosidad, es perfecta para tu mesa y cocina.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Laive Mezcla Láctea sin Lactosa ,3.8,"Deliciosa leche enriquecida con la fórmula nutrilac, que es una fuente extra de calcio, vitamina C y D. Sin preservantes ni lactosa. Ideal para disfrutar en cualquier momento del día.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Zerolacto Uht Sin Lactosa,6.5,Caja,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Laive Leche Sin Lactosa,1.8,Caja,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Líquida Fresca Light,6.0,"Está elaborada a base de leche descremada y leche entera de vaca, viene fortificada con vitaminas A, C y D. La puedes disfrutar sola y es apta para que la consumas con cualquier tipo de cereal y granolas.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Laive Leche de Vaca sin Lactosa,5.9,"Hecha con 100 % leche de vaca, es fuente de calcio, libre de lactosa, para que tú y tu familia puedan disfrutar de una nutrición sin molestias.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Light,4.6,Lata,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Niños,4.6,Lata,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Leche Uht Ninos Chocolate Gloria 180 Ml,2.1,LECHE UHT  NINOS CHOCOLATE GLORIA 180 ML,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Mocaccino,3.5,"Deliciosa Leche Parcialmente Descremada Con Café, Sin Lactosa, Sabor Mocaccino, no Necesita Refrigeración y Puedes Tomarlo en Cualquier Momento.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Leche Concentrada Laive 6.4 Grasa,4.4,Excelente para el desayuno Contenido: 400 g Reforzado con vitaminas,2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Laive Bebida de Almendra,11.4,"Producto líquido, homogéneo, de color crema, aroma y sabor característico a Almendra. Sometido a ultra alta temperatura.",2024-12-06 21:20:35.352878
Oxxo,Lácteos Y Huevos,Gloria Leche Entera Líquida,5.5,"Producto elaborado a partir de la leche entera de vaca, enriquecido con vitaminas A, C y D. Por su naturaleza aporta proteínas de alta calidad y minerales como el calcio y el fósforo. Está dirigido a toda la familia.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Inka Chips Papa Jalapeño 135 g,8.9,"Déjate Conquistar Por el Sabor de Nuestras Papas Crujientes Sabor Jalapeño, Sabrosas y Ardientes Hasta la Última Hojuela. Acompáñalas Con tu Bebida y Relájate Hasta Que Las Termines Todas.",2024-12-06 21:20:35.348884
Oxxo,Snacks Y Galletas,Los Cuates Snack Sal,1.0,Bolsa,2024-12-06 21:20:35.351878
Oxxo,Snacks Y Galletas,Inka Chips Papas Crujientes Sabor a Bbq y Cebolla Caramelizada,8.9,"Revive esa sensación sublime de una parrillada de verano, buenos amigos y comida sabrosa. Estas papas artesanales, dulces, ahumadas y extracrujientes, hacen una perfecta combinación con una bebida helada y la compañía de los que más quieres.",2024-12-06 21:20:35.351878
Oxxo,Snacks Y Galletas,Inka Chips Papas Crujientes Sal de Mar,8.9,"Déjate conquistar por el simple sabor de las papas crujientes, sazonadas delicadamente con un toque de sal que les da un excelente sabor. Ideal para compartir con tus amigos un delicioso snack.",2024-12-06 21:20:35.351878
Oxxo,Snacks Y Galletas,Karinto Snack Chifles Salados,1.5,Karinto Snack Chifles Salados. Deliciosas hojuelas de plátano con sal. Disfrútalas en tus refrigerios o cuando lo desees.,2024-12-06 21:20:35.351878
Oxxo,Snacks Y Galletas,Cheese Tris Palito Sabor Queso,3.3,Bolsa.,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crickets Chifle Sabor a Leche de Tigre,9.0,"Deliciosos chifles de hojuelas de plátano verde, aceite de oleína de palma, sal y saborizante de leche de tigre en polvo, azúcar, jengibre, dióxido de silicio, ideal para comer como snack en cualquier momento del día en compañía de tu bebida favorita.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Los Cuates Picante - Generic Brand - 45 G,1.0,LOS CUATES PICANTE 45G - Generic Brand - 45 g,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crickets Chifle Sabor a Leche de Tigre,4.5,"Deliciosas hojuelas de plátano fritas con sabor a leche de tigre. Tradición, sabor y calidad.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Doritos Tortillas de Maíz Queso Atrevido 45gr ,3.3,"Deliciosos triángulos de maíz sabor a queso, ideales para compartir con familia y amigos en cualquier momento del día.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Cheesetris Snack Queso,5.9,Bolsa.,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Pringles Papa Sola Original,8.9,Pote,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Inka Chips Papa Crujientes Sabor a Queso y Cebolla,8.9,"Comparte con la familia y amigos una deliciosa botana con Inka chips, elaborada con ingredientes de la mejor calidad y sin gluten, ideal para disfrutar en cualquier momento del día.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crickets Chifle de Plátano Sabor Leche de Tigre,13.5,"Deliciosos chifles de hojuelas de plátano verde, aceite de oleína de palma, sal y saborizante de leche de tigre en polvo, azúcar, jengibre, dióxido de silicio, ideal para comer como snack en cualquier momento del día en compañía de tu bebida favorita.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Bizcocho Chocman 33.5 G,1.0,BIZCOCHO CHOCMAN 33.5 G,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Costa Galleta Gretel Manjar,1.4,Galletas Manjar Gretel x 32 g,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Field Galletas Mini Wafer Recubiertas de Chocolate Cua Cua,2.5,"Deliciosas galletasa mini waffer rellenas con crema sabor vainilla bañadas en chocolate. Tienen el tamaño ideal para llevar en tu bolso o mochila. Perfectas para disfrutar como colación en el colegio, trabajo o en cualquier otro momento. ",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Picaras Galleta Clásica,1.0,Bañadas Con Cobertura Sabor a Chocolate.,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Sublime Galleta de Chocolate con Maní,2.5,"Es una tableta de chocolate, que se caracteriza por su contenido de maní. Tiene un peso de 30 gramos. A lo largo de toda su historia este delicioso chocolate ha variado en forma, tamaño y color, pero ha seguido manteniendo ese sabor que lo caracteriza.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Morochas Galleta Sabor Vainilla con Chocolate,2.0,"Poseen una receta inigualable de textura y sabor que resulta un nutritivo y único mix de ingredientes, son una excelente fuente de energía que podrás disfrutar en cualquier momento del día.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crackelet Galleta Sabor a Jamón Ahumado,1.9,"Tienen un sabor único a carne de cerdo, pero con la inconfundible frescura de las galletas hechas por Costa.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Chips Ahoy Galletas Tamaño Mini con Chips de Chocolate,2.5,"Para que las disfrutes con un rico vaso de leche por las mañanas o por las noches, sin ningún remordimiento.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Chips Ahoy Galleta Con Chips Sabor a Chocolate,2.4,"De Textura Crujiente y Por Los Trozos de Chocolate Que se Derriten al Morderlas, Proporcionando un Sabor Rico y Dulce.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Pirucream Barquillos Rellenos de Chocolate y Avellanas,3.0,"Ideal para cada momento. Fabricados con los más frescos insumos y los más altos estándares de calidad. Perfectos para compartir en familia y entre amigos, comerlos solo o acompañado de postres, helados, café y demás.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Costa Galleta Wafer Sabor a Chocolate,3.0,"Están hechas con doble crema en su interior, para una mejor explosión de sabores. Ideales para disfrutar en compañía de tu refresco favorito a cualquier hora del día.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,CHOCOBUM Galletas Mini Pop Sabor a Chocolate,1.9,Galletas recubiertas de dulce chocolate de leche. Ideales para recargar tus días de energía.,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Wafer Cocosette Galletas con Relleno Sabor a Coco,2.3,Te conecta a través de una crujiente galleta tipo wafer con inigualable sabor a coco que crea el momento perfecto. Esta excelente combinación de sabores hará despertar tus sentidos y hacer de cada mordisco un momento ideal.,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Chocodonuts Galleta Leche Costa,1.2,Bolsa.,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Pingüinos Pastel Cookies Cream,4.0,Bolsa Con 2 Unidades.,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Sayon Galletas Tejanas Sabor a Chocolate,11.5,"Son una deliciosa combinación de tradición y indulgencia. Estas galletas tejanas, conocidas por su textura crujiente y sabor inconfundible, se han elevado a nuevas alturas al fusionarse con la irresistible indulgencia del chocolate.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Cereal Bar Barra de Cereales Chips de Chocolate,1.0,"Rico cereal de bolsillo, con la siguiente ventaja: pesan poco, fáciles de transportar, no necesita refrigeración, se deshacen en la boca casi sin esfuerzo y se digieren fácilmente. Utilizarse como parte de un desayuno o merienda. Los chicos las prefieren.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Costa Barra de Cereal Bar Golden Cereal,1.0,"Exquisita barra de cereales (maíz, trigo, arroz) con un delicioso sabor a miel con leche y una crocancia inolvidable, ideal para combatir el hambre en cualquier momento del día. Tiene vitaminas y minerales.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Barra De Cereal Granola Fit Chocolate Delisha,5.9,BARRA DE CEREAL GRANOLA FIT CHOCOLATE DELISHA 60 G,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Cereal Bar Barra de Chocolate,1.0,"Disfruta de un delicioso alimento de gran valor nutritivo, que agrega a la alimentación láctea, enriqueciendo su valor nutricional, es perfecto para endulzarte de manera saludable en cualquier momento del día.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Barra De Frutos Secos Bitter Y Sal Delisha,6.2,BARRA DE FRUTOS SECOS BITTER Y SAL DELISHA 60 G,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Barra De Cereal Mani Mantequilla De Mani Dyfferent 35 G,3.2,BARRA DE CEREAL MANI MANTEQUILLA DE MANI DYFFERENT 35 G ,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Barra De Cereal Maní Chocolate Dyfferent 35 G,3.2,BARRA DE CEREAL MANÍ CHOCOLATE DYFFERENT 35 G ,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crosoy Barra de Cereal Ajonjoli,1.2,Barra De Cereal Ajonjoli Crosoy 25 G,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crosoy Barra de Cereal Maní Ajonjolí,1.2,"Producto elaborado con ingredientes de origen natural, ideal para acompañar tus mejores momentos",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Barra De Cereal Maní Toffee Dyfferent 35 G,3.2,BARRA DE CEREAL MANÍ TOFFEE DYFFERENT 35 G ,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crosoy Barra De Cereal Mani,1.2,Barra De Cereal Mani Crosoy 30 G,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Vizzio Tableta Chocolate con Leche Crunch ,2.4,Tableta de chocolate con leche 100% real con trocitos de crujiente arroz tostado. Ideal para disfrutar en cualquier momento del día. ,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Quinoa Bars Barra  de Quinoa con Maní y Chocolate,3.4,Barra De Quinoa Con Mani Y Chocolte,2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crosoy Barra de Cereal de Ajonjolí y Kiwicha,1.2,"Barra nutritiva a base de ajonjolí con kiwicha, semillas con alto contenido en calcio y hierro.",2024-12-06 21:20:35.352878
Oxxo,Snacks Y Galletas,Crosoy Barra de Cereal Ajonjolí y Linaza,1.2,"Deliciosa barra de proteína, sin preservantes, ni colorantes ideal para disfrutar en cualquier momento del día",2024-12-06 21:20:35.352878
Oxxo,Bebidas,San Mateo Agua Mineral De Manantial Sin Gas,3.2,"Envasada en su fuente de origen. Contribuye con la salud y bienestar, ya que no solo refresca, sino que repone los minerales vitales que tu cuerpo necesita. Ideal para disfrutar a cualquier hora del día.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,Cielo Agua sin Gas,2.6,"Acompaña tus comidas con el agua natural Cielo, mantendrás tu cuerpo hidratado y lleno de energía durante tus actividades diarias.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Carlos Agua de Mesa Purificada sin Gas,3.6,Refrescante agua de mesa purificada sin gas. Ideal para que tu y tu familia estén siempre hidratados.,2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Luis Agua Mineral Con Gas 625 mL,2.2,"Contiene Calcio, Magnesio y Otros Minerales Que Son Fundamentales Para el Correcto Funcionamiento Del Cuerpo. Disfruta e Hidratarte Con el Gas Justo.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,Cielo Agua Mineral sin Gas,3.6,"Agua mineral sin gas, de origen 100 % natural. Desconéctate de la rutina, toma una pausa y disfruta de un tiempo para ti, acompañado de la más refrescante agua potable.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Mateo Agua Mineral con Gas,2.2,"Agua mineral de manantial envasada en su fuente de origen, que contribuye con la salud y bienestar, ya que no solo refresca sino que repone los minerales vitales que tu cuerpo necesita.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Luis Agua sin Gas,2.4,"Deliciosa bebida líder en el mercado de agua peruano, lanzó su nueva presentación ecoflex, la cual muestra una innovadora reducción de 28.6% en la cantidad de gramaje de la botella, es decir, posee mucho menos plástico en su composición, convirtiéndola en más amigable con el ambiente. Agua tratada, sulfato de magnesio, cloruro de potasio y cloruro de sodio.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Luis Agua con Sabor a Piña y Kión 625 mL,2.3,Bebida de agua sabor a piña con esencia natural a kion. Ideal para acompañar tus comidas favoritas.,2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Luis Agua Sabor a Limón 625 mL,2.3,"Es una bebida popular, que es perfecta para cualquier ocasión, indicada para saciar el antojo y refrescar tu cuerpo.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Mateo Agua Mineral de Manantial sin Gas,2.2,"Agua mineral sin gas, de origen 100% natural. Desconéctate de la rutina, toma una pausa y disfruta de un tiempo para ti, acompañado de la más refrescante agua potable. ",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Luis Agua Sin Gas 2.5 L,3.2,"Es un producto de agua de mesa embotellada con más de 65 años en el mercado peruano, caracterizado por su frescura y pureza. Ofrece a sus consumidores encontrar el equilibrio que sus cuerpos y mentes necesitan, ayudando a mejorar la calidad de vida.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,Cielo Agua Natural sin Gas,8.5,"Es la marca de agua que te acompaña en cada una de tus actividades diarias, guiándote hacia el estilo de vida que deseas, aportando una sensación de frescura a tu vida.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Carlos Agua Mineral sin Gas,1.0,Deliciosa agua mineral para hidratarte. ,2024-12-06 21:20:35.355880
Oxxo,Bebidas,Golden Agua de Piña Light,5.0,"Tiene un sabor rico, refrescante y un toque de acidez irresistible, también es diurética. Es un refresco natural a base de agua, por lo que ayuda a reducir la retención de líquidos, lo cual ayuda a reducir la hipertensión arterial.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,San Luis Agua Sin Gas,2.1,"Ayuda a Regular la Temperatura de tu Cuerpo, Especialmente Durante el Ejercicio, Cuando Empiezas a Sudar, Ayuda a la Sangre a Transportar Oxígeno y el Nivel de Energía Aumenta Cuando el Cuerpo Está Bien Hidratado.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,Coca-Cola Gaseosa Sabor Original 500 mL,3.0,"La de Siempre, Original y Deliciosa, la Que Refresca a Millones de Personas en Todo el Mundo, la Gaseosa de Tradición Que Con su Burbujeante Efecto te Refresca y Brinda Confort a tu Cuerpo, Infaltable en la Mesa Para Vivir Buenos Momentos.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,Inca Kola Bebida Gaseosa Sabor Original 500 mL,3.0,"Sacia tu antojo con una bebida fría, de sabor dulce, color amarillo dorado, el ingrediente principal es la planta de hierba luisa. Ideal para acompañar tus comidas favoritas en cualquier momento del día.",2024-12-06 21:20:35.355880
Oxxo,Bebidas,Coca-Cola Gaseosa Sin Azúcar 500 mL,3.0,Deliciosa y Refrescante Bebida Carbonatada Con el Sabor de la Cola Clásica. Perfecta Para Aquellos Que Quieran Acompañar Sus Comidas o Reuniones.,2024-12-06 21:20:35.355880
Oxxo,Bebidas,Coca-Cola Gaseosa Sabor Original 2.5 L,7.5,"Ideal Para Compartir Con tu Familia o Amigos. Siente el Sabor Original e Inconfundible de Coca-Cola, Perfecta Para Acompañar Tus Comidas Favoritas de Una Forma Deliciosa y Refrescante.",2024-12-06 21:20:35.355880
