Market_id,Market_name,Market_cat_id,Market_cat_name,Market_cat_url,Product_name,Product_price,Product_description,scrape_timestamp
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Sublime Chocolate con Leche con Maní,3.5,"¡Una sonrisa puede cambiarlo todo! Por eso, conoce el chocolate con leche y maní favorito de los peruanos: Sublime, que sin duda te recargará el ánimo.  ",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Costa Barquillos Obsesión Rellenos con Crema de Chocolate,1.6,"Disfruta de estos deliciosos y crujientes barquillos, rellenos de crema de chocolate. Son perfectos para compartir con los que más quieres.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Hersheys Chocolate Blanco Cookies and Creme,2.6,"Deliciosa chocolatina con trozos de galleta que le aportan mucha textura y sabor. Perfecta para disfrutarla como postre después del almuerzo o para dar un rico, exquisito y lindo detalle con quien desees.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Hersheys Barra de Chocolate con Leche,2.6,"Disfruta con el delicioso y cremoso sabor de barras Hershey’s, exquisita versión de chocolate con leche. Perfecta para llevar a donde quieras que vayas y disfrutar de su original sabor.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Nestlé Wafer Con Crema Sublime Power,1.6,Bolsa.,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Chocolate Canonazo Extra 39 G,1.8,CHOCOLATE CANONAZO EXTRA 39 G,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json, Lentejas Gragea sabor Chocolate Confitado,2.9,Grageas sabor a chocolate confitado en forma de lentetejas. Perfecto para decorar tus postres o disfrutar solos.,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Besos de Moza Galleta Sabor Vainilla y Merengue ,13.3,"Disfruta de una deliciosa galleta, que está compuesta de un trozo de merengue italiano, cubierto de chocolate amargo, perfecta para endulzarte en cualquier momento del día. Caja contiene 9 unidades por 24 gramos cada una. ",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,La Ibérica Barra de Chocolate Milky con Cacao,5.7,"Deliciosa barra de chocolate con leche, con 40 % de cacao, te brinda una explosión de sabor en tu boca que no puedes dejar de probar.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Princesa Chocolate Relleno con Crema de Maní,2.9,Princesa chocolate relleno con crema de maní. Perfecto para cualquier momento del día ,2024-12-03 14:45:12.837898
