unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
,Hamburguesa Parrillera BELL'S SELECCIÓN Paquete 4un,S/ 17.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa Parrillera BELL'S SELECCIÓN Paquete,17.9,vivanda,BELL'S SELECCIÓN,HAMBURGUESA
Caja 600g,Milanesa de Pescado SEAFROST Caja 600g,S/ 17.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,600.0,g,Milanesa de Pescado SEAFROST Caja,17.9,plaza_vea,,HAMBURGUESA
Caja 4un,Hamburguesa Parrillera BELL'S SELECCIÓN Paquet...,S/ 17.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa Parrillera BELL'S SELECCIÓN Paquet,17.9,plaza_vea,,HAMBURGUESA
Caja 4un,Hamburguesa de Pollo Parrillera Finas Hierbas ...,S/ 17.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa de Pollo Parrillera Finas Hierbas,17.9,plaza_vea,,HAMBURGUESA
,Hamburguesa de Salmón UMI Bolsa 360g,S/ 18.40,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,360.0,g,Hamburguesa de Salmón UMI Bolsa,18.4,vivanda,UMIFOODS,HAMBURGUESA
,Hamburguesa Vegetariana de Soya Kartriso Bandeja 500 g,S/ 18.60,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,500.0,g,Hamburguesa Vegetariana de Soya Kartriso Bandeja,18.6,wong,,HAMBURGUESA
Caja 4un,Hamburguesa de Pollo Parrillera REDONDOS Caja ...,S/ 19.30 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa de Pollo Parrillera REDONDOS Caja,19.3,plaza_vea,,HAMBURGUESA
,Carbón Vegetal Beef Maker 3kg,S/ 19.43,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,3.0,kg,Carbón Vegetal Beef Maker,19.43,wong,,HAMBURGUESA
Bolsa 510g,Hamburguesa de Pollo SAN FERNANDO Bolsa 6un,S/ 19.50 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,510.0,g,Hamburguesa de Pollo SAN FERNANDO Bolsa,19.5,plaza_vea,,HAMBURGUESA
,Hamburguesa de Res La Segoviana Bolsa 14un,S/ 19.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,14.0,un,Hamburguesa de Res La Segoviana Bolsa,19.9,wong,,HAMBURGUESA
,Hamburguesa Parrillera de Pollo Redondos 600g,S/ 19.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,600.0,g,Hamburguesa Parrillera de Pollo Redondos,19.9,wong,,HAMBURGUESA
Presentación 1.1 kg aprox.,Hamburguesa Casera de Res LA FLORENCIA,S/ 19.90 x kg,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,1.1,kg,Hamburguesa Casera de Res LA FLORENCIA,19.9,plaza_vea,,HAMBURGUESA
Presentación 1.2 kg aprox.,Nuggets de Pollo REDONDOS,S/ 19.90 x kg,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,1.2,kg,Nuggets de Pollo REDONDOS,19.9,plaza_vea,,HAMBURGUESA
Caja 600g,Hamburguesa Parrillera de Pollo AVINKA Caja 4u...,S/ 20.40 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,600.0,g,Hamburguesa Parrillera de Pollo AVINKA Caja 4u,20.4,plaza_vea,,HAMBURGUESA
,Hamburguesa Parrillera de Pollo AVINKA Caja 4un,S/ 20.40,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa Parrillera de Pollo AVINKA Caja,20.4,vivanda,AVINKA,HAMBURGUESA
,Hamburguesa de Trucha Piscis Bolsa 500 g,S/ 20.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,500.0,g,Hamburguesa de Trucha Piscis Bolsa,20.5,wong,,HAMBURGUESA
,Nuggets de Pescado Empanizado Seafrost 500g,S/ 20.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,500.0,g,Nuggets de Pescado Empanizado Seafrost,20.5,wong,,HAMBURGUESA
,Nuggets de Tilapia Marina Santa Priscila 454g,S/ 20.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,454.0,g,Nuggets de Tilapia Marina Santa Priscila,20.5,wong,,HAMBURGUESA
,Hamburguesa de Lentejas DELLANATURA Caja 400g,S/ 20.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,400.0,g,Hamburguesa de Lentejas DELLANATURA Caja,20.9,vivanda,DELLANATURA,HAMBURGUESA
,Hamburguesas Vegetarianas Della Natura Sabor Ahumado 400g,S/ 20.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,400.0,g,Hamburguesas Vegetarianas Della Natura Sabor Ahumado,20.9,wong,,HAMBURGUESA
,Hamburguesa Vegetariana de Lentejas Della Natura 400g,S/ 20.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,400.0,g,Hamburguesa Vegetariana de Lentejas Della Natura,20.9,wong,,HAMBURGUESA
,Hamburguesas Vegetarianas Finas Hierbas Della Natura 400g,S/ 20.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,400.0,g,Hamburguesas Vegetarianas Finas Hierbas Della Natura,20.9,wong,,HAMBURGUESA
Caja 400g,Hamburguesa de Lentejas DELLANATURA Caja 400g,S/ 20.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,400.0,g,Hamburguesa de Lentejas DELLANATURA Caja,20.9,plaza_vea,,HAMBURGUESA
Caja 10un,Mix Mini Hamburguesas SANÚA Caja 500g,S/ 21.19 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,10.0,un,Mix Mini Hamburguesas SANÚA Caja,21.19,plaza_vea,,HAMBURGUESA
Caja 5un,Hamburguesa de Lentejas y Champiñones SANÚA Ca...,S/ 21.19 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,5.0,un,Hamburguesa de Lentejas y Champiñones SANÚA Ca,21.19,plaza_vea,,HAMBURGUESA
Caja 5un,Hamburguesa de Garbanzos y Espinacas SANÚA Caj...,S/ 21.19 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,5.0,un,Hamburguesa de Garbanzos y Espinacas SANÚA Caj,21.19,plaza_vea,,HAMBURGUESA
Caja 5un,Hamburguesa Mixta SANÚA Caja 5un,S/ 21.19 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,5.0,un,Hamburguesa Mixta SANÚA Caja,21.19,plaza_vea,,HAMBURGUESA
,Mix Mini Hamburguesas SANÚA Caja 500g,S/ 21.19,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,500.0,g,Mix Mini Hamburguesas SANÚA Caja,21.19,vivanda,SANUA,HAMBURGUESA
,Hamburguesa Parrillera 680 g,S/ 21.38,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,680.0,g,Hamburguesa Parrillera,21.38,tottus,LOS HIERROS,HAMBURGUESA
,Filete de Merluza Empanizada Seafrost 500g,S/ 21.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,500.0,g,Filete de Merluza Empanizada Seafrost,21.9,wong,,HAMBURGUESA
,Mini Hamburguesas de Quinua y Chía Sanúa 10un,S/ 22.40,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,10.0,un,Mini Hamburguesas de Quinua y Chía Sanúa,22.4,wong,,HAMBURGUESA
,Mini Hamburguesas de Garbanzos y Espinaca Sanúa 10un,S/ 22.40,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,10.0,un,Mini Hamburguesas de Garbanzos y Espinaca Sanúa,22.4,wong,,HAMBURGUESA
,Mini Hamburguesas de Camote y Frijoles Negros Sanúa 10un,S/ 22.40,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,10.0,un,Mini Hamburguesas de Camote y Frijoles Negros Sanúa,22.4,wong,,HAMBURGUESA
,Mini Hamburguesas de Lentejas y Champiñones Sanúa 10un,S/ 22.40,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,10.0,un,Mini Hamburguesas de Lentejas y Champiñones Sanúa,22.4,wong,,HAMBURGUESA
,Mini Hamburguesas de Frijol Negro y Quinua Sanúa 10un,S/ 22.40,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,10.0,un,Mini Hamburguesas de Frijol Negro y Quinua Sanúa,22.4,wong,,HAMBURGUESA
Bolsa 600g,Hamburguesa de Res LOS HIERROS Bolsa 4un x 150...,S/ 22.49 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,600.0,g,Hamburguesa de Res LOS HIERROS Bolsa  x 150,22.49,plaza_vea,,HAMBURGUESA
,Hamburguesa de Perico Umi Foods Caja 500 g,S/ 22.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,500.0,g,Hamburguesa de Perico Umi Foods Caja,22.5,wong,,HAMBURGUESA
Paquete 10un,Mini Hamburguesa Angus BELL'S SELECCIÓN Paquet...,S/ 22.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,10.0,un,Mini Hamburguesa Angus BELL'S SELECCIÓN Paquet,22.9,plaza_vea,,HAMBURGUESA
,Hamburguesa de Quinua DELLANATURA Caja 400g,S/ 22.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,400.0,g,Hamburguesa de Quinua DELLANATURA Caja,22.9,vivanda,DELLANATURA,HAMBURGUESA
Bolsa 500g,Hamburguesa de Trucha PISCIS Bolsa 500g,S/ 22.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,500.0,g,Hamburguesa de Trucha PISCIS Bolsa,22.9,plaza_vea,,HAMBURGUESA
,Mini Hamburguesa Angus BELL'S SELECCIÓN Paquete 10un,S/ 22.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,10.0,un,Mini Hamburguesa Angus BELL'S SELECCIÓN Paquete,22.9,vivanda,BELL'S SELECCIÓN,HAMBURGUESA
Caja 400g,Hamburguesa de Quinua DELLANATURA Caja 400g,S/ 22.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,400.0,g,Hamburguesa de Quinua DELLANATURA Caja,22.9,plaza_vea,,HAMBURGUESA
Caja 4un,Hamburguesa OREGON FOODS Parrillera de Pollo C...,S/ 23 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa OREGON FOODS Parrillera de Pollo C,23.0,plaza_vea,,HAMBURGUESA
,Hamburguesas de Camote y Frijoles Negros Sanúa 5un,S/ 23.20,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,5.0,un,Hamburguesas de Camote y Frijoles Negros Sanúa,23.2,wong,,HAMBURGUESA
,Mix de Hamburguesas Vegetarianas Sanúa 5un,S/ 23.20,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,5.0,un,Mix de Hamburguesas Vegetarianas Sanúa,23.2,wong,,HAMBURGUESA
,Hamburguesas de Lentejas y Champiñones Sanúa 5un,S/ 23.20,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,5.0,un,Hamburguesas de Lentejas y Champiñones Sanúa,23.2,wong,,HAMBURGUESA
Paquete 8un,Hamburguesa OTTO KUNZ Premium de Res Bolsa 8un,S/ 23.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,8.0,un,Hamburguesa OTTO KUNZ Premium de Res Bolsa,23.9,plaza_vea,,HAMBURGUESA
Caja 600g,Hamburguesa Veggie BON BEEF Caja 600g,S/ 23.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,600.0,g,Hamburguesa Veggie BON BEEF Caja,23.9,plaza_vea,,HAMBURGUESA
Bolsa 8un,Hamburguesa de Res y Cerdo SAN FERNANDO Bolsa ...,S/ 23.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,8.0,un,Hamburguesa de Res y Cerdo SAN FERNANDO Bolsa,23.9,plaza_vea,,HAMBURGUESA
,Hamburguesa Parrillera Duroc 600 g,S/ 24.50,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,600.0,g,Hamburguesa Parrillera Duroc,24.5,tottus,REDONDOS,HAMBURGUESA
Bolsa 600g,Suprema de Pollo AVINKA Bolsa 4un,S/ 24.70 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,600.0,g,Suprema de Pollo AVINKA Bolsa,24.7,plaza_vea,,HAMBURGUESA
,HAMB. RES PREMIUM X 8 UNIDADES,S/ 24.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,8.0,un,HAMB. RES PREMIUM X ADES,24.9,tottus,OTTO KUNZ,HAMBURGUESA
,HAMBURGUESA GARBANZOS Y ESPINACA X 600G,S/ 24.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,600.0,g,HAMBURGUESA GARBANZOS Y ESPINACA X,24.9,tottus,SANUA,HAMBURGUESA
Caja 10un,Hamburguesa La Magnifica Bolsa 10un,S/ 24.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,10.0,un,Hamburguesa La Magnifica Bolsa,24.9,plaza_vea,,HAMBURGUESA
,Mix de hamburguesas Sanúa 600 g,S/ 24.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,600.0,g,Mix de hamburguesas Sanúa,24.9,tottus,SANUA,HAMBURGUESA
Bolsa 3un,Milanesa de Res Super RANCHERAS Bolsa x 3un,S/ 24.99 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,3.0,un,Milanesa de Res Super RANCHERAS Bolsa x,24.99,plaza_vea,,HAMBURGUESA
,Carbón Vegetal Beef Maker 5kg,S/ 25.43,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,5.0,kg,Carbón Vegetal Beef Maker,25.43,wong,,HAMBURGUESA
Bolsa 600g,Milanesa de Pollo AVINKA Bolsa 4un,S/ 25.70 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,600.0,g,Milanesa de Pollo AVINKA Bolsa,25.7,plaza_vea,,HAMBURGUESA
,Hamburguesa Premium 800 g,S/ 25.73,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,800.0,g,Hamburguesa Premium,25.73,tottus,LOS HIERROS,HAMBURGUESA
Presentación 1.2 kg aprox.,Hamburguesa de Res Premium LA FLORENCIA,S/ 25.90 x kg,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,1.2,kg,Hamburguesa de Res Premium LA FLORENCIA,25.9,plaza_vea,,HAMBURGUESA
Presentación 1 kg aprox.,Hamburguesa de Pollo Parrillera Premium,S/ 25.90 x kg,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,1.0,kg,Hamburguesa de Pollo Parrillera Premium,25.9,plaza_vea,,HAMBURGUESA
Bolsa 8un,Hamburguesa de Pollo OREGON FOODS Bolsa 8un,S/ 25.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,8.0,un,Hamburguesa de Pollo OREGON FOODS Bolsa,25.9,plaza_vea,,HAMBURGUESA
,Hamburguesa de Pollo OREGON FOODS Bolsa 8un,S/ 25.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,8.0,un,Hamburguesa de Pollo OREGON FOODS Bolsa,25.9,vivanda,OREGON FOODS,HAMBURGUESA
,Enrollado de Pollo con Frutas Secas 1 kg,S/ 26.18,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.0,kg,Enrollado de Pollo con Frutas Secas,26.18,tottus,TOTTUS,HAMBURGUESA
,ENROLLADO DE POLLO CON JAMON QUESO X1KG,S/ 26.18,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.0,kg,ENROLLADO DE POLLO CON JAMON QUESO X,26.18,tottus,TOTTUS,HAMBURGUESA
,Hamburguesa de Res OREGON Foods Bolsa 8un,S/ 26.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,8.0,un,Hamburguesa de Res OREGON Foods Bolsa,26.9,vivanda,OREGON FOODS,HAMBURGUESA
,Hamburguesas Parrilleras Wong Caja 4un,S/ 26.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesas Parrilleras Wong Caja,26.9,wong,,HAMBURGUESA
,HAMBURGUESA PREMIUM PARRILLERA OK X 4UN,S/ 26.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,4.0,un,HAMBURGUESA PREMIUM PARRILLERA OK X,26.9,tottus,OTTO KUNZ,HAMBURGUESA
Bolsa 8un,Hamburguesa de Res OREGON Foods Bolsa 8un,S/ 26.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,8.0,un,Hamburguesa de Res OREGON Foods Bolsa,26.9,plaza_vea,,HAMBURGUESA
,Mini Burger de Res Argentina Cuisine & Co 12un,S/ 27.00,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,12.0,un,Mini Burger de Res Argentina Cuisine & Co,27.0,wong,,HAMBURGUESA
,Hamburguesa de Cordero La Genovesa 2un,S/ 27.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,2.0,un,Hamburguesa de Cordero La Genovesa,27.5,wong,,HAMBURGUESA
,ENROLLADO DE CERDO CON JAMON Y QUESO X1KG,S/ 27.68,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.0,kg,ENROLLADO DE CERDO CON JAMON Y QUESO X,27.68,tottus,TOTTUS,HAMBURGUESA
,ENROLLADO DE CERDO CON TOCINO Y GUINDONES X1KG,S/ 27.68,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.0,kg,ENROLLADO DE CERDO CON TOCINO Y GUINDONES X,27.68,tottus,TOTTUS,HAMBURGUESA
Bolsa 4un,Milanesa de Pechuga de Pollo OREGON FOODS Bols...,S/ 27.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Milanesa de Pechuga de Pollo OREGON FOODS Bols,27.9,plaza_vea,,HAMBURGUESA
,Porciones de Merluza Empanizada Congelada Seafrost Bolsa 1 Kg,S/ 27.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,1.0,kg,Porciones de Merluza Empanizada Congelada Seafrost Bolsa,27.9,wong,,HAMBURGUESA
,Hamburguesa de Lentejas y Champiñones SANÚA Caja 5un,S/ 28.00,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,5.0,un,Hamburguesa de Lentejas y Champiñones SANÚA Caja,28.0,vivanda,SANUA,HAMBURGUESA
,Hamburguesa Mixta SANÚA Caja 5un,S/ 28.00,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,5.0,un,Hamburguesa Mixta SANÚA Caja,28.0,vivanda,SANUA,HAMBURGUESA
,Hamburguesa de Garbanzos y Espinacas SANÚA Caja 5un,S/ 28.00,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,5.0,un,Hamburguesa de Garbanzos y Espinacas SANÚA Caja,28.0,vivanda,SANUA,HAMBURGUESA
,Hamburguesas de Res Oregon Foods 8un,S/ 28.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,8.0,un,Hamburguesas de Res Oregon Foods,28.5,wong,,HAMBURGUESA
,HAMBURGUESA POLLO OF TRAD 8UN X 680G,S/ 28.50,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,8.0,un,HAMBURGUESA POLLO OF TRAD  X,28.5,tottus,OREGON FOODS,HAMBURGUESA
Paquete 4un,Hamburguesa OTTO KUNZ Parrillera de Res Bolsa ...,S/ 28.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa OTTO KUNZ Parrillera de Res Bolsa,28.9,plaza_vea,,HAMBURGUESA
,Hamburguesa Parrillera OF 600 g (4 unidades),S/ 28.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,600.0,g,Hamburguesa Parrillera OF  (ades),28.9,tottus,OREGON FOODS,HAMBURGUESA
,Hamburguesa de Res Otto Kunz 8un,S/ 28.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,8.0,un,Hamburguesa de Res Otto Kunz,28.9,wong,,HAMBURGUESA
,Hamburguesa OTTO KUNZ Parrillera de Res Bolsa 4un,S/ 29.00,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa OTTO KUNZ Parrillera de Res Bolsa,29.0,vivanda,OTTO KUNZ,HAMBURGUESA
,Hamburguesas Parrilleras Los Hierros 4un,S/ 29.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesas Parrilleras Los Hierros,29.9,wong,,HAMBURGUESA
Bolsa 454g,Filete de Tilapia Apanada SANTA PRISCILA Bolsa...,S/ 29.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,454.0,g,Filete de Tilapia Apanada SANTA PRISCILA Bolsa,29.9,plaza_vea,,HAMBURGUESA
,MINI HAMBURGUESA X 600G,S/ 29.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,600.0,g,MINI HAMBURGUESA X,29.9,tottus,OTTO KUNZ,HAMBURGUESA
,Hamburguesa Parrillera de Res Otto Kunz 4un,S/ 29.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa Parrillera de Res Otto Kunz,29.9,wong,,HAMBURGUESA
,Hamburguesa de Ternero Wong Gourmet 4un,S/ 30.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Ternero Wong Gourmet,30.9,wong,,HAMBURGUESA
,Mini Hamburguesa Parrillera OTTO KUNZ Caja 600g,S/ 30.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,600.0,g,Mini Hamburguesa Parrillera OTTO KUNZ Caja,30.9,vivanda,OTTO KUNZ,HAMBURGUESA
Caja 4un,Hamburguesa OREGON FOODS Parrillera Novillo Ca...,S/ 31 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa OREGON FOODS Parrillera Novillo Ca,31.0,plaza_vea,,HAMBURGUESA
,Hamburguesa de Langostino Santa Priscila 4un.,S/ 31.50,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Langostino Santa Priscila .,31.5,wong,,HAMBURGUESA
Caja 4un,Hamburguesa Parrillera BON BEEF Caja 4un,S/ 31.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa Parrillera BON BEEF Caja,31.9,plaza_vea,,HAMBURGUESA
Caja 8un,Mini Hamburguesa Angus BON BEEF Caja 8un,S/ 31.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,8.0,un,Mini Hamburguesa Angus BON BEEF Caja,31.9,plaza_vea,,HAMBURGUESA
,Hamburguesa al Guanciale La Genovesa 2un,S/ 32.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,2.0,un,Hamburguesa al Guanciale La Genovesa,32.9,wong,,HAMBURGUESA
,Hamburguesas Parrilleras Oregon Foods 4un,S/ 32.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesas Parrilleras Oregon Foods,32.9,wong,,HAMBURGUESA
,Hamburguesa Angus BELL'S SELECCIÓN Paquete 4un,S/ 32.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa Angus BELL'S SELECCIÓN Paquete,32.9,vivanda,BELL'S SELECCIÓN,HAMBURGUESA
,Hamburguesa BEST MEATS Parrillera Novillo Caja 4un,S/ 32.90,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,4.0,un,Hamburguesa BEST MEATS Parrillera Novillo Caja,32.9,vivanda,BEST MEATS,HAMBURGUESA
Paquete 4un,Hamburguesa Angus BELL'S SELECCIÓN Paquete 4un,S/ 32.90 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,4.0,un,Hamburguesa Angus BELL'S SELECCIÓN Paquete,32.9,plaza_vea,,HAMBURGUESA
,Rodajas de Pepinillo en Conserva HENGSTENBERG Para Hamburguesas Frasco 330g,S/ 33.80,vivanda,HAMBURGUESA,2024-12-05 21:46:36.928873,330.0,g,Rodajas de Pepinillo en Conserva HENGSTENBERG Para Hamburguesas Frasco,33.8,vivanda,HENGSTENBERG,HAMBURGUESA
,Hamburguesas Premium Los Hierros 4un,S/ 33.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesas Premium Los Hierros,33.9,wong,,HAMBURGUESA
,Hamburguesa de Cerdo Finas Hierbas Terraza Grill 4un,S/ 33.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Cerdo Finas Hierbas Terraza Grill,33.9,wong,,HAMBURGUESA
,Tizón Especial Arizona Bolsa 5 Kg,S/ 34.49,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,5.0,kg,Tizón Especial Arizona Bolsa,34.49,wong,,HAMBURGUESA
,Enrollado de Pollo con Fruta 1.3 kg,S/ 35.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.3,kg,Enrollado de Pollo con Fruta,35.9,tottus,REDONDOS,HAMBURGUESA
,Enrollado de Pollo Cordon Bleu 1.3 kg,S/ 35.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.3,kg,Enrollado de Pollo Cordon Bleu,35.9,tottus,REDONDOS,HAMBURGUESA
,Hamburguesa de Vegetales Syfferent Smash Burger 4un,S/ 36.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Vegetales Syfferent Smash Burger,36.9,wong,,HAMBURGUESA
,Mini Hamburguesas Angus Bon Beef Caja 8 Unid,S/ 37.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,8.0,un,Mini Hamburguesas Angus Bon Beef Caja,37.9,wong,,HAMBURGUESA
,Hamburguesa de Carne de Res Wong Gourmet 4un,S/ 39.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Carne de Res Wong Gourmet,39.9,wong,,HAMBURGUESA
,Hamburguesa de Res Argentina Cuisine & Co Burger 4un,S/ 39.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Res Argentina Cuisine & Co Burger,39.9,wong,,HAMBURGUESA
,Enrollado de Cerdo con Frutas 1.3 kg,S/ 39.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.3,kg,Enrollado de Cerdo con Frutas,39.9,tottus,REDONDOS,HAMBURGUESA
,Mini Hamburguesas Wong Gourmet 10un,S/ 39.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,10.0,un,Mini Hamburguesas Wong Gourmet,39.9,wong,,HAMBURGUESA
,Hamburguesa de Res Osso 4un,S/ 46.90,wong,HAMBURGUESA,2024-12-05 18:07:05.955778,4.0,un,Hamburguesa de Res Osso,46.9,wong,,HAMBURGUESA
Caja 600g,Mini Hamburguesas OREGON FOODS Carne Angus Caj...,S/ 49.50 un,plaza_vea,HAMBURGUESA,2024-12-05 14:53:55.436035,600.0,g,Mini Hamburguesas OREGON FOODS Carne Angus Caj,49.5,plaza_vea,,HAMBURGUESA
,Enrollado Delizia de Pavo San Fernando 1 kg,S/ 49.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.0,kg,Enrollado Delizia de Pavo San Fernando,49.9,tottus,,HAMBURGUESA
,Enrollado Americano de Pavo San Fernando 1.3 kg,S/ 49.90,tottus,HAMBURGUESA,2024-12-05 11:36:18.590183,1.3,kg,Enrollado Americano de Pavo San Fernando,49.9,tottus,,HAMBURGUESA
