description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Clavo de Olor Entero KARIÑO Sobre 4g,Kariño,4.0,g,0.7,vega,2024-12-05 13:16:20.276337,SAZONADORES CONCENTRADOS,1.0,kg,175.0
Canela Entera KARIÑO Sobre 3g,Kariño,3.0,g,0.9,vega,2024-12-05 13:16:20.276337,SAZONADORES CONCENTRADOS,1.0,kg,300.0
Orégano Vega Molido Sobre 11g,Vega,11.0,g,0.9,vega,2024-12-05 13:16:20.276337,SAZONADORES CONCENTRADOS,1.0,kg,81.81818181818183
Salsa SIBARITA Sazonador sin picante Sobre 32....,,32.4,g,1.1,plaza_vea,2024-12-05 15:53:42.978276,SAZONADORES CONCENTRADOS,1.0,kg,33.95061728395062
Sazonador SIBARITA Amarillin Salsa de Ají Sobr...,,31.2,g,1.6,plaza_vea,2024-12-05 15:53:42.978276,SAZONADORES CONCENTRADOS,1.0,kg,51.282051282051285
Concentrado de Tomate POMAROLA Doypack 110g,POMAROLA,110.0,g,1.8,vivanda,2024-12-05 22:27:05.385737,SAZONADORES CONCENTRADOS,1.0,kg,16.363636363636367
Puré de Tomate Pomarola Concentrado 110 g,MOLITALIA,110.0,g,1.8,tottus,2024-12-05 12:37:23.613738,SAZONADORES CONCENTRADOS,1.0,kg,16.363636363636367
Concentrado de Tomate POMAROLA Doypack 110g,,110.0,g,1.8,plaza_vea,2024-12-05 15:53:42.978276,SAZONADORES CONCENTRADOS,1.0,kg,16.363636363636367
Sazonador Glutamato Monosódico NAKAMITO Bolsa 100g,NAKAMITO,100.0,g,1.9,vivanda,2024-12-05 22:27:05.385737,SAZONADORES CONCENTRADOS,1.0,kg,19.0
Sazonador Glutamato Monosódico NAKAMITO Bolsa ...,,100.0,g,1.9,plaza_vea,2024-12-05 15:53:42.978276,SAZONADORES CONCENTRADOS,1.0,kg,19.0
Caldo de Gallina DOÑA GUSTA Concentrado en Polvo Caja 42g,DOÑA GUSTA,42.0,g,2.2,vivanda,2024-12-05 22:27:05.385737,SAZONADORES CONCENTRADOS,1.0,kg,52.38095238095238
Caldo de Tocino DOÑA GUSTA concentrado en Polvo Sobre 7g Caja 6un,DOÑA GUSTA,7.0,g,2.2,vivanda,2024-12-05 22:27:05.385737,SAZONADORES CONCENTRADOS,1.0,kg,314.28571428571433
Caldo de Carne DOÑA GUSTA Concentrado en Polvo...,,42.0,g,2.2,plaza_vea,2024-12-05 15:53:42.978276,SAZONADORES CONCENTRADOS,1.0,kg,52.38095238095238
Caldo de Gallina DOÑA GUSTA Concentrado en Pol...,,42.0,g,2.2,plaza_vea,2024-12-05 15:53:42.978276,SAZONADORES CONCENTRADOS,1.0,kg,52.38095238095238
Caldo Concentrado Sabor Tocino Doña Gusta Caja 42 g,,42.0,g,2.2,metro,2024-12-05 16:36:24.799087,SAZONADORES CONCENTRADOS,1.0,kg,52.38095238095238
Caldo Concentrado Sabor Tocino Doña Gusta Caja 42 g,,42.0,g,2.3,wong,2024-12-05 19:14:24.897777,SAZONADORES CONCENTRADOS,1.0,kg,54.76190476190475
Sal EMSAL Cocina Bolsa 1Kg,Emsal,1.0,kg,2.4,vega,2024-12-05 13:16:20.276337,SAZONADORES CONCENTRADOS,1.0,kg,2.4
Vinagre TIMONEL Blanco Botella 500g,Timonel,500.0,g,2.6,vega,2024-12-05 13:16:20.276337,SAZONADORES CONCENTRADOS,1.0,kg,5.2
Sazonador AJINOMOTO Sobre 100gr,Ajinomoto,100.0,g,2.8,vega,2024-12-05 13:16:20.276337,SAZONADORES CONCENTRADOS,1.0,kg,28.0
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio...,,100.0,g,2.9,plaza_vea,2024-12-05 15:53:42.978276,SAZONADORES CONCENTRADOS,1.0,kg,29.0
Sazonador Bolsa 100 g,AJINOMOTO,100.0,g,2.9,tottus,2024-12-05 12:37:23.613738,SAZONADORES CONCENTRADOS,1.0,kg,29.0
Mezcla para Apanar AJINOMIX Apanado Bolsa 96gr,AJINOMIX,96.0,g,3.0,vega,2024-12-05 13:16:20.276337,SAZONADORES CONCENTRADOS,1.0,kg,31.25
