description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Refresco UMSHA Fresa Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-05 22:36:05.964076,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco UMSHA Chicha Morada Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-05 22:36:05.964076,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco UMSHA Piña Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-05 22:36:05.964076,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco UMSHA Maracuyá Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-05 22:36:05.964076,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Cebada Instantánea Ecco 12g,,12.0,g,1.0,metro,2024-12-05 16:55:59.149114,REFRESCO ENVASADO (FLUIDO),12.0,g,1.0
Refresco UMSHA Chicha Morada Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-05 16:08:53.557934,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Bebida Instantánea Umsha Chicha Morada 13g,,13.0,g,1.0,metro,2024-12-05 16:55:59.149114,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Bebida Instantánea Umsha Fresa 13g,,13.0,g,1.0,metro,2024-12-05 16:55:59.149114,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco UMSHA Fresa Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-05 16:08:53.557934,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco UMSHA Maracuyá Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-05 16:08:53.557934,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco UMSHA Piña Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-05 16:08:53.557934,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco UMSHA Naranja Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-05 16:08:53.557934,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0
Refresco Instantáneo Sabores de Mi Tierra Chicha Morada Sobre 15 g,,15.0,g,1.2,metro,2024-12-05 16:55:59.149114,REFRESCO ENVASADO (FLUIDO),15.0,g,1.2
