description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Sillau Kikko Botella 160 ml,,160.0,ml,1.8,metro,2024-12-05 16:41:56.742564,SILLAO,160.0,ml,1.8
Sillao BELL'S Botella 250ml,BELL'S,250.0,ml,2.19,vivanda,2024-12-05 22:28:59.941892,SILLAO,250.0,ml,2.19
Sillao BELL'S Botella 250ml,,250.0,ml,2.19,plaza_vea,2024-12-05 15:57:33.570665,SILLAO,250.0,ml,2.19
Sillao AJINOSILLAO Botella 150ml,Ajinosillao,150.0,ml,2.3,vega,2024-12-05 13:19:46.584591,SILLAO,150.0,ml,2.3
Sillao AJI-NO-SILLAO Botella 150ml,,150.0,ml,2.4,plaza_vea,2024-12-05 15:57:33.570665,SILLAO,150.0,ml,2.4
Sillao AJI-NO-SILLAO Botella 150ml,AJINOSILLAO,150.0,ml,2.4,vivanda,2024-12-05 22:28:59.941892,SILLAO,150.0,ml,2.4
Ajino Sillao 150 mL,AJINOSILLAO,150.0,ml,2.5,tottus,2024-12-05 12:39:52.372435,SILLAO,150.0,ml,2.5
Vinagre Tinto Cuisine & Co 500ml,,500.0,ml,2.9,metro,2024-12-05 16:41:56.742564,SILLAO,500.0,ml,2.9
Sillao AJINOSILLAO Botella 280ml,Ajinosillao,280.0,ml,3.0,vega,2024-12-05 13:19:46.584591,SILLAO,280.0,ml,3.0
Vinagre Blanco Sibarita Botella 500 ml,,500.0,ml,3.4,metro,2024-12-05 16:41:56.742564,SILLAO,500.0,ml,3.4
Vinagre Tinto Sibarita Botella 500 ml,,500.0,ml,3.4,metro,2024-12-05 16:41:56.742564,SILLAO,500.0,ml,3.4
Vinagre Tinto Florida Botella Plástica 625 ml,,625.0,ml,3.5,metro,2024-12-05 16:41:56.742564,SILLAO,625.0,ml,3.5
Sillao BELL'S Botella 500ml,BELL'S,500.0,ml,3.5,vivanda,2024-12-05 22:28:59.941892,SILLAO,500.0,ml,3.5
Sillau #06 Kikko Botella 350 ml,,350.0,ml,3.5,metro,2024-12-05 16:41:56.742564,SILLAO,350.0,ml,3.5
Sillao BELL'S Botella 500ml,,500.0,ml,3.5,plaza_vea,2024-12-05 15:57:33.570665,SILLAO,500.0,ml,3.5
Vinagre Blanco Florida Botella Plástica 625 ml,,625.0,ml,3.5,metro,2024-12-05 16:41:56.742564,SILLAO,625.0,ml,3.5
Ajino Sillao 280 mL,AJINOSILLAO,280.0,ml,3.6,tottus,2024-12-05 12:39:52.372435,SILLAO,280.0,ml,3.6
Salsa de Soya AJI-NO-SILLAO Frasco 280ml,,280.0,ml,3.6,plaza_vea,2024-12-05 15:57:33.570665,SILLAO,280.0,ml,3.6
Sillau Aji-No-Sillao Frasco 280 ml,,280.0,ml,3.7,metro,2024-12-05 16:41:56.742564,SILLAO,280.0,ml,3.7
Sillau Lam Botella 500 ml,,500.0,ml,4.0,metro,2024-12-05 16:41:56.742564,SILLAO,500.0,ml,4.0
Vinagre Tinto Cuisine & Co 1L,,1.0,l,4.3,metro,2024-12-05 16:41:56.742564,SILLAO,1.0,l,4.3
Vinagre Blanco Cuisine & Co 1L,,1.0,l,4.3,metro,2024-12-05 16:41:56.742564,SILLAO,1.0,l,4.3
Sillau Kikko Botella 500 ml,,500.0,ml,4.6,metro,2024-12-05 16:41:56.742564,SILLAO,500.0,ml,4.6
