description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Maíz Pop Corn BELL'S Dulce Bolsa 70g,BELL'S,70.0,g,2.1,vivanda,2024-12-05 21:27:37.900915,MAÍZ REVENTÓN (POP CORN),1.0,kg,30.0
Tortillas de maíz DORITOS Dinamita Bolsa 35g,Doritos,35.0,g,2.5,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,71.42857142857142
Tortillas de maíz DORITOS Dinamita Limón Bolsa 35g,Doritos,35.0,g,2.5,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,71.42857142857142
Camote Amarillo Especial Metro x kg,,1.0,kg,2.79,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,2.79
Camote Morado Metro x kg,,1.0,kg,2.79,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,2.79
Tortillas de Maíz Clásica Cuisine & Co Bolsa 65 g,,65.0,g,2.8,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,43.07692307692307
Pop Corn VEGA Bolsa 400g,Vega,400.0,g,2.9,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,7.25
Papa Blanca Yungay Metro x kg,,1.0,kg,2.99,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,2.99
Pop Corn TIMONEL Bolsa 400g,Timonel,400.0,g,3.1,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,7.75
Papa Canchán Procesada Especial x kg,,1.0,kg,3.29,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,3.29
Maíz Pop Corn Cuisine & Co 500g,,500.0,g,3.5,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,7.0
Maiz Cuzco Frito y Salado Cuisine&Co Bolsa 100 g,,100.0,g,3.68,wong,2024-12-05 17:30:42.708171,MAÍZ REVENTÓN (POP CORN),1.0,kg,36.800000000000004
Pop Corn PLANET POP Mantequilla Bolsa 85g,PLANET POP,85.0,g,3.7,vivanda,2024-12-05 21:27:37.900915,MAÍZ REVENTÓN (POP CORN),1.0,kg,43.529411764705884
Conserva de Maíz BELL'S Lata 150g,BELL'S,150.0,g,3.79,vivanda,2024-12-05 21:27:37.900915,MAÍZ REVENTÓN (POP CORN),1.0,kg,25.26666666666667
Maíz Pop Corn Bolsa 350 g,,350.0,g,3.8,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,10.857142857142858
Maíz con Miel Vita Pluss Bolsa 140 g,,140.0,g,3.9,wong,2024-12-05 17:30:42.708171,MAÍZ REVENTÓN (POP CORN),1.0,kg,27.857142857142854
Tortillas de maiz VEGA Natural Bolsa 150g,Vega,150.0,g,3.9,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,26.0
Maíz con Miel Vita Pluss Bolsa 140 g,,140.0,g,3.9,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,27.857142857142854
Maíz Pop Corn Costeño 500g,,500.0,g,4.0,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.0
Maíz Pop Corn Costeño 500g,,500.0,g,4.0,wong,2024-12-05 17:30:42.708171,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.0
Tortillas de Maíz DORITOS Queso Atrevido Bolsa 90g,Doritos,90.0,g,4.2,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,46.666666666666664
Maíz Pop Corn BELL'S Bolsa 500g,BELL'S,500.0,g,4.3,vivanda,2024-12-05 21:27:37.900915,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.6
Maíz Pop Corn Máxima 500g,,500.0,g,4.3,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.6
Maiz Pop Corn Paisana Bolsa 500 g,,500.0,g,4.4,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,8.8
Pop Corn Butter Extra Act II 91g,,91.0,g,4.6,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,50.54945054945055
Pop Corn ACT II con Extra Mantequilla Sobre 85g,Act II,85.0,g,4.6,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,54.11764705882352
Pop Corn ACT II con Mantequilla Sobre 80g,Act II,80.0,g,4.6,vega,2024-12-05 11:36:06.908991,MAÍZ REVENTÓN (POP CORN),1.0,kg,57.49999999999999
Pop Corn para Microondas Act II Sabor Mantequilla 91g,,91.0,g,4.6,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,50.54945054945055
Maíz Pop Corn COSTEÑO Bolsa 500g,COSTENO,500.0,g,4.6,vivanda,2024-12-05 21:27:37.900915,MAÍZ REVENTÓN (POP CORN),1.0,kg,9.2
Pop Corn Natural Act II Bolsa 80 g,,80.0,g,4.6,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,57.49999999999999
Maiz Pop Corn 500 g,TOTTUS,500.0,g,4.64,tottus,2024-12-05 11:08:04.425944,MAÍZ REVENTÓN (POP CORN),1.0,kg,9.28
Maíz Pop Corn Cuisine & Co 500g,,500.0,g,4.7,wong,2024-12-05 17:30:42.708171,MAÍZ REVENTÓN (POP CORN),1.0,kg,9.4
Maiz Cuzco Frito y Salado Cuisine&Co Bolsa 100 g,,100.0,g,4.7,metro,2024-12-05 15:03:32.824575,MAÍZ REVENTÓN (POP CORN),1.0,kg,47.0
