description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Paleta de Chocolate Bitter Giardino x Unid,,1.0,un,2.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,2.5
Keke Sabor Vainilla Relleno Gansito Marinela Paquete 50 g,,50.0,g,2.7,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,50.0,g,2.7
Pastel Pingüinos Sabor Cookies & Cream 80g,,80.0,g,3.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,80.0,g,3.5
Barra de Cereal Delisha Fit Granola 55g,,55.0,g,4.2,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,55.0,g,4.2
Brownie Tipo Trufa Delisha x Unid,,1.0,un,4.59,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.59
Brownie Tradicional Delisha x Un,,1.0,un,4.59,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.59
Brownie con Fudge Delisha x Un,,1.0,un,4.59,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.59
Cupcake Mascotas Gatito x unid,,1.0,un,4.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.9
Alfajores Gustozzi 2un,,2.0,un,6.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,2.0,un,6.9
Pastel Pingüinos Minix Sabor Cookies & Cream 200g,,200.0,g,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,200.0,g,8.9
Pastelitos Sabor Chocolate Marinela Pingüinos Minix 10un,,10.0,un,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,10.0,un,8.9
Copa Chocolúcuma Wong x Unid,,1.0,un,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,8.9
Copa Profiteroles Wong x Unid,,1.0,un,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,8.9
Galletas Dulce María Cachitos de Castañas Bolsa 100 g,,100.0,g,9.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,100.0,g,9.5
Galletas Dolce María IIditas 100g,,100.0,g,9.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,100.0,g,9.5
Galletas Dolce María Canestrellis 100g,,100.0,g,9.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,100.0,g,9.5
Copa Tres Leches Clásica Vaso 1 unid,,1.0,un,10.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,10.5
Copa Tres Leches de Chocolate x Unid,,1.0,un,10.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,10.5
Galletas de Chocolate con Naranja Cuisine & Co 8un,,8.0,un,14.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,8.0,un,14.9
Galletas de Vainilla con Choco Chips Cuisine & Co 8un,,8.0,un,14.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,8.0,un,14.9
Galletas de Avena Dulce Detalle 3un,,3.0,un,15.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,3.0,un,15.9
Brownies Surtidos Giardino 4un,,4.0,un,16.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,4.0,un,16.9
Alfajores Decorados Metro 18un,,18.0,un,18.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,18.0,un,18.9
Alfajor Bon o Bon Arcor Paquete 6 unidades,,6.0,un,19.6,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,6.0,un,19.6
Mini Muffins Giardino Vainilla Chips 48un,,48.0,un,19.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,48.0,un,19.9
Mini Brownie Clásico Giardino 60un.,,60.0,un,33.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,60.0,un,33.5
