description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Chocolate Instantáneo Sabor Canela y Clavo Bolsa 90 g,,90.0,g,4.7,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,90.0,g,4.7,CAFÉ INSTANTÁNEO
Chocolate Instantáneo Sabor Tradicional Bolsa 90 g,,90.0,g,4.7,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,90.0,g,4.7,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico ALTOMAYO Doypack 45g,,45.0,g,5.9,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,45.0,g,5.9,CAFÉ INSTANTÁNEO
Café Instantáneo KIRMA Clásico Bolsa 45gr,Kirma,45.0,g,6.0,vega,2024-12-05 13:25:18.090421,CAFÉ INSTANTÁNEO,45.0,g,6.0,CAFÉ INSTANTÁNEO
Cebada Instantánea Kimbo Doypack 100 g,,100.0,g,6.1,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,100.0,g,6.1,CAFÉ INSTANTÁNEO
Cebada Instantánea Kimbo Doypack 100 g,,100.0,g,6.1,wong,2024-12-05 19:27:58.296003,CAFÉ INSTANTÁNEO,100.0,g,6.1,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado BELL'S Frasco 50g,,50.0,g,6.2,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,50.0,g,6.2,CAFÉ INSTANTÁNEO
Café Instantáneo Altomayo Clásico 45g,,45.0,g,6.2,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,45.0,g,6.2,CAFÉ INSTANTÁNEO
Café Instantáneo Cuisine & Co Puro 50g,,50.0,g,6.9,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,50.0,g,6.9,CAFÉ INSTANTÁNEO
Cebada Instantánea Ecco 80g,,80.0,g,7.1,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,80.0,g,7.1,CAFÉ INSTANTÁNEO
Cebada Instantánea Ecco 80g,,80.0,g,7.7,wong,2024-12-05 19:27:58.296003,CAFÉ INSTANTÁNEO,80.0,g,7.7,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Clásico Frasco 50g,,50.0,g,8.1,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,50.0,g,8.1,CAFÉ INSTANTÁNEO
Café Instantáneo Altomayo Clásico 45g,,45.0,g,8.1,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,45.0,g,8.1,CAFÉ INSTANTÁNEO
Cebada Instantánea Kimbo Frasco 164 g,,164.0,g,8.7,wong,2024-12-05 19:27:58.296003,CAFÉ INSTANTÁNEO,164.0,g,8.7,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Descafeinado Doypack...,,45.0,g,9.8,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,45.0,g,9.8,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado Descafeinado Cuisine & Co 50g,,50.0,g,9.9,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,50.0,g,9.9,CAFÉ INSTANTÁNEO
CAFE INSTANTANEO GOURMET FRASCO 45 G,ALTOMAYO,45.0,g,9.9,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,45.0,g,9.9,CAFÉ INSTANTÁNEO
Cebada Instantánea Doypack x 170 g,KIMBO,170.0,g,10.0,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,170.0,g,10.0,CAFÉ INSTANTÁNEO
Café Instantáneo NESCAFÉ Tradición Frasco 50gr,Nescafe,50.0,g,10.4,vega,2024-12-05 13:25:18.090421,CAFÉ INSTANTÁNEO,50.0,g,10.4,CAFÉ INSTANTÁNEO
Café Colcafé Granulado 50 g,COLCAFE,50.0,g,10.9,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,50.0,g,10.9,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Gourmet Frasco 45g,,45.0,g,11.1,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,45.0,g,11.1,CAFÉ INSTANTÁNEO
Café Granulado Colcafé Frasco 50 g,,50.0,g,11.6,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,50.0,g,11.6,CAFÉ INSTANTÁNEO
Café Granulado Colcafé Frasco 50 g,,50.0,g,11.7,wong,2024-12-05 19:27:58.296003,CAFÉ INSTANTÁNEO,50.0,g,11.7,CAFÉ INSTANTÁNEO
Café Instantáneo Cafetal 45g,,45.0,g,11.8,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,45.0,g,11.8,CAFÉ INSTANTÁNEO
Cremador Almendra Nature's Heart Sin Azúcar 500ml,,500.0,ml,11.9,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,500.0,ml,11.9,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado BELL'S Frasco 100g,,100.0,g,11.9,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,100.0,g,11.9,CAFÉ INSTANTÁNEO
Cremador Almendra Vainilla Nature's Heart Sin Azúcar 500ml,,500.0,ml,11.9,wong,2024-12-05 19:27:58.296003,CAFÉ INSTANTÁNEO,500.0,ml,11.9,CAFÉ INSTANTÁNEO
Chocolate Instantáneo Choco Listo Sin Azúcar 180g,,180.0,g,11.9,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,180.0,g,11.9,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado 100 g,TOTTUS,100.0,g,11.9,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,100.0,g,11.9,CAFÉ INSTANTÁNEO
Café Liofilizado Wong Frasco 100 g,,100.0,g,11.9,wong,2024-12-05 19:27:58.296003,CAFÉ INSTANTÁNEO,100.0,g,11.9,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Gourmet Frasco 45g,ALTOMAYO,45.0,g,12.1,vivanda,2024-12-05 22:32:41.998572,CAFÉ INSTANTÁNEO,45.0,g,12.1,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Descafeinado Frasco ...,,45.0,g,12.4,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,45.0,g,12.4,CAFÉ INSTANTÁNEO
AM CAFE INSTANTANEO DESCAFEINADO FRASCO 45G,ALTOMAYO,45.0,g,12.4,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,45.0,g,12.4,CAFÉ INSTANTÁNEO
Café Instantáneo Altomayo Clásico 80g,,80.0,g,12.5,wong,2024-12-05 19:27:58.296003,CAFÉ INSTANTÁNEO,80.0,g,12.5,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico Polvo Doypack x 150 g,CAFETAL,150.0,g,12.6,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,150.0,g,12.6,CAFÉ INSTANTÁNEO
Cebada Instantánea Ecco 170g,,170.0,g,13.5,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,170.0,g,13.5,CAFÉ INSTANTÁNEO
Café Instantáneo 90g,CAFETAL,90.0,g,13.6,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,90.0,g,13.6,CAFÉ INSTANTÁNEO
Café Instantáneo Granulado Cuisine & Co 100g,,100.0,g,13.9,metro,2024-12-05 16:50:45.582436,CAFÉ INSTANTÁNEO,100.0,g,13.9,CAFÉ INSTANTÁNEO
Café Instantáneo BELL'S Liofilizado Frasco 100...,,100.0,g,13.9,plaza_vea,2024-12-05 16:03:03.191071,CAFÉ INSTANTÁNEO,100.0,g,13.9,CAFÉ INSTANTÁNEO
Café Instantáneo NESCAFÉ Tradición Frasco 50g,NESCAFE,50.0,g,14.9,vivanda,2024-12-05 22:32:41.998572,CAFÉ INSTANTÁNEO,50.0,g,14.9,CAFÉ INSTANTÁNEO
CAFE INSTANTANEO PREMIUM FRASCO 45 G,ALTOMAYO,45.0,g,14.9,tottus,2024-12-05 12:44:01.248496,CAFÉ INSTANTÁNEO,45.0,g,14.9,CAFÉ INSTANTÁNEO
