description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Orégano BELL'S Entero Sobre 8Gr,,8.0,g,1.1,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),8.0,g,1.1,TORTA (ENTERA)
Poro Entero un,,1.0,un,1.29,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,un,1.29,TORTA (ENTERA)
Choclo Entero un,,1.0,un,1.89,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,un,1.89,TORTA (ENTERA)
Orégano SIBARITA Entero Sobre 10Gr,,10.0,g,2.1,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),10.0,g,2.1,TORTA (ENTERA)
Pimienta BELL'S Negra Entera Sobre 15g,BELL'S,15.0,g,2.5,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),15.0,g,2.5,TORTA (ENTERA)
Corta Huevo VIVA HOME Blíster 1un,VIVA HOME,1.0,un,2.9,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),1.0,un,2.9,TORTA (ENTERA)
Orégano TOÑA Entero Sobre 12Gr,,12.0,g,3.2,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),12.0,g,3.2,TORTA (ENTERA)
Canela Entera SIBARITA Sobre 10g,,10.0,g,3.59,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),10.0,g,3.59,TORTA (ENTERA)
Lechuga Crespa Entera VERDE PURO Bolsa 200g,,200.0,g,3.69,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),200.0,g,3.69,TORTA (ENTERA)
Leche UHT LAIVE Entera Bolsa 900ml,,900.0,ml,3.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),900.0,ml,3.9,TORTA (ENTERA)
Aceitunas Enteras en Conserva OLIVALLE Botija ...,,180.0,g,4.0,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),180.0,g,4.0,TORTA (ENTERA)
Canela Entera KARIÑO Sobre 9g,KARINO,9.0,g,4.2,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),9.0,g,4.2,TORTA (ENTERA)
Leche Evaporada BELL'S Entera Lata 410g,BELL'S,410.0,g,4.2,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),410.0,g,4.2,TORTA (ENTERA)
Canela Entera KARIÑO Sobre 9g,,9.0,g,4.2,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),9.0,g,4.2,TORTA (ENTERA)
Leche Reconstituida Entera GLORIA Lata 390g,,390.0,g,4.2,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),390.0,g,4.2,TORTA (ENTERA)
Leche Reconstituida Entera GLORIA Lata 390g,GLORIA,390.0,g,4.2,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),390.0,g,4.2,TORTA (ENTERA)
Tomate Entero Pelado CIDACOS Lata 400g,,400.0,g,4.3,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),400.0,g,4.3,TORTA (ENTERA)
Leche GLORIA UHT Entera Bolsa 900ml,,900.0,ml,4.5,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),900.0,ml,4.5,TORTA (ENTERA)
Leche GLORIA UHT Entera Bolsa 900ml,GLORIA,900.0,ml,4.5,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),900.0,ml,4.5,TORTA (ENTERA)
Leche UHT LAIVE Entera Sin Lactosa Bolsa 900ml,,900.0,ml,4.6,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),900.0,ml,4.6,TORTA (ENTERA)
Lentejas BELL'S Bolsa 500g,,500.0,g,4.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),500.0,g,4.9,TORTA (ENTERA)
Leche UHT LAIVE Entera Light Bolsa 900ml,,900.0,ml,4.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),900.0,ml,4.9,TORTA (ENTERA)
Champiñon Entero BELL'S Bandeja 200g,,200.0,g,4.99,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),200.0,g,4.99,TORTA (ENTERA)
Leche Entera BELL'S Caja 1L,,1.0,l,5.1,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,l,5.1,TORTA (ENTERA)
Lenteja Bebé BELL'S Bolsa 500g,,500.0,g,5.2,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),500.0,g,5.2,TORTA (ENTERA)
Leche LAIVE UHT Entera Tetrapack 946ml,,946.0,ml,5.7,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),946.0,ml,5.7,TORTA (ENTERA)
Lenteja TESORO DEL CAMPO Bolsa 500g,,500.0,g,5.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),500.0,g,5.9,TORTA (ENTERA)
Mini Tarta de Manzana LA FLORENCIA 1un,,1.0,un,5.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,un,5.9,TORTA (ENTERA)
Leche GLORIA UHT Entera Caja 1L,GLORIA,1.0,l,6.0,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),1.0,l,6.0,TORTA (ENTERA)
Mini Tarta de Manzana LA FLORENCIA 1un,LA FLORENCIA,1.0,un,6.0,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),1.0,un,6.0,TORTA (ENTERA)
Aceitunas en Conserva BELL'S Botija entera Bol...,,250.0,g,6.1,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),250.0,g,6.1,TORTA (ENTERA)
Lenteja VALLENORTE Bolsa 500g,,500.0,g,6.3,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),500.0,g,6.3,TORTA (ENTERA)
Lenteja Bebé VALLENORTE Bolsa 500g,,500.0,g,6.5,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),500.0,g,6.5,TORTA (ENTERA)
Lenteja COSTEÑO Bolsa 500g,,500.0,g,6.6,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),500.0,g,6.6,TORTA (ENTERA)
Bolsas de Basura ETERNA Aromas 10L Rollo 20un,,10.0,l,7.3,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),10.0,l,7.3,TORTA (ENTERA)
Pescado Bonito Entero PESCANOVA PV,,1.0,kg,7.5,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,kg,7.5,TORTA (ENTERA)
Lechuga Entera VERDE PURO,,1.0,un,7.99,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,un,7.99,TORTA (ENTERA)
Premezcla MOLITALIA Torta de Chocolate Bolsa 5...,,500.0,g,8.29,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),500.0,g,8.29,TORTA (ENTERA)
Champiñones Enteros OLIVOS DEL SUR Lata 425g,,425.0,g,8.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),425.0,g,8.9,TORTA (ENTERA)
Premezcla de Torta POSTRES EN CASA Sabor Chocolate 400gr,POSTRES EN CASA,400.0,g,8.9,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),400.0,g,8.9,TORTA (ENTERA)
Pollo Entero Fresco con Menudencia,,2.2,kg,9.4,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),2.2,kg,9.4,TORTA (ENTERA)
Orégano BADIA Entero Sobre 14.20g,,14.2,g,9.5,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),14.2,g,9.5,TORTA (ENTERA)
Bolsas de Basura ETERNA Aromas 20L Rollo 40un,,20.0,l,11.5,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),20.0,l,11.5,TORTA (ENTERA)
Esponja SCOTCH BRITE Esferas de Limpieza 2un,,1.0,un,11.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,un,11.9,TORTA (ENTERA)
Torta Rectangular Vainilla y Fresa 7 Porciones,,7.0,un,11.92,metro,2024-12-05 15:18:36.220542,TORTA (ENTERA),7.0,un,11.92,TORTA (ENTERA)
Pollo Entero sin Menudencia Congelado PERDIX 1...,,1.3,kg,13.9,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.3,kg,13.9,TORTA (ENTERA)
Pimienta Entera BADIA Molinillo Pote 56.7g,,56.7,g,14.1,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),56.7,g,14.1,TORTA (ENTERA)
Premezcla para Torta de Chocolate BLANCA FLOR Bolsa 750g,BLANCA FLOR,750.0,g,14.5,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),750.0,g,14.5,TORTA (ENTERA)
Torta Rectangular Chocolate con Manjar 7 Porciones,,7.0,un,14.93,wong,2024-12-05 17:48:20.379131,TORTA (ENTERA),7.0,un,14.93,TORTA (ENTERA)
Ajo Entero BELL'S Pelado Bandeja 250g,,250.0,g,14.99,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),250.0,g,14.99,TORTA (ENTERA)
Cereza Entera GREEN FOOD Bolsa 400g,GREEN FOOD,400.0,g,15.5,vivanda,2024-12-05 21:37:05.165831,TORTA (ENTERA),400.0,g,15.5,TORTA (ENTERA)
Fresa Entera Congelada EL FRUTERO Bolsa 1Kg,,1.0,kg,15.5,plaza_vea,2024-12-05 14:36:58.929476,TORTA (ENTERA),1.0,kg,15.5,TORTA (ENTERA)
Torta Rectangular Vainilla y Fresa 7 Porciones,,7.0,un,15.9,wong,2024-12-05 17:48:20.379131,TORTA (ENTERA),7.0,un,15.9,TORTA (ENTERA)
Torta Rectangular Selva Negra 7 Porciones,,7.0,un,15.92,metro,2024-12-05 15:18:36.220542,TORTA (ENTERA),7.0,un,15.92,TORTA (ENTERA)
