description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Filete de Bonito VEGA en Aceite Vegetal Lata 170gr,S/ 4.20,vega,BONITO,2024-12-05 12:11:15.218620,170.0,g,Filete de Bonito VEGA en Aceite Vegetal Lata r,4.2,vega,,Vega,BONITO
Lomito de Bonito INCA MAR Lata 170gr,S/ 4.50,vega,BONITO,2024-12-05 12:11:15.218620,170.0,g,Lomito de Bonito INCA MAR Lata r,4.5,vega,,Inca Mar,BONITO
Filete de Bonito en Aceite Campomar 150g,S/ 4.90,wong,BONITO,2024-12-05 18:06:32.009234,150.0,g,Filete de Bonito en Aceite Campomar,4.9,wong,,,BONITO
Filete de Bonito en Aceite Campomar 150g,S/ 4.90,metro,BONITO,2024-12-05 15:36:22.630144,150.0,g,Filete de Bonito en Aceite Campomar,4.9,metro,,,BONITO
Bonito Entero Congelado x kg,S/ 5.90 x kg,metro,BONITO,2024-12-05 15:36:22.630144,1.0,kg,Bonito Entero Congelado,5.9,metro,,,BONITO
Bonito Entero x kg,S/ 6.90 x kg,metro,BONITO,2024-12-05 15:36:22.630144,1.0,kg,Bonito Entero,6.9,metro,,,BONITO
Pescado Bonito Entero PESCANOVA PV,S/ 7.50 x kg,plaza_vea,BONITO,2024-12-05 14:54:45.715645,1.0,kg,Pescado Bonito Entero PESCANOVA PV,7.5,plaza_vea,Presentación 1 kg aprox.,,BONITO
Bonito Entero Congelado x kg,S/ 7.50 x kg,wong,BONITO,2024-12-05 18:06:32.009234,1.0,kg,Bonito Entero Congelado,7.5,wong,,,BONITO
Bonito Entero x kg,S/ 7.90 x kg,wong,BONITO,2024-12-05 18:06:32.009234,1.0,kg,Bonito Entero,7.9,wong,,,BONITO
Porciones de Bonito Congelado Bolsa 500 g,S/ 9.50,metro,BONITO,2024-12-05 15:36:22.630144,500.0,g,Porciones de Bonito Congelado Bolsa,9.5,metro,,,BONITO
Pulpa de Langostino AZUL MARINO Bolsa 200g,S/ 9.90 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,200.0,g,Pulpa de Langostino AZUL MARINO Bolsa,9.9,plaza_vea,Bolsa 200g,,BONITO
Porciones de Bonito con Piel PESCANOVA Bolsa 5...,S/ 10.50 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,500.0,g,Porciones de Bonito con Piel PESCANOVA Bolsa 5,10.5,plaza_vea,Bolsa 500g,,BONITO
Porciones de Bonito con Piel PESCANOVA Bolsa 500g,S/ 10.80,vivanda,BONITO,2024-12-05 21:47:03.016216,500.0,g,Porciones de Bonito con Piel PESCANOVA Bolsa,10.8,vivanda,,PESCANOVA,BONITO
Mejillones ALIPOFRESCO Paquete 300g,S/ 10.90 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,300.0,g,Mejillones ALIPOFRESCO Paquete,10.9,plaza_vea,Paquete 300g,,BONITO
Tilapia Entera AQUA PERU Refrigerada xKg,S/ 13.90 x kg,plaza_vea,BONITO,2024-12-05 14:54:45.715645,1.0,kg,Tilapia Entera AQUA PERU Refrigerada,13.9,plaza_vea,Presentación 1 kg aprox.,,BONITO
Palitos de Merluza PESCANOVA Bolsa 300g,S/ 14.90 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,300.0,g,Palitos de Merluza PESCANOVA Bolsa,14.9,plaza_vea,Bolsa 300g,,BONITO
Perico en Porciones PESCANOVA Congelado Bolsa ...,S/ 14.90 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,300.0,g,Perico en Porciones PESCANOVA Congelado Bolsa,14.9,plaza_vea,Bolsa 300g,,BONITO
Anillas de Calamar Rebozadas PESCANOVA Bolsa 5...,S/ 15.50 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,500.0,g,Anillas de Calamar Rebozadas PESCANOVA Bolsa 5,15.5,plaza_vea,Bolsa 500g,,BONITO
Filete de Pez Roca SEAFROST Bolsa 450g,S/ 16.20 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,450.0,g,Filete de Pez Roca SEAFROST Bolsa,16.2,plaza_vea,Bolsa 450g,,BONITO
Trozos de Bonito Ahumado NATURAL FISH Caja 170g,S/ 16.90,vivanda,BONITO,2024-12-05 21:47:03.016216,170.0,g,Trozos de Bonito Ahumado NATURAL FISH Caja,16.9,vivanda,,NATURAL FISH,BONITO
Desmenuzado de Bonito en Aceitunas Verdes NATU...,S/ 16.90 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,170.0,g,Desmenuzado de Bonito en Aceitunas Verdes NATU,16.9,plaza_vea,Lata 170g,,BONITO
Trozos de Bonito Ahumado NATURAL FISH Caja 170...,S/ 16.90 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,170.0,g,Trozos de Bonito Ahumado NATURAL FISH Caja 170,16.9,plaza_vea,Caja 170g,,BONITO
Desmenuzado de Bonito en Aceitunas Verdes NATURAL FISH Lata 170g,S/ 17.00,vivanda,BONITO,2024-12-05 21:47:03.016216,170.0,g,Desmenuzado de Bonito en Aceitunas Verdes NATURAL FISH Lata,17.0,vivanda,,NATURAL FISH,BONITO
Trozos de Bonito Ahumados Natural Fish 170g,S/ 17.40,wong,BONITO,2024-12-05 18:06:32.009234,170.0,g,Trozos de Bonito Ahumados Natural Fish,17.4,wong,,,BONITO
Trozos de Bonito Ahumados Natural Fish 170g,S/ 17.40,metro,BONITO,2024-12-05 15:36:22.630144,170.0,g,Trozos de Bonito Ahumados Natural Fish,17.4,metro,,,BONITO
Anillas de Calamar Empanizadas PESCANOVA Bolsa...,S/ 17.49 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,500.0,g,Anillas de Calamar Empanizadas PESCANOVA Bolsa,17.49,plaza_vea,Bolsa 500g,,BONITO
Filete Empanizado Alaska Pollock PESCATORE Bol...,S/ 17.50 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,500.0,g,Filete Empanizado Alaska Pollock PESCATORE Bol,17.5,plaza_vea,Bolsa 500g,,BONITO
Desmenuzado de Bonito Ahumado en Aceitunas Verdes Natural Fish 170g,S/ 17.50,wong,BONITO,2024-12-05 18:06:32.009234,170.0,g,Desmenuzado de Bonito Ahumado en Aceitunas Verdes Natural Fish,17.5,wong,,,BONITO
Desmenuzado de Bonito Ahumado en Aceitunas Verdes Natural Fish 170g,S/ 17.50,metro,BONITO,2024-12-05 15:36:22.630144,170.0,g,Desmenuzado de Bonito Ahumado en Aceitunas Verdes Natural Fish,17.5,metro,,,BONITO
Porciones de Salmón PESCATORE Bolsa 500g,S/ 17.50 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,500.0,g,Porciones de Salmón PESCATORE Bolsa,17.5,plaza_vea,Bolsa 500g,,BONITO
Mixtura de Mariscos GOVIMAR Bolsa 500g,S/ 17.90 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,500.0,g,Mixtura de Mariscos GOVIMAR Bolsa,17.9,plaza_vea,Bolsa 500g,,BONITO
Filete de Swai Importado EASY,S/ 17.99 x kg,plaza_vea,BONITO,2024-12-05 14:54:45.715645,0.3,kg,Filete de Swai Importado EASY,17.99,plaza_vea,Presentación 0.3 kg aprox.,,BONITO
Peskitos de Merluza PESCANOVA Bolsa 300g,S/ 18.50 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,300.0,g,Peskitos de Merluza PESCANOVA Bolsa,18.5,plaza_vea,Bolsa 300g,,BONITO
Medallones de Tollo Azul UMI FOODS Bolsa 500g,S/ 18.50 un,plaza_vea,BONITO,2024-12-05 14:54:45.715645,500.0,g,Medallones de Tollo Azul UMI FOODS Bolsa,18.5,plaza_vea,Bolsa 500g,,BONITO
Porciones de Bonito con Piel Pescanova Bolsa 1 kg,S/ 18.50,metro,BONITO,2024-12-05 15:36:22.630144,1.0,kg,Porciones de Bonito con Piel Pescanova Bolsa,18.5,metro,,,BONITO
Trucha Eviscerada Congelada,S/ 18.90 x kg,plaza_vea,BONITO,2024-12-05 14:54:45.715645,0.4,kg,Trucha Eviscerada Congelada,18.9,plaza_vea,Presentación 0.4 kg aprox.,,BONITO
Trucha Eviscerada,S/ 18.90 x kg,plaza_vea,BONITO,2024-12-05 14:54:45.715645,0.4,kg,Trucha Eviscerada,18.9,plaza_vea,Presentación 0.4 kg aprox.,,BONITO
