description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Agua de Mesa CIELO con Gas Botella 625ml,,625.0,ml,1.3,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,625.0,ml,1.3
Agua sin Gas CIELO Tapa Sport Botella 1L,,1.0,l,2.4,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,1.0,l,2.4
Agua sin Gas CIELO Botella 2.5L,,2.5,l,2.7,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,2.5,l,2.7
Fideos Tallarín Delgado NICOLINI Bolsa 450g,,450.0,g,3.6,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,450.0,g,3.6
Fideos NICOLINI Tallarín Delgado Bolsa 500g,,500.0,g,3.7,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,500.0,g,3.7
Piqueo BELL'S Chifles Salados Táper 100g,,100.0,g,3.79,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,100.0,g,3.79
Maní KARINTO Engalletado Salado Bolsa 100g,,100.0,g,4.2,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,100.0,g,4.2
Piqueo BELL'S Maní salado Bolsa 180Gr,,180.0,g,4.2,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,180.0,g,4.2
Aguaymanto Pelado BELL'S Bandeja 200g,,200.0,g,4.29,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,200.0,g,4.29
Papas al Hilo BELL'S Bolsa 125g,,125.0,g,4.9,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,125.0,g,4.9
Fudge para Helados y Postres BAZO VELARDE Doyp...,,200.0,g,4.99,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,200.0,g,4.99
Piqueo VILLA NATURA Chifles salados Bolsa 150G...,,150.0,g,5.0,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,150.0,g,5.0
Piqueo VILLA NATURA Papas fritas al hilo Bolsa...,,150.0,g,5.0,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,150.0,g,5.0
Hielo BELL'S Bolsa 3Kg,,3.0,kg,5.2,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,3.0,kg,5.2
Comida para Gatos RICOCAT Adultos Paté Hígado ...,,330.0,g,6.0,plaza_vea,2024-12-05 15:49:13.222396,HELADO DE HIELO PERSONAL,330.0,g,6.0
