description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Sandía,,2.5,kg,1.29,plaza_vea,2024-12-05 15:21:42.034324,MELÓN,2.5,kg,1.29
Sandía Metro x kg,,1.0,kg,1.69,metro,2024-12-05 16:04:16.268914,MELÓN,1.0,kg,1.69
Melón Coquito Metro x kg,,1.0,kg,3.29,metro,2024-12-05 16:04:16.268914,MELÓN,1.0,kg,3.29
Melón Coquito,,1.2,kg,3.29,plaza_vea,2024-12-05 15:21:42.034324,MELÓN,1.2,kg,3.29
Melón Coquito Wong x kg,,1.0,kg,3.49,wong,2024-12-05 18:38:19.406315,MELÓN,1.0,kg,3.49
Sandía Amarilla x kg,,1.0,kg,3.99,wong,2024-12-05 18:38:19.406315,MELÓN,1.0,kg,3.99
Melón en Trozos BELL'S Bandeja 300g,,300.0,g,5.6,plaza_vea,2024-12-05 15:21:42.034324,MELÓN,300.0,g,5.6
Pepino Melón x kg,,1.0,kg,5.99,wong,2024-12-05 18:38:19.406315,MELÓN,1.0,kg,5.99
Pepino Melón x kg,,1.0,kg,5.99,metro,2024-12-05 16:04:16.268914,MELÓN,1.0,kg,5.99
Pepino Melón,,0.6,kg,6.49,plaza_vea,2024-12-05 15:21:42.034324,MELÓN,0.6,kg,6.49
Melón Honey Metro x kg,,1.0,kg,6.99,metro,2024-12-05 16:04:16.268914,MELÓN,1.0,kg,6.99
Ambientador en Aerosol Sapolio Melón 360ml,,360.0,ml,7.1,metro,2024-12-05 16:04:16.268914,MELÓN,360.0,ml,7.1
Melón en Trozos Natifrut 280g,,280.0,g,7.49,wong,2024-12-05 18:38:19.406315,MELÓN,280.0,g,7.49
Melón en Trozos Natifrut 280g,,280.0,g,7.49,metro,2024-12-05 16:04:16.268914,MELÓN,280.0,g,7.49
Origens Comida para Gatos Filete de Atún con Melón Lata 85 g,,85.0,g,7.8,wong,2024-12-05 18:38:19.406315,MELÓN,85.0,g,7.8
Ensal Fruta Melon Mango Uva SOLEI Bandeja 300g,SOLEI,300.0,g,8.79,vivanda,2024-12-05 22:05:35.909904,MELÓN,300.0,g,8.79
"Ensalada de Melón, Mango y Uva SOLEI Bandeja 3...",,300.0,g,8.79,plaza_vea,2024-12-05 15:21:42.034324,MELÓN,300.0,g,8.79
Melón Deshidratado Natifrut x kg,,1.0,kg,188.0,wong,2024-12-05 18:38:19.406315,MELÓN,1.0,kg,188.0
"Fruta Deshidratada Manzana, Fresa y Melón Natifrut x kg",,1.0,kg,279.0,wong,2024-12-05 18:38:19.406315,MELÓN,1.0,kg,279.0
