description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Huacatay Atado,,1.0,un,1.49,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,1.0,un,1.49
Lechuga de Seda Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,1.8
Lechuga Crespa Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,1.8
Lechuga Crespa Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,1.8
Lechuga de Seda Hidropónica de Invernadero Ecologic x unid,,1.0,un,1.8,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,1.8
Lechuga Americana Metro x unid,,1.0,un,1.99,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,1.99
Culantro BELL'S Bolsa 60g,,60.0,g,1.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,60.0,g,1.99
Lechuga Americana BELL's Bolsa 300g,,300.0,g,1.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,300.0,g,1.99
Lechuga Hoja de Roble Verde Hidropónica Ecologic x unid,,1.0,un,2.8,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,2.8
Lechuga Hoja de Roble Verde Hidropónica Ecologic x unid,,1.0,un,2.8,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,2.8
Mix de Lechuga Crespa Ecologic x 2 Unid,,2.0,un,2.8,wong,2024-12-05 18:44:07.408665,LECHUGA,2.0,un,2.8
Lechuga Romana Hidropónica de Invernadero Ecologic x unid,,1.0,un,2.9,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,2.9
Lechuga Hoja de Roble Roja Hidropónica de Invernadero Ecologic x unid,,1.0,un,2.9,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,2.9
Lechuga Hoja de Roble Roja Hidropónica de Invernadero Ecologic x unid,,1.0,un,2.9,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,2.9
Lechuga Crespa Hidropónica BELL'S Bolsa 200g,,200.0,g,3.29,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,200.0,g,3.29
Lechuga Hidropónica,,1.0,un,3.29,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,1.0,un,3.29
Lechuga Seda Hidropónica BELL'S Bolsa 200g,,200.0,g,3.39,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,200.0,g,3.39
Lechuga Seda Hidropónica BELL'S FRESCOS Bolsa 200g,BELL'S FRESCOS,200.0,g,3.39,vivanda,2024-12-05 22:08:41.784137,LECHUGA,200.0,g,3.39
Lechuga Crespa Hidropónica Manantiales x unid,,1.0,un,3.4,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,3.4
Lechuga Crespa Mix Cuisine & Co Mix 200g,,200.0,g,3.4,metro,2024-12-05 16:08:46.084930,LECHUGA,200.0,g,3.4
Lechuga Romana BELL'S FRESCOS Bolsa 170g,BELL'S FRESCOS,170.0,g,3.69,vivanda,2024-12-05 22:08:41.784137,LECHUGA,170.0,g,3.69
Lechuga Roja Hidropónica BELL'S FRESCOS Bolsa 200g,BELL'S FRESCOS,200.0,g,3.69,vivanda,2024-12-05 22:08:41.784137,LECHUGA,200.0,g,3.69
Lechuga Romana BELL'S FRESCOS Bolsa 170g,,170.0,g,3.69,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,170.0,g,3.69
Lechuga Roja Hidropónica BELL'S Bolsa 200g,,200.0,g,3.69,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,200.0,g,3.69
Lechuga Crespa Hidropónica Manantiales x unid,,1.0,un,3.7,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,3.7
Lechuga de Seda Hidropónica Manantiales x unid,,1.0,un,3.7,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,3.7
Lechuga de Seda Hidropónica Manantiales x unid,,1.0,un,3.7,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,3.7
Lechuga Americana Ecologic x un,,1.0,un,3.99,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,3.99
Acelga BELL'S Bolsa 300g,,300.0,g,3.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,300.0,g,3.99
Lechuga Americana Ecologic x un,,1.0,un,3.99,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,3.99
Lechuga de Seda Hidropónica Frescas x un,,1.0,un,4.0,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,4.0
Lechuga de Seda Hidropónica Frescas x un,,1.0,un,4.0,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,4.0
Lechuga Crespa Viva x unid,,1.0,un,4.0,wong,2024-12-05 18:44:07.408665,LECHUGA,1.0,un,4.0
Lechuga Crespa Entera Verde Puro 300g,,300.0,g,4.3,metro,2024-12-05 16:08:46.084930,LECHUGA,300.0,g,4.3
Lechuga Romana Entera Verde Puro 200g,,200.0,g,4.3,wong,2024-12-05 18:44:07.408665,LECHUGA,200.0,g,4.3
Espinaca Bebé BELL'S Bolsa 150g,,150.0,g,4.39,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,150.0,g,4.39
Lechuga Romana Viva 300g,,300.0,g,4.8,wong,2024-12-05 18:44:07.408665,LECHUGA,300.0,g,4.8
Lechuga Romana Viva 300g,,300.0,g,4.8,metro,2024-12-05 16:08:46.084930,LECHUGA,300.0,g,4.8
Lechuga Butterhead VIVA Bolsa Unidad,,1.0,un,4.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,1.0,un,4.99
Lechuga Americana de Verano VVA Bolsa x un,VIVA,1.0,un,4.99,vivanda,2024-12-05 22:08:41.784137,LECHUGA,1.0,un,4.99
Lechuga Butterhead VIVA Bolsa x un,VIVA,1.0,un,4.99,vivanda,2024-12-05 22:08:41.784137,LECHUGA,1.0,un,4.99
Lechuga Crespa VIVA x un,,1.0,un,4.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,1.0,un,4.99
Lechuga Romana VIVA Bolsa 1un,,1.0,un,4.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,1.0,un,4.99
Arúgula Hidropónica BELL'S FRESCOS Bolsa 70g,,70.0,g,4.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,70.0,g,4.99
Albahaca Deshojada BELL'S FRESCOS 120g,,120.0,g,4.99,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,120.0,g,4.99
Lechuga Hidropónica Don Miguel x unid,,1.0,un,5.4,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,5.4
Mix de Lechuga Cuisine & Co 200g,,200.0,g,5.4,wong,2024-12-05 18:44:07.408665,LECHUGA,200.0,g,5.4
Lechuga de Seda Frescas 130g,,130.0,g,5.4,metro,2024-12-05 16:08:46.084930,LECHUGA,130.0,g,5.4
Lechuga de Seda Frescas 130g,,130.0,g,5.8,wong,2024-12-05 18:44:07.408665,LECHUGA,130.0,g,5.8
Mix de Lechuga Crespa Ecologic 250g,,250.0,g,6.1,wong,2024-12-05 18:44:07.408665,LECHUGA,250.0,g,6.1
Mix de Lechuga Crespa Ecologic 250g,,250.0,g,6.1,metro,2024-12-05 16:08:46.084930,LECHUGA,250.0,g,6.1
Mix Gourmet Ecologic 250g,,1.0,g,6.4,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,g,6.4
Mix Plus Ecologic 250 g,,250.0,g,6.5,metro,2024-12-05 16:08:46.084930,LECHUGA,250.0,g,6.5
Mix Plus Ecologic 250 g,,250.0,g,6.5,wong,2024-12-05 18:44:07.408665,LECHUGA,250.0,g,6.5
Ensalada Personal Verde Puro 140g,,140.0,g,6.9,metro,2024-12-05 16:08:46.084930,LECHUGA,140.0,g,6.9
Kale Verde Puro 100g,,100.0,g,7.1,metro,2024-12-05 16:08:46.084930,LECHUGA,100.0,g,7.1
Albahaca Fresca VERDE PURO Bolsa 120g,,120.0,g,7.29,plaza_vea,2024-12-05 15:27:25.021045,LECHUGA,120.0,g,7.29
Lechuga Hidropónica Verde Puro x un.,,1.0,un,8.0,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,8.0
Lechuga Butterhead Viva x unid,,1.0,un,8.5,metro,2024-12-05 16:08:46.084930,LECHUGA,1.0,un,8.5
Lechuga Butterhead VIVA Bolsa x un,VIVA,1.0,un,8.99,vivanda,2024-12-05 22:08:41.784137,LECHUGA,1.0,un,8.99
Mix de Lechugas Baby Verde Puro 150g,,150.0,g,9.4,wong,2024-12-05 18:44:07.408665,LECHUGA,150.0,g,9.4
Ensalada Mix de Lechugas Mattson 130g,,130.0,g,11.5,wong,2024-12-05 18:44:07.408665,LECHUGA,130.0,g,11.5
Ensalada Mix de Lechugas Mattson 260g,,260.0,g,18.5,wong,2024-12-05 18:44:07.408665,LECHUGA,260.0,g,18.5
