description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
NUGGETS PECHUGA X 180 GR,REDONDOS,180.0,g,5.5,tottus,2024-12-05 11:30:01.850079,PECHUGA DE POLLO,1.0,kg,30.555555555555554
Nuggets Pechuga Pollo Chia Sin Freír 180 g,SAN FERNANDO,180.0,g,6.9,tottus,2024-12-05 11:30:01.850079,PECHUGA DE POLLO,1.0,kg,38.333333333333336
Jamón de Pechuga de Pollo BRAEDT Paquete 200g,,200.0,g,7.89,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,39.449999999999996
Jamón de Pechuga de Pollo BRAEDT Paquete 200g,BRAEDT,200.0,g,8.1,vivanda,2024-12-05 21:41:53.187210,PECHUGA DE POLLO,1.0,kg,40.5
Nuggets Pechuga Pollo 300 g (20 unidades),SAN FERNANDO,300.0,g,9.9,tottus,2024-12-05 11:30:01.850079,PECHUGA DE POLLO,1.0,kg,33.0
NUGGETS PECHUGA X 350 GR,REDONDOS,350.0,g,10.9,tottus,2024-12-05 11:30:01.850079,PECHUGA DE POLLO,1.0,kg,31.142857142857146
Pechuga de Pollo Rellena de Verduras Bandeja 250 g,,250.0,g,11.99,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,47.96
Pechuga de Pollo Rellena de Jamón y Queso Bandeja 250 g,,250.0,g,12.89,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,51.56
Pechuga de Pollo Rellena de Jamón y Queso Bandeja 250 g,,250.0,g,12.89,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,51.56
Nuggets Pechuga 550 g,REDONDOS,550.0,g,13.4,tottus,2024-12-05 11:30:01.850079,PECHUGA DE POLLO,1.0,kg,24.363636363636363
Pechuga de Pollo Rellena de Tocino Bandeja 250 g,,250.0,g,13.7,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,54.8
Pechuga Especial Importada x kg,,1.0,kg,14.5,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,14.5
TIRAS DE PECHUGA DE POLLO X 300GR,REDONDOS,300.0,g,14.5,tottus,2024-12-05 11:30:01.850079,PECHUGA DE POLLO,1.0,kg,48.333333333333336
Pechuga con Ala de Pollo x kg,,1.0,kg,14.5,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,14.5
Tiras de Pechuga de Pollo Bolsa 300 g,,300.0,g,14.9,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,49.66666666666667
Chicharrón de Pechuga de Pollo OREGAN FOODS Bo...,,300.0,g,14.9,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,49.66666666666667
Tiras de Pechuga de Pollo Bolsa 300 g,,300.0,g,14.9,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,49.66666666666667
Pechuga de Pollo con Alas Congelado SAN FERNAN...,,1.3,kg,15.9,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,12.23076923076923
Nuggets de Pechuga Pollo Oregon Foods 330g,,330.0,g,16.0,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,48.484848484848484
Filete de Pechuga Importado x kg,,1.0,kg,16.5,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,16.5
Nuggets de Pechuga de Pollo Cuisine & Co 480g,,480.0,g,17.2,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,35.833333333333336
Filete de Pechuga de Pollo Criollo REDONDOS Bo...,,620.0,g,17.5,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,28.225806451612904
Pechuga Especial de Pollo Redondos x kg,,1.0,kg,17.5,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,17.5
Pechuga Especial de Pollo x kg,,1.0,kg,17.5,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,17.5
Pechuga Especial de Pollo Empacada al vacío SA...,,1.5,kg,17.5,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,11.666666666666666
Filete de Pechuga de Pollo Oriental REDONDOS B...,,620.0,g,17.5,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,28.225806451612904
Delicias de Pechuga de Pollo Rico 300g,,300.0,g,17.8,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,59.333333333333336
Pollada Criolla Redondos 1/2 Pechuga y Pierna con Encuentro 800g,,800.0,g,17.9,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,22.375
Pollada Criolla Redondos 1/2 Pechuga y Pierna con Encuentro 800g,,800.0,g,17.9,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,22.375
Pechuga de Pollo con Alas Congelada San Fernando x kg,,1.0,kg,18.3,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,18.3
Pechuga Light de Pollo Redondos x kg,,1.0,kg,19.5,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,19.5
Filete de Pechuga de Pollo Oriental REDONDOS Bandeja 620g,REDONDOS,620.0,g,19.8,vivanda,2024-12-05 21:41:53.187210,PECHUGA DE POLLO,1.0,kg,31.935483870967744
Filete de Pechuga de Pollo Criollo REDONDOS Bolsa 620g,REDONDOS,620.0,g,19.8,vivanda,2024-12-05 21:41:53.187210,PECHUGA DE POLLO,1.0,kg,31.935483870967744
Nuggets de Pechuga de Pollo con Chía Vive Bien Caja 550 g,,550.0,g,20.45,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,37.18181818181818
Filete de Pechuga de Pollo Congelado SAN FERNA...,,1.2,kg,22.9,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,19.083333333333332
Filete de Pechuga Pollo Redondos x kg,,1.0,kg,25.4,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,25.4
Filete de Pechuga de Pollo Congelada San Fernando x kg,,1.0,kg,26.7,wong,2024-12-05 17:58:18.171965,PECHUGA DE POLLO,1.0,kg,26.7
Filete de Pechuga de Pollo x kg,,1.0,kg,29.9,metro,2024-12-05 15:28:49.801412,PECHUGA DE POLLO,1.0,kg,29.9
Filete de Pechuga de Pollo ARTISAN Libre de An...,,0.7,kg,37.9,plaza_vea,2024-12-05 14:46:30.993470,PECHUGA DE POLLO,1.0,kg,54.14285714285714
