description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Cereal VITA PLUSS Trigo con Miel Bolsa 25g,,25.0,g,0.9,plaza_vea,2024-12-05 14:38:26.589301,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,25.0,g,0.9
Piña para Jugo x kg,,1.0,kg,2.42,metro,2024-12-05 15:21:31.364677,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,2.42
Camote Amarillo Procesado,,1.0,kg,2.79,plaza_vea,2024-12-05 14:38:26.589301,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,2.79
Cereal VEGA Hojuelas Azucaradas Bolsa 140g,Vega,140.0,g,2.9,vega,2024-12-05 11:52:29.193180,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,140.0,g,2.9
Cereal VEGA Aritos Frutados Bolsa 140g,Vega,140.0,g,2.9,vega,2024-12-05 11:52:29.193180,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,140.0,g,2.9
Cereal VEGA Bolitas Sabor a Chocolate Bolsa 140g,Vega,140.0,g,2.9,vega,2024-12-05 11:52:29.193180,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,140.0,g,2.9
Camote Amarillo Procesado Meza x kg,,1.0,kg,3.19,wong,2024-12-05 17:49:38.992721,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,3.19
Camote Morado Procesado x kg,,1.0,kg,3.19,wong,2024-12-05 17:49:38.992721,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,3.19
Camote Amarillo Procesado Wong x kg,,1.0,kg,3.19,wong,2024-12-05 17:49:38.992721,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,3.19
Cereal ANGEL Almohada Fresia Bolsa 110g,Angel,110.0,g,3.2,vega,2024-12-05 11:52:29.193180,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,110.0,g,3.2
Cereal ÁNGEL Meli Arito Bolsa 130g,Angel,130.0,g,3.2,vega,2024-12-05 11:52:29.193180,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,130.0,g,3.2
Cereal ÁNGEL Frutt Doypack 840g,Angel,840.0,g,3.2,vega,2024-12-05 11:52:29.193180,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,840.0,g,3.2
Cereal ÁNGEL Zuck Bolsa 130g,Angel,130.0,g,3.2,vega,2024-12-05 11:52:29.193180,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,130.0,g,3.2
Cereales Metro Bolicolor 120g,,120.0,g,3.3,metro,2024-12-05 15:21:31.364677,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,120.0,g,3.3
Cereal Insuflado de Trigo Maca Trigo Bio Maca Bolsa 120g,,120.0,g,3.5,metro,2024-12-05 15:21:31.364677,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,120.0,g,3.5
Trigo Light CEREALES ATOMICO de Soya Bolsa 100...,,100.0,g,3.5,plaza_vea,2024-12-05 14:38:26.589301,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,100.0,g,3.5
Cereales Cuisine & Co Monstrobolitas 120g,,120.0,g,3.5,metro,2024-12-05 15:21:31.364677,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,120.0,g,3.5
Cereal VITAPLUS Coditos con miel Bolsa 120Gr,,120.0,g,3.6,plaza_vea,2024-12-05 14:38:26.589301,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,120.0,g,3.6
