description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Cebada Instantánea Ecco 12g,,12.0,g,1.0,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,12.0,g,1.0
Bebida Instantánea en Polvo ZUKO Sabores de mi...,,15.0,g,1.2,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,15.0,g,1.2
Bebida Instantánea en Polvo ZUKO Piña Sobre 15...,,15.0,g,1.2,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,15.0,g,1.2
Bebida Instantánea en Polvo ZUKO Naranja Sobre...,,15.0,g,1.2,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,15.0,g,1.2
Bebida Rehidratante GATORADE Tropical Fruit Bo...,,500.0,ml,2.0,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,500.0,ml,2.0
Bebida Rehidratante GATORADE Mandarina Botella...,,500.0,ml,2.0,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,500.0,ml,2.0
Bebida Rehidratante GATORADE Apple Ice Botella...,,500.0,ml,2.0,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,500.0,ml,2.0
Servilletas BOREAL Cortadas Paquete 200un,,200.0,un,2.2,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,200.0,un,2.2
Bebida Con Gas San Luis Manzana Botella 625ml,,625.0,ml,2.2,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,625.0,ml,2.2
Bebida SAN LUIS Sin Gas Sabor Piña y Kión Bote...,,625.0,ml,2.2,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,625.0,ml,2.2
Bebida en Polvo Clight Sin Calorías Sabor Piña 14g,,14.0,g,2.3,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,14.0,g,2.3
Bebida en Polvo Clight Sin Calorías Sabor Naranja 14g,,14.0,g,2.3,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,14.0,g,2.3
Bebida Instantánea en Polvo CLIGHT Sin Caloría...,,14.0,g,2.3,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,14.0,g,2.3
Maicena UNIVERSAL Bolsa 100gr,Universal,100.0,g,2.5,vega,2024-12-05 13:25:56.712516,CEBADA TOSTADA SOLUBLE,100.0,g,2.5
Mostaza BELL'S Doypack 200Gr,,200.0,g,2.6,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,200.0,g,2.6
Bebida de Leche Chocolatada LA PREFERIDA Bolsa...,,800.0,ml,2.9,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,800.0,ml,2.9
Bebida de Leche UHT BONLÉ Chocolatada Bolsa 80...,,800.0,ml,3.0,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,800.0,ml,3.0
Maizena UNIVERSAL Bolsa 180gr,Universal,180.0,g,3.0,vega,2024-12-05 13:25:56.712516,CEBADA TOSTADA SOLUBLE,180.0,g,3.0
Bebida Láctea Sabor Chocolate Bonlé Bolsa 800 ml,,800.0,ml,3.2,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,800.0,ml,3.2
Mostaza Cuisine & Co 200g,,200.0,g,3.5,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,200.0,g,3.5
Mix de Cebada Coppisac 350g,,350.0,g,3.5,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,350.0,g,3.5
Bebida Chocolatada La Preferida 800ml,,800.0,ml,3.6,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,800.0,ml,3.6
Bebida GLORIA Maracuyá Caja 1L,,1.0,l,3.9,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,1.0,l,3.9
Bebida de Durazno Frugos del Valle Caja 970ml,,970.0,ml,3.9,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,970.0,ml,3.9
Bebida GLORIA Mango Caja 1L,,1.0,l,3.9,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,1.0,l,3.9
Bebida de Naranja Gloria Caja 1L,,1.0,l,3.9,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,1.0,l,3.9
Bebida de Piña Gloria Caja 1L,,1.0,l,3.9,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,1.0,l,3.9
Bebida de Maracuyá Gloria Caja 1L,,1.0,l,3.9,metro,2024-12-05 16:51:09.829705,CEBADA TOSTADA SOLUBLE,1.0,l,3.9
Bebida GLORIA Piña Caja 1L,,1.0,l,3.9,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,1.0,l,3.9
Bebida GLORIA Durazno Caja 1L,,1.0,l,3.9,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,1.0,l,3.9
Mostaza B&D Doypack 200g,,200.0,g,3.9,plaza_vea,2024-12-05 16:03:17.056628,CEBADA TOSTADA SOLUBLE,200.0,g,3.9
Tortillas de maiz VEGA Picante Bolsa 150g,Vega,150.0,g,3.9,vega,2024-12-05 13:25:56.712516,CEBADA TOSTADA SOLUBLE,150.0,g,3.9
Tortillas de maiz VEGA Natural Bolsa 150g,Vega,150.0,g,3.9,vega,2024-12-05 13:25:56.712516,CEBADA TOSTADA SOLUBLE,150.0,g,3.9
