description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Pasta de Tomate Cuisine & Co Doypack 100 g,,100.0,g,1.7,metro,2024-12-05 16:40:39.678401,PASTA Y SALSA DE TOMATE,100.0,g,1.7
Puré de Tomate Pomarola Concentrado 110 g,MOLITALIA,110.0,g,1.8,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,110.0,g,1.8
Salsa De Tomate x 145 gr,TOTTUS,145.0,g,1.8,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,145.0,g,1.8
Salsa de tomate Pomarola clásica 145 g,MOLITALIA,145.0,g,1.9,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,145.0,g,1.9
Pasta de Tomate B & D 100g,,100.0,g,2.2,metro,2024-12-05 16:40:39.678401,PASTA Y SALSA DE TOMATE,100.0,g,2.2
Salsa tipo Tamarindo 2 BANDERAS con Pasta de T...,,100.0,g,2.69,plaza_vea,2024-12-05 15:55:54.046639,PASTA Y SALSA DE TOMATE,100.0,g,2.69
Salsa de tomate Pomarola clásica de 290 g,MOLITALIA,290.0,g,3.6,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,290.0,g,3.6
Salsa de Tomate Pomarola Bolognesa con Carne de 170 g,MOLITALIA,170.0,g,3.7,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,170.0,g,3.7
Salsa Roja de Tomate DON VITTORIO Doypack 200g,,200.0,g,3.9,plaza_vea,2024-12-05 15:55:54.046639,PASTA Y SALSA DE TOMATE,200.0,g,3.9
PULPA FINAL DE TOMATE X 400 G,TOTTUS,400.0,g,4.9,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,400.0,g,4.9
Salsa de Tomate Pomarola Bolognesa de 370 g,MOLITALIA,370.0,g,6.85,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,370.0,g,6.85
Salsa Pomarola MOLITALIA Doypack 145g Pack 6u,Gloria,145.0,g,8.4,vega,2024-12-05 13:19:36.347209,PASTA Y SALSA DE TOMATE,145.0,g,8.4
Salsa para Pastas Filippo Berio Tomate Pesto Frasco 190 g,,190.0,g,9.9,metro,2024-12-05 16:40:39.678401,PASTA Y SALSA DE TOMATE,190.0,g,9.9
Salsa de Tomate Don Italo 250g,,250.0,g,10.99,wong,2024-12-05 19:17:48.131239,PASTA Y SALSA DE TOMATE,250.0,g,10.99
Salsa de Tomate Don Italo 250g,,250.0,g,10.99,metro,2024-12-05 16:40:39.678401,PASTA Y SALSA DE TOMATE,250.0,g,10.99
Salsa de Tomate Pomarola Clásica - 6 unidades,MOLITALIA,6.0,un,11.1,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,6.0,un,11.1
Tomate Pelado 400 g,MUTTI,400.0,g,12.5,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,400.0,g,12.5
Concentrado De Tomate x 1 Kg,POMAROLA,1.0,kg,13.9,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,1.0,kg,13.9
Salsa para Pastas Filippo Berio Tomate Pesto Frasco 190 g,,190.0,g,13.9,wong,2024-12-05 19:17:48.131239,PASTA Y SALSA DE TOMATE,190.0,g,13.9
Salsa de Tomate Arrabbiata 400 g,BARILLA,400.0,g,19.8,tottus,2024-12-05 12:39:28.205497,PASTA Y SALSA DE TOMATE,400.0,g,19.8
Aderezo de Tomate Harmless Ketchup 352g,,352.0,g,27.2,metro,2024-12-05 16:40:39.678401,PASTA Y SALSA DE TOMATE,352.0,g,27.2
