description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Canela Entera KARIÑO Sobre 3g,Kariño,3.0,g,0.9,vega,2024-12-05 13:14:10.260330,CANELA ENTERA,1.0,kg,300.0
Orégano Entero 10 g,TOTTUS,10.0,g,1.4,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,140.0
Tableta Para Taza Sabor Chocolate Clavo Y Canela x 60 g,GENERICO,60.0,g,1.8,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,30.000000000000004
Orégano Entero 9 g,SIBARITA,9.0,g,2.1,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,233.33333333333334
Canela Entera 5 g,TOTTUS,5.0,g,2.1,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,420.0
Laurel Entero 7 g,TOTTUS,7.0,g,2.5,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,357.14285714285717
Canela Molida 20 g,TOTTUS,20.0,g,2.5,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,125.0
Canela Molida 10 g,SIBARITA,10.0,g,2.6,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,260.0
Tableta Para Taza Con Canela x 90 g,SOL DEL CUSCO,90.0,g,2.9,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,32.22222222222222
Entero De Anchoveta En Salsa De Tomate 200 g,SANTORINI,200.0,g,2.9,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,14.5
Canela Entera Sibarita Sobre 10 g,,10.0,g,3.3,wong,2024-12-05 19:11:53.896105,CANELA ENTERA,1.0,kg,330.0
Romero Entero Kariño 8 g,,8.0,g,3.3,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,412.5
Orégano Entero Kariño 18 g,,18.0,g,3.3,tottus,2024-12-05 12:33:52.010307,CANELA ENTERA,1.0,kg,183.33333333333334
