description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Papa Cocktail Amarilla,,1.0,kg,3.69,plaza_vea,2024-12-05 15:39:43.668842,PAPA AMARILLA,1,kg,3.69
Papa Amarilla Cocktail Comcen 1kg,,1.0,kg,5.23,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,5.23
Papa Amarilla Cocktail Comcen 1kg,,1.0,kg,5.3,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,5.3
Papa Amarilla Peruanita Cocktail x kg,,1.0,kg,5.89,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,5.89
Papa Amarilla Tumbay Especial Metro x kg,,1.0,kg,5.99,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,5.99
Papa Amarilla Tumbay,,0.25,kg,6.79,plaza_vea,2024-12-05 15:39:43.668842,PAPA AMARILLA,1,kg,27.16
Papa Amarilla Huamantanga Metro x kg,,1.0,kg,6.99,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,6.99
Papa Amarilla Huamantanga x kg,,1.0,kg,7.19,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,7.19
Papa Amarilla Peruanita,,0.5,kg,7.49,plaza_vea,2024-12-05 15:39:43.668842,PAPA AMARILLA,1,kg,14.98
Papa Amarilla en Bastones FIFU Bolsa 500g,,500.0,g,7.5,plaza_vea,2024-12-05 15:39:43.668842,PAPA AMARILLA,1,kg,15.0
Papa Amarilla Precocida Tumbay FIFU Bolsa 500g,,500.0,g,7.5,plaza_vea,2024-12-05 15:39:43.668842,PAPA AMARILLA,1,kg,15.0
Papas Nativas Amarillas Picantes Tiyapuy 160g,,160.0,g,7.6,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,47.5
Papas Nativas Amarilla Bolsa 142g,,142.0,g,7.6,plaza_vea,2024-12-05 15:39:43.668842,PAPA AMARILLA,1,kg,53.521126760563384
Papa Amarilla Tumbay Extra Metro x kg,,1.0,kg,7.64,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,7.64
Papa Amarilla Tumbay Procesada x kg,,1.0,kg,8.09,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,8.09
Papa Amarilla Tumbay Procesada x kg,,1.0,kg,8.09,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,8.09
Papa Amarilla Peruanita Procesada x kg,,1.0,kg,8.29,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,8.29
Papa Amarilla Tumbay x kg,,1.0,kg,8.49,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,8.49
Papa Amarilla Tumbay Agro Selecto 1Kg,,1.0,kg,8.5,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,8.5
Papa Amarilla Comcen Procesada 1 kg,,1.0,kg,10.93,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,10.93
Papa Amarilla Tumbay FEST Prefrita Congelada D...,,1.0,kg,14.3,plaza_vea,2024-12-05 15:39:43.668842,PAPA AMARILLA,1,kg,14.3
Papa Amarilla Tumbay Fest x 1Kg,,1.0,kg,14.32,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,14.32
Papa Amarilla Tumbay FEST Prefrita Congelada Doypack 1Kg,FEST,1.0,kg,16.5,vivanda,2024-12-05 22:17:15.016881,PAPA AMARILLA,1,kg,16.5
Papa Amarilla Peruanita Agro Selecto 2kg,,2.0,kg,17.0,metro,2024-12-05 16:21:51.623922,PAPA AMARILLA,1,kg,8.5
Papa Amarilla Tumbay Procesada Comcen 2Kg,,2.0,kg,23.5,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,11.75
Gnocchi de Papa Amarilla Speicher Caja 500g,,500.0,g,28.9,wong,2024-12-05 18:58:27.434263,PAPA AMARILLA,1,kg,57.8
