description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Mostaza Libbys Doypack 100 g,S/ 3.50,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,100.0,g,Mostaza Libbys Doypack,3.5,metro,,TOSTADAS (MOLDE)
Mostaza Cuisine & Co 200g,S/ 3.50,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,200.0,g,Mostaza Cuisine & Co,3.5,metro,,TOSTADAS (MOLDE)
Mostaza B&D 200g,S/ 3.90,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,200.0,g,Mostaza B&D,3.9,metro,,TOSTADAS (MOLDE)
Palitos De Quinua Y Garbanzo Q Sticks Sabor Mix Aji Bolsa 30 g,S/ 4.10,tottus,TOSTADAS (MOLDE),2024-12-05 11:17:15.918887,30.0,g,Palitos De Quinua Y Garbanzo Q Sticks Sabor Mix Aji Bolsa,4.1,tottus,WASI ORGANICS,TOSTADAS (MOLDE)
Palitos De Quinua Y Garbanzo Q Sticks Sabor Finas Hierbas Bolsa 30 g,S/ 4.10,tottus,TOSTADAS (MOLDE),2024-12-05 11:17:15.918887,30.0,g,Palitos De Quinua Y Garbanzo Q Sticks Sabor Finas Hierbas Bolsa,4.1,tottus,WASI ORGANICS,TOSTADAS (MOLDE)
"Cerveza Sin Alcohol Mahou 0,0 Tostada Lata 330ml",S/ 5.00,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,330.0,ml,"Cerveza Sin Alcohol Mahou 0,0 Tostada Lata",5.0,metro,,TOSTADAS (MOLDE)
Mostaza LIBBY'S Doypack 200g,S/ 5.20,vivanda,TOSTADAS (MOLDE),2024-12-05 21:34:09.138878,200.0,g,Mostaza LIBBY'S Doypack,5.2,vivanda,LIBBY S,TOSTADAS (MOLDE)
Galletas de Maíz Horneadas Salmitas Caja 80 g,S/ 5.20,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,80.0,g,Galletas de Maíz Horneadas Salmitas Caja,5.2,metro,,TOSTADAS (MOLDE)
Mostaza Libbys Doypack 200 g,S/ 5.30,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,200.0,g,Mostaza Libbys Doypack,5.3,metro,,TOSTADAS (MOLDE)
Mostaza AlaCena 220g,S/ 5.40,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,220.0,g,Mostaza AlaCena,5.4,metro,,TOSTADAS (MOLDE)
Mostaza ALACENA Doypack 220g,S/ 5.40,vivanda,TOSTADAS (MOLDE),2024-12-05 21:34:09.138878,220.0,g,Mostaza ALACENA Doypack,5.4,vivanda,ALACENA,TOSTADAS (MOLDE)
Molde Krea Cupcake Silicona 6un,S/ 5.60,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,6.0,un,Molde Krea Cupcake Silicona,5.6,metro,,TOSTADAS (MOLDE)
Tostada TOSTAGRILL Paquete 225g,S/ 5.70,vivanda,TOSTADAS (MOLDE),2024-12-05 21:34:09.138878,225.0,g,Tostada TOSTAGRILL Paquete,5.7,vivanda,TOSTAGRILL,TOSTADAS (MOLDE)
Tostada Integral TOSTAGRILL Paquete 225g,S/ 5.70,vivanda,TOSTADAS (MOLDE),2024-12-05 21:34:09.138878,225.0,g,Tostada Integral TOSTAGRILL Paquete,5.7,vivanda,TOSTAGRILL,TOSTADAS (MOLDE)
"Bruschetas Chips Maretti Tomate, Aceituna y Orégano 70g",S/ 5.90,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,70.0,g,"Bruschetas Chips Maretti Tomate, Aceituna y Orégano",5.9,metro,,TOSTADAS (MOLDE)
Tostadas BELL'S Clásicas Paquete 10un,S/ 6.20,vivanda,TOSTADAS (MOLDE),2024-12-05 21:34:09.138878,10.0,un,Tostadas BELL'S Clásicas Paquete,6.2,vivanda,BELL'S,TOSTADAS (MOLDE)
Mini Tostadas Clásicas Metro 110g,S/ 6.25,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,110.0,g,Mini Tostadas Clásicas Metro,6.25,metro,,TOSTADAS (MOLDE)
Croutones de Pan Caja 60 g,S/ 6.40,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,60.0,g,Croutones de Pan Caja,6.4,metro,,TOSTADAS (MOLDE)
Tostadas Clásicas de 118 g,S/ 6.70,tottus,TOSTADAS (MOLDE),2024-12-05 11:17:15.918887,118.0,g,Tostadas Clásicas de,6.7,tottus,PYC,TOSTADAS (MOLDE)
Tostadas integrales 8 unidades,S/ 6.80,tottus,TOSTADAS (MOLDE),2024-12-05 11:17:15.918887,8.0,un,Tostadas integrales ades,6.8,tottus,PYC,TOSTADAS (MOLDE)
Tortillas Tradicionales Cuisine & Co 12un,S/ 6.90,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,12.0,un,Tortillas Tradicionales Cuisine & Co,6.9,metro,,TOSTADAS (MOLDE)
Tostadas Integrales Metro Paquete 125 g,S/ 6.90,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,125.0,g,Tostadas Integrales Metro Paquete,6.9,metro,,TOSTADAS (MOLDE)
Tostadas Clásicas Metro Paquete 115 g,S/ 6.90,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,115.0,g,Tostadas Clásicas Metro Paquete,6.9,metro,,TOSTADAS (MOLDE)
Tortillas con Salvado de Trigo Cuisine & Co 12un,S/ 6.90,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,12.0,un,Tortillas con Salvado de Trigo Cuisine & Co,6.9,metro,,TOSTADAS (MOLDE)
Tostadas Clásicas 10 Unidades,S/ 6.90,tottus,TOSTADAS (MOLDE),2024-12-05 11:17:15.918887,10.0,un,Tostadas Clásicas ades,6.9,tottus,TOTTUS,TOSTADAS (MOLDE)
TOSTADAS INTEGRAL 10UNID,S/ 6.90,tottus,TOSTADAS (MOLDE),2024-12-05 11:17:15.918887,10.0,un,TOSTADAS INTEGRAL,6.9,tottus,TOTTUS,TOSTADAS (MOLDE)
Mini Tostadas Integrales 36un,S/ 6.90,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,36.0,un,Mini Tostadas Integrales,6.9,metro,,TOSTADAS (MOLDE)
Cebada Tostada Bolsa 150 g,S/ 7.00,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,150.0,g,Cebada Tostada Bolsa,7.0,metro,,TOSTADAS (MOLDE)
Tostadas Clásicas PYC Paquete 8 unid,S/ 7.20,metro,TOSTADAS (MOLDE),2024-12-05 15:15:03.783157,8.0,un,Tostadas Clásicas PYC Paquete,7.2,metro,,TOSTADAS (MOLDE)
