description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Mayonesa Light BELL'S Doypack 190g,BELL'S,190.0,g,3.2,vivanda,2024-12-05 22:28:30.104938,MAYONESA,190.0,g,3.2
Mayonesa Máxima Tradicional 190g,,190.0,g,3.5,metro,2024-12-05 16:39:46.923810,MAYONESA,190.0,g,3.5
Mayonesa LIBBY'S Doypack 100g,,100.0,g,3.99,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,100.0,g,3.99
Mayonesa Premiun WALIBI Doypack 100g,,100.0,g,4.0,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,100.0,g,4.0
Mayonesa Light 100 g,TOTTUS,100.0,g,4.4,tottus,2024-12-05 12:39:23.870931,MAYONESA,100.0,g,4.4
Papas Ondas LAYS Mayonesa Bolsa 105gr,Lays,105.0,g,5.0,vega,2024-12-05 13:19:07.590410,MAYONESA,105.0,g,5.0
Papas Ondas LAY'S con Mayonesa Bolsa 140g,,140.0,g,5.5,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,140.0,g,5.5
MAYONESA 140G,LAYS,140.0,g,5.5,tottus,2024-12-05 12:39:23.870931,MAYONESA,140.0,g,5.5
Mayonesa B&D Doypack 190g,,190.0,g,5.9,metro,2024-12-05 16:39:46.923810,MAYONESA,190.0,g,5.9
Mayonesa Light BELL'S Doypack 475g,BELL'S,475.0,g,5.9,vivanda,2024-12-05 22:28:30.104938,MAYONESA,475.0,g,5.9
Mayonesa Mayo Deli Kraft 170g,,170.0,g,6.3,wong,2024-12-05 19:16:41.855736,MAYONESA,170.0,g,6.3
Mayonesa Mayo Deli Kraft 170g,,170.0,g,6.3,metro,2024-12-05 16:39:46.923810,MAYONESA,170.0,g,6.3
Mayonesa Doypack B&D 190 g,,190.0,g,6.8,tottus,2024-12-05 12:39:23.870931,MAYONESA,190.0,g,6.8
Mayonesa B&D Doypack 190g,,190.0,g,6.9,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,190.0,g,6.9
Mayonesa B&D Doypack 190g,B&D,190.0,g,6.9,vivanda,2024-12-05 22:28:30.104938,MAYONESA,190.0,g,6.9
Mayonesa ALACENA Doypack 190g,Alacena,190.0,g,7.0,vega,2024-12-05 13:19:07.590410,MAYONESA,190.0,g,7.0
Mayonesa 190 g,TOTTUS,190.0,g,7.2,tottus,2024-12-05 12:39:23.870931,MAYONESA,190.0,g,7.2
Mayonesa DELGA-C con Limón Libre de Grasa Doypack 400g,DELGA-C,400.0,g,7.7,vivanda,2024-12-05 22:28:30.104938,MAYONESA,400.0,g,7.7
Mayonesa DELGA-C con Limón Libre de Grasa Doyp...,,400.0,g,7.7,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,400.0,g,7.7
Mayonesa WALIBÍ Doypack 200g,,200.0,g,7.8,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,200.0,g,7.8
Salsa Tipo Mayonesa Walibí 200g,,200.0,g,7.8,metro,2024-12-05 16:39:46.923810,MAYONESA,200.0,g,7.8
Mayonesa Mayo Deli Kraft 350g,,350.0,g,7.9,metro,2024-12-05 16:39:46.923810,MAYONESA,350.0,g,7.9
Mayonesa KRAFT Mayodeli Doypack 350g,,350.0,g,8.0,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,350.0,g,8.0
Salsa Tipo Mayonesa Walibí 200g,,200.0,g,8.2,wong,2024-12-05 19:16:41.855736,MAYONESA,200.0,g,8.2
Salsa Aceitunesa WALIBI Mayonesa con Aceitunes...,,200.0,g,8.4,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,200.0,g,8.4
Salsa Aceitunesa WALIBI Mayonesa con Aceitunesa Doypack 200g,WALIBI,200.0,g,8.4,vivanda,2024-12-05 22:28:30.104938,MAYONESA,200.0,g,8.4
Mayonesa 190 g,ALACENA,190.0,g,8.6,tottus,2024-12-05 12:39:23.870931,MAYONESA,190.0,g,8.6
Mayonesa AlaCena 190g,,190.0,g,8.6,metro,2024-12-05 16:39:46.923810,MAYONESA,190.0,g,8.6
Mayonesa ALACENA Doypack 190g,ALACENA,190.0,g,8.6,vivanda,2024-12-05 22:28:30.104938,MAYONESA,190.0,g,8.6
Mayonesa BELL'S Doypack 475g,BELL'S,475.0,g,8.9,vivanda,2024-12-05 22:28:30.104938,MAYONESA,475.0,g,8.9
Mayonesa de 475 g,TOTTUS,475.0,g,9.1,tottus,2024-12-05 12:39:23.870931,MAYONESA,475.0,g,9.1
Mayonesa Terraza Grill American Style 200g,,200.0,g,9.4,wong,2024-12-05 19:16:41.855736,MAYONESA,200.0,g,9.4
Mayonesa de Arvejas Eggless Mayo 352g,,352.0,g,9.5,wong,2024-12-05 19:16:41.855736,MAYONESA,352.0,g,9.5
Mayonesa Tradicional Cuisine & Co 475g,,475.0,g,9.5,metro,2024-12-05 16:39:46.923810,MAYONESA,475.0,g,9.5
Mayonesa LIBBY'S Doypack 380gr,Libbys,380.0,g,9.9,vega,2024-12-05 13:19:07.590410,MAYONESA,380.0,g,9.9
Mayonesa Sabor Tocino Terraza Grill 200g,,200.0,g,10.2,wong,2024-12-05 19:16:41.855736,MAYONESA,200.0,g,10.2
Mayonesa Sabor a Pollo a la Brasa TERRAZA GRILL Doypack 200g,TERRAZA GRILL,200.0,g,10.4,vivanda,2024-12-05 22:28:30.104938,MAYONESA,200.0,g,10.4
Mayonesa Pollo a La Brasa Terraza Grill 200g,,200.0,g,10.4,wong,2024-12-05 19:16:41.855736,MAYONESA,200.0,g,10.4
Mayonesa B&D Doypack 400g,,400.0,g,10.9,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,400.0,g,10.9
Mayonesa B&D Doypack 400g,B&D,400.0,g,10.9,vivanda,2024-12-05 22:28:30.104938,MAYONESA,400.0,g,10.9
Pack B&D Trío: Mostaza 200g + Ketchup 200g + Mayonesa 190g,,200.0,g,12.09,metro,2024-12-05 16:39:46.923810,MAYONESA,200.0,g,12.09
Mayonesa LIBBY´S Doypack 380g,,380.0,g,12.2,plaza_vea,2024-12-05 15:56:21.863804,MAYONESA,380.0,g,12.2
Mayonesa Mayodeli Kraft 650g,,650.0,g,12.5,metro,2024-12-05 16:39:46.923810,MAYONESA,650.0,g,12.5
Mayonesa BELL'S Doypack 850g,BELL'S,850.0,g,12.9,vivanda,2024-12-05 22:28:30.104938,MAYONESA,850.0,g,12.9
Pollo Deshilachado con Mayonesa Bolsa 250 g,,250.0,g,12.9,wong,2024-12-05 19:16:41.855736,MAYONESA,250.0,g,12.9
Mayonesa Libby's 380g,,380.0,g,13.3,wong,2024-12-05 19:16:41.855736,MAYONESA,380.0,g,13.3
Mayonesa B&D 400g,,400.0,g,13.7,metro,2024-12-05 16:39:46.923810,MAYONESA,400.0,g,13.7
Mayonesa Acevichada LEGOVIC Original Doypack 200g,LEGOVIC,200.0,g,13.9,vivanda,2024-12-05 22:28:30.104938,MAYONESA,200.0,g,13.9
Mayonesa ALACENA Doypack 475g,Alacena,475.0,g,13.9,vega,2024-12-05 13:19:07.590410,MAYONESA,475.0,g,13.9
Mayonesa x 850 g,TOTTUS,850.0,g,13.9,tottus,2024-12-05 12:39:23.870931,MAYONESA,850.0,g,13.9
Mayonesa ALACENA Doypack 475g,ALACENA,475.0,g,13.99,vivanda,2024-12-05 22:28:30.104938,MAYONESA,475.0,g,13.99
