description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Sandía,,2.5,kg,1.29,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,2.5,kg,1.29
Sandía Metro x kg,,1.0,kg,1.69,metro,2024-12-05 16:05:42.652191,SANDÍA,1.0,kg,1.69
Gomitas MOGUL Sandía Extreme Bolsa 50g,,50.0,g,1.9,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,50.0,g,1.9
Sandía Wong x kg,,1.0,kg,1.99,wong,2024-12-05 18:40:27.498015,SANDÍA,1.0,kg,1.99
Roller Fantasi FINI Sandía Bolsa 20g,,20.0,g,2.0,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,20.0,g,2.0
Gomitas Mogul Sandía 50g,,50.0,g,2.5,metro,2024-12-05 16:05:42.652191,SANDÍA,50.0,g,2.5
Melón Coquito Metro x kg,,1.0,kg,3.29,metro,2024-12-05 16:05:42.652191,SANDÍA,1.0,kg,3.29
Melón Coquito Wong x kg,,1.0,kg,3.49,wong,2024-12-05 18:40:27.498015,SANDÍA,1.0,kg,3.49
Sandía Amarilla x kg,,1.0,kg,3.49,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,1.0,kg,3.49
Chicles Sin Azúcar Trident Splash Sabor Hierbabuena y Sandía 9un,,9.0,un,3.6,wong,2024-12-05 18:40:27.498015,SANDÍA,9.0,un,3.6
Chicle TRIDENT Splash Sin Azúcar sabor Hierbab...,,9.0,un,3.6,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,9.0,un,3.6
Sandía Amarilla x kg,,1.0,kg,3.99,wong,2024-12-05 18:40:27.498015,SANDÍA,1.0,kg,3.99
Chicles Sin Azúcar Trident Evup Sandia 18un,,18.0,un,4.1,metro,2024-12-05 16:05:42.652191,SANDÍA,18.0,un,4.1
Gomitas Mogul Extreme Sandía 80g,,80.0,g,4.6,metro,2024-12-05 16:05:42.652191,SANDÍA,80.0,g,4.6
Chicle Sabor Sandía Fini Sandía Ácida 80g,,80.0,g,4.9,metro,2024-12-05 16:05:42.652191,SANDÍA,80.0,g,4.9
Chicle Sabor Sandía Fini Sandía Ácida 80g,,80.0,g,4.9,wong,2024-12-05 18:40:27.498015,SANDÍA,80.0,g,4.9
Bebida FRU + Mango Sandia Botella 400ml,,2.0,un,4.99,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,2.0,un,4.99
Goma de Mascar HUBBA BUBBA Max Fresa Sandia Bo...,,40.0,g,5.5,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,40.0,g,5.5
Sandía en Trozos BELL'S Bandeja 300g,,300.0,g,5.69,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,300.0,g,5.69
"Ensalada de Papaya, Sandía y Melón BELL'S Band...",,300.0,g,5.69,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,300.0,g,5.69
"Ensalada de Uva, Sandía y Piña BELL'S Bandeja ...",,300.0,g,5.99,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,300.0,g,5.99
Helado para Perros Sabor Arándanos y Sandía Yogy 100g,,100.0,g,6.99,metro,2024-12-05 16:05:42.652191,SANDÍA,100.0,g,6.99
Helado para Perros Sabor Arándanos y Sandía Yogy 100g,,100.0,g,6.99,wong,2024-12-05 18:40:27.498015,SANDÍA,100.0,g,6.99
Sandía en Trozos Natifrut 280g,,280.0,g,7.49,wong,2024-12-05 18:40:27.498015,SANDÍA,280.0,g,7.49
Sandía en Trozos Natifrut 280g,,280.0,g,7.49,metro,2024-12-05 16:05:42.652191,SANDÍA,280.0,g,7.49
"Ensalada de Frutas Piña, Sandía y Papaya Natifrut 340g",,340.0,g,9.49,wong,2024-12-05 18:40:27.498015,SANDÍA,340.0,g,9.49
"Ensalada de Frutas Piña, Sandía y Papaya Natifrut 340g",,340.0,g,9.49,metro,2024-12-05 16:05:42.652191,SANDÍA,340.0,g,9.49
Bebida Ready to Drink Four Loko Sandía Lata 473 ml,,473.0,ml,9.9,metro,2024-12-05 16:05:42.652191,SANDÍA,473.0,ml,9.9
Jabón en Barra Palmolive Sandia y Lychee 3x110g,,110.0,g,9.9,metro,2024-12-05 16:05:42.652191,SANDÍA,110.0,g,9.9
Ready To Drink (RTD) FOURLOKO Sandia Lata 473m...,,473.0,ml,10.9,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,473.0,ml,10.9
Aromatizante en Aerosol Glade Sandía Refrescante 400ml,,400.0,ml,10.9,metro,2024-12-05 16:05:42.652191,SANDÍA,400.0,ml,10.9
Pond's Mascarilla Hidratante Fruity Hydra Fresh Extracto de Sandía 1 Unidad,,1.0,un,12.9,metro,2024-12-05 16:05:42.652191,SANDÍA,1.0,un,12.9
Gel de Ducha PALMOLIVE Sandía y Lychee 390ml,,390.0,ml,14.9,plaza_vea,2024-12-05 15:24:00.282166,SANDÍA,390.0,ml,14.9
"Fruta en Trozos Piña, Papaya y Sandía Congelada Natifrut 1kg",,1.0,kg,15.72,metro,2024-12-05 16:05:42.652191,SANDÍA,1.0,kg,15.72
Bálsamo Labial Sun Sum Sandía FPS30 4.25g,,4.25,g,19.9,wong,2024-12-05 18:40:27.498015,SANDÍA,4.25,g,19.9
Mascarilla Garnier Hair Food Sandía 350ml,,350.0,ml,23.9,metro,2024-12-05 16:05:42.652191,SANDÍA,350.0,ml,23.9
Vela Aromatizante Glade Sandía y Frambuesa 96g,,96.0,g,24.1,metro,2024-12-05 16:05:42.652191,SANDÍA,96.0,g,24.1
Shampoo Garnier Hair Food Sandía 300ml,,300.0,ml,25.5,wong,2024-12-05 18:40:27.498015,SANDÍA,300.0,ml,25.5
Acondicionador Garnier Fructis Hair Food Sandía 300ml,,300.0,ml,25.5,wong,2024-12-05 18:40:27.498015,SANDÍA,300.0,ml,25.5
